ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.33 kWh,14697,0.00623%,139.33,14697,0.00623,1
20110306_lr_RL_1.2,105.60 kWh,11244,0.00626%,105.6,11244,0.00626,2
20110309_lr_RL_1.2,118.02 kWh,12816,0.00759%,118.02,12816,0.00759,3
20110322_lr_RL_1.2,146.58 kWh,19379,0.00745%,146.58,19379,0.00745,4
20110325_lr_RL_1.2,126.95 kWh,14820,0.00686%,126.95,14820,0.00686,5
20110403_lr_RL_1.2,192.60 kWh,23233,0.00753%,192.6,23233,0.00753,6
20110409_lr_RL_1.2,152.12 kWh,18382,0.00695%,152.12,18382,0.00695,7
20110411_lr_RL_1.2,149.18 kWh,18723,0.00736%,149.18,18723,0.00736,8
20110412_lr_RL_1.2,129.38 kWh,15613,0.00746%,129.38,15613,0.00746,9
300_lr_RL_1.2,118.14 kWh,12954,0.00763%,118.14,12954,0.00763,10
301_lr_RL_1.2,152.20 kWh,18459,0.00699%,152.2,18459,0.00699,11
302_lr_RL_1.2,105.43 kWh,10825,0.00597%,105.43,10825,0.00597,12
303_lr_RL_1.2,105.16 kWh,10880,0.00613%,105.16,10880,0.00613,13
304_lr_RL_1.2,192.63 kWh,22714,0.00720%,192.63,22714,0.0072,14
305_lr_RL_1.2,192.56 kWh,22850,0.00725%,192.56,22850,0.00725,15
306_lr_RL_1.2,140.52 kWh,15423,0.00687%,140.52,15423,0.00687,16
307_lr_RL_1.2,104.95 kWh,10424,0.00575%,104.95,10424,0.00575,17
308_lr_RL_1.2,149.36 kWh,18561,0.00738%,149.36,18561,0.00738,18
309_lr_RL_1.2,152.35 kWh,18672,0.00706%,152.35,18672,0.00706,19
310_lr_RL_1.2,128.81 kWh,14905,0.00675%,128.81,14905,0.00675,20
311_lr_RL_1.2,126.61 kWh,14680,0.00668%,126.61,14680,0.00668,21
312_lr_RL_1.2,105.53 kWh,11248,0.00609%,105.53,11248,0.00609,22
313_lr_RL_1.2,149.17 kWh,18168,0.00717%,149.17,18168,0.00717,23
314_lr_RL_1.2,128.87 kWh,15420,0.00703%,128.87,15420,0.00703,24
315_lr_RL_1.2,149.23 kWh,18941,0.00769%,149.23,18941,0.00769,25
316_lr_RL_1.2,151.63 kWh,17997,0.00686%,151.63,17997,0.00686,26
317_lr_RL_1.2,192.30 kWh,23076,0.00729%,192.3,23076,0.00729,27
318_lr_RL_1.2,140.23 kWh,15297,0.00676%,140.23,15297,0.00676,28
319_lr_RL_1.2,192.02 kWh,22358,0.00715%,192.02,22358,0.00715,29
320_lr_RL_1.2,140.24 kWh,15591,0.00672%,140.24,15591,0.00672,30
321_lr_RL_1.2,105.25 kWh,11041,0.00606%,105.25,11041,0.00606,31
