ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.65 kWh,15729,0.00683%,140.65,15729,0.00683,1
20110306_lr_RL_1.2,105.74 kWh,11368,0.00622%,105.74,11368,0.00622,2
20110309_lr_RL_1.2,118.01 kWh,13202,0.00775%,118.01,13202,0.00775,3
20110322_lr_RL_1.2,147.50 kWh,19802,0.00764%,147.5,19802,0.00764,4
20110325_lr_RL_1.2,127.15 kWh,15278,0.00696%,127.15,15278,0.00696,5
20110403_lr_RL_1.2,192.83 kWh,23062,0.00727%,192.83,23062,0.00727,6
20110409_lr_RL_1.2,151.81 kWh,18237,0.00676%,151.81,18237,0.00676,7
20110411_lr_RL_1.2,149.13 kWh,18560,0.00736%,149.13,18560,0.00736,8
20110412_lr_RL_1.2,129.08 kWh,14991,0.00683%,129.08,14991,0.00683,9
300_lr_RL_1.2,117.76 kWh,12793,0.00753%,117.76,12793,0.00753,10
301_lr_RL_1.2,151.95 kWh,18696,0.00698%,151.95,18696,0.00698,11
302_lr_RL_1.2,105.07 kWh,10489,0.00580%,105.07,10489,0.0058,12
303_lr_RL_1.2,105.23 kWh,10923,0.00594%,105.23,10923,0.00594,13
304_lr_RL_1.2,192.68 kWh,22339,0.00715%,192.68,22339,0.00715,14
305_lr_RL_1.2,192.48 kWh,22790,0.00726%,192.48,22790,0.00726,15
306_lr_RL_1.2,140.27 kWh,15118,0.00655%,140.27,15118,0.00655,16
307_lr_RL_1.2,105.00 kWh,10483,0.00568%,105.0,10483,0.00568,17
308_lr_RL_1.2,149.21 kWh,18682,0.00739%,149.21,18682,0.00739,18
309_lr_RL_1.2,151.86 kWh,18428,0.00695%,151.86,18428,0.00695,19
310_lr_RL_1.2,128.79 kWh,15461,0.00687%,128.79,15461,0.00687,20
311_lr_RL_1.2,126.70 kWh,15369,0.00718%,126.7,15369,0.00718,21
312_lr_RL_1.2,105.16 kWh,11042,0.00611%,105.16,11042,0.00611,22
313_lr_RL_1.2,149.37 kWh,18763,0.00739%,149.37,18763,0.00739,23
314_lr_RL_1.2,128.78 kWh,14998,0.00696%,128.78,14998,0.00696,24
315_lr_RL_1.2,149.15 kWh,18804,0.00740%,149.15,18804,0.0074,25
316_lr_RL_1.2,152.46 kWh,18883,0.00702%,152.46,18883,0.00702,26
317_lr_RL_1.2,192.54 kWh,22485,0.00710%,192.54,22485,0.0071,27
318_lr_RL_1.2,140.08 kWh,15127,0.00658%,140.08,15127,0.00658,28
319_lr_RL_1.2,192.48 kWh,22638,0.00723%,192.48,22638,0.00723,29
320_lr_RL_1.2,140.17 kWh,15404,0.00674%,140.17,15404,0.00674,30
321_lr_RL_1.2,105.28 kWh,10872,0.00589%,105.28,10872,0.00589,31
