ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.29 kWh,15297,0.00666%,140.29,15297,0.00666,1
20110306_lr_RL_1.2,105.18 kWh,11050,0.00608%,105.18,11050,0.00608,2
20110309_lr_RL_1.2,117.96 kWh,13275,0.00794%,117.96,13275,0.00794,3
20110322_lr_RL_1.2,146.58 kWh,18617,0.00712%,146.58,18617,0.00712,4
20110325_lr_RL_1.2,127.04 kWh,15146,0.00718%,127.04,15146,0.00718,5
20110403_lr_RL_1.2,191.86 kWh,22075,0.00707%,191.86,22075,0.00707,6
20110409_lr_RL_1.2,151.71 kWh,18250,0.00686%,151.71,18250,0.00686,7
20110411_lr_RL_1.2,149.11 kWh,18362,0.00736%,149.11,18362,0.00736,8
20110412_lr_RL_1.2,128.73 kWh,15408,0.00723%,128.73,15408,0.00723,9
300_lr_RL_1.2,117.80 kWh,12806,0.00756%,117.8,12806,0.00756,10
301_lr_RL_1.2,151.59 kWh,18328,0.00695%,151.59,18328,0.00695,11
302_lr_RL_1.2,105.92 kWh,11697,0.00654%,105.92,11697,0.00654,12
303_lr_RL_1.2,104.72 kWh,10824,0.00587%,104.72,10824,0.00587,13
304_lr_RL_1.2,192.95 kWh,23267,0.00730%,192.95,23267,0.0073,14
305_lr_RL_1.2,192.43 kWh,22889,0.00717%,192.43,22889,0.00717,15
306_lr_RL_1.2,140.23 kWh,15153,0.00667%,140.23,15153,0.00667,16
307_lr_RL_1.2,105.16 kWh,10986,0.00601%,105.16,10986,0.00601,17
308_lr_RL_1.2,148.84 kWh,18716,0.00732%,148.84,18716,0.00732,18
309_lr_RL_1.2,151.82 kWh,18554,0.00694%,151.82,18554,0.00694,19
310_lr_RL_1.2,128.87 kWh,14889,0.00698%,128.87,14889,0.00698,20
311_lr_RL_1.2,127.10 kWh,15477,0.00717%,127.1,15477,0.00717,21
312_lr_RL_1.2,105.23 kWh,10841,0.00591%,105.23,10841,0.00591,22
313_lr_RL_1.2,149.15 kWh,18433,0.00722%,149.15,18433,0.00722,23
314_lr_RL_1.2,128.86 kWh,15212,0.00700%,128.86,15212,0.007,24
315_lr_RL_1.2,149.25 kWh,18567,0.00728%,149.25,18567,0.00728,25
316_lr_RL_1.2,152.11 kWh,18544,0.00719%,152.11,18544,0.00719,26
317_lr_RL_1.2,192.41 kWh,22648,0.00717%,192.41,22648,0.00717,27
318_lr_RL_1.2,140.02 kWh,15320,0.00685%,140.02,15320,0.00685,28
319_lr_RL_1.2,192.72 kWh,22604,0.00724%,192.72,22604,0.00724,29
320_lr_RL_1.2,140.32 kWh,15277,0.00667%,140.32,15277,0.00667,30
321_lr_RL_1.2,105.09 kWh,10960,0.00613%,105.09,10960,0.00613,31
