ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.85 kWh,15174,0.00648%,139.85,15174,0.00648,1
20110306_lr_RL_1.2,105.25 kWh,10688,0.00604%,105.25,10688,0.00604,2
20110309_lr_RL_1.2,117.94 kWh,13043,0.00768%,117.94,13043,0.00768,3
20110322_lr_RL_1.2,147.98 kWh,20013,0.00760%,147.98,20013,0.0076,4
20110325_lr_RL_1.2,126.37 kWh,14716,0.00679%,126.37,14716,0.00679,5
20110403_lr_RL_1.2,192.24 kWh,22841,0.00713%,192.24,22841,0.00713,6
20110409_lr_RL_1.2,151.52 kWh,17629,0.00666%,151.52,17629,0.00666,7
20110411_lr_RL_1.2,149.21 kWh,18344,0.00742%,149.21,18344,0.00742,8
20110412_lr_RL_1.2,128.91 kWh,15099,0.00711%,128.91,15099,0.00711,9
300_lr_RL_1.2,117.61 kWh,12675,0.00756%,117.61,12675,0.00756,10
301_lr_RL_1.2,152.33 kWh,18777,0.00717%,152.33,18777,0.00717,11
302_lr_RL_1.2,105.23 kWh,10758,0.00590%,105.23,10758,0.0059,12
303_lr_RL_1.2,105.49 kWh,11294,0.00628%,105.49,11294,0.00628,13
304_lr_RL_1.2,192.45 kWh,22650,0.00729%,192.45,22650,0.00729,14
305_lr_RL_1.2,191.95 kWh,21878,0.00691%,191.95,21878,0.00691,15
306_lr_RL_1.2,139.96 kWh,15294,0.00671%,139.96,15294,0.00671,16
307_lr_RL_1.2,105.28 kWh,10797,0.00602%,105.28,10797,0.00602,17
308_lr_RL_1.2,148.49 kWh,17815,0.00705%,148.49,17815,0.00705,18
309_lr_RL_1.2,152.36 kWh,19215,0.00736%,152.36,19215,0.00736,19
310_lr_RL_1.2,128.90 kWh,15239,0.00701%,128.9,15239,0.00701,20
311_lr_RL_1.2,126.60 kWh,14675,0.00695%,126.6,14675,0.00695,21
312_lr_RL_1.2,105.16 kWh,11022,0.00603%,105.16,11022,0.00603,22
313_lr_RL_1.2,148.47 kWh,18072,0.00716%,148.47,18072,0.00716,23
314_lr_RL_1.2,129.37 kWh,15314,0.00714%,129.37,15314,0.00714,24
315_lr_RL_1.2,149.07 kWh,18457,0.00734%,149.07,18457,0.00734,25
316_lr_RL_1.2,151.90 kWh,18135,0.00701%,151.9,18135,0.00701,26
317_lr_RL_1.2,192.61 kWh,22428,0.00709%,192.61,22428,0.00709,27
318_lr_RL_1.2,140.30 kWh,15364,0.00674%,140.3,15364,0.00674,28
319_lr_RL_1.2,192.49 kWh,22355,0.00712%,192.49,22355,0.00712,29
320_lr_RL_1.2,140.27 kWh,15130,0.00649%,140.27,15130,0.00649,30
321_lr_RL_1.2,105.05 kWh,11002,0.00613%,105.05,11002,0.00613,31
