ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.21 kWh,15294,0.00662%,140.21,15294,0.00662,1
20110306_lr_RL_1.2,105.70 kWh,11493,0.00633%,105.7,11493,0.00633,2
20110309_lr_RL_1.2,118.09 kWh,13238,0.00792%,118.09,13238,0.00792,3
20110322_lr_RL_1.2,147.26 kWh,19987,0.00764%,147.26,19987,0.00764,4
20110325_lr_RL_1.2,127.16 kWh,15893,0.00716%,127.16,15893,0.00716,5
20110403_lr_RL_1.2,192.74 kWh,22945,0.00737%,192.74,22945,0.00737,6
20110409_lr_RL_1.2,151.74 kWh,18354,0.00679%,151.74,18354,0.00679,7
20110411_lr_RL_1.2,149.78 kWh,19034,0.00751%,149.78,19034,0.00751,8
20110412_lr_RL_1.2,128.73 kWh,14870,0.00691%,128.73,14870,0.00691,9
300_lr_RL_1.2,118.13 kWh,12993,0.00756%,118.13,12993,0.00756,10
301_lr_RL_1.2,152.54 kWh,18880,0.00705%,152.54,18880,0.00705,11
302_lr_RL_1.2,105.64 kWh,11299,0.00639%,105.64,11299,0.00639,12
303_lr_RL_1.2,105.58 kWh,11385,0.00617%,105.58,11385,0.00617,13
304_lr_RL_1.2,192.65 kWh,22995,0.00725%,192.65,22995,0.00725,14
305_lr_RL_1.2,192.84 kWh,23106,0.00725%,192.84,23106,0.00725,15
306_lr_RL_1.2,140.02 kWh,15122,0.00657%,140.02,15122,0.00657,16
307_lr_RL_1.2,105.01 kWh,10925,0.00598%,105.01,10925,0.00598,17
308_lr_RL_1.2,149.57 kWh,18967,0.00747%,149.57,18967,0.00747,18
309_lr_RL_1.2,152.39 kWh,18550,0.00705%,152.39,18550,0.00705,19
310_lr_RL_1.2,129.35 kWh,15391,0.00722%,129.35,15391,0.00722,20
311_lr_RL_1.2,127.17 kWh,15303,0.00707%,127.17,15303,0.00707,21
312_lr_RL_1.2,105.28 kWh,10947,0.00602%,105.28,10947,0.00602,22
313_lr_RL_1.2,149.46 kWh,18845,0.00739%,149.46,18845,0.00739,23
314_lr_RL_1.2,129.19 kWh,15425,0.00721%,129.19,15425,0.00721,24
315_lr_RL_1.2,149.83 kWh,18739,0.00756%,149.83,18739,0.00756,25
316_lr_RL_1.2,152.01 kWh,18442,0.00709%,152.01,18442,0.00709,26
317_lr_RL_1.2,192.80 kWh,22940,0.00720%,192.8,22940,0.0072,27
318_lr_RL_1.2,140.34 kWh,15407,0.00667%,140.34,15407,0.00667,28
319_lr_RL_1.2,192.96 kWh,23177,0.00725%,192.96,23177,0.00725,29
320_lr_RL_1.2,140.37 kWh,15662,0.00676%,140.37,15662,0.00676,30
321_lr_RL_1.2,105.24 kWh,10969,0.00590%,105.24,10969,0.0059,31
