ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.17 kWh,15035,0.00657%,140.17,15035,0.00657,1
20110306_lr_RL_1.2,105.23 kWh,11165,0.00624%,105.23,11165,0.00624,2
20110309_lr_RL_1.2,118.05 kWh,13472,0.00776%,118.05,13472,0.00776,3
20110322_lr_RL_1.2,147.51 kWh,19484,0.00748%,147.51,19484,0.00748,4
20110325_lr_RL_1.2,126.44 kWh,15003,0.00686%,126.44,15003,0.00686,5
20110403_lr_RL_1.2,192.90 kWh,23085,0.00725%,192.9,23085,0.00725,6
20110409_lr_RL_1.2,152.53 kWh,18839,0.00705%,152.53,18839,0.00705,7
20110411_lr_RL_1.2,149.85 kWh,19122,0.00755%,149.85,19122,0.00755,8
20110412_lr_RL_1.2,129.36 kWh,15318,0.00705%,129.36,15318,0.00705,9
300_lr_RL_1.2,117.76 kWh,12931,0.00769%,117.76,12931,0.00769,10
301_lr_RL_1.2,151.92 kWh,18253,0.00692%,151.92,18253,0.00692,11
302_lr_RL_1.2,105.23 kWh,11236,0.00610%,105.23,11236,0.0061,12
303_lr_RL_1.2,105.14 kWh,10889,0.00597%,105.14,10889,0.00597,13
304_lr_RL_1.2,193.61 kWh,23764,0.00761%,193.61,23764,0.00761,14
305_lr_RL_1.2,192.75 kWh,22682,0.00721%,192.75,22682,0.00721,15
306_lr_RL_1.2,140.24 kWh,15394,0.00662%,140.24,15394,0.00662,16
307_lr_RL_1.2,105.33 kWh,11078,0.00605%,105.33,11078,0.00605,17
308_lr_RL_1.2,149.62 kWh,18807,0.00737%,149.62,18807,0.00737,18
309_lr_RL_1.2,152.43 kWh,18730,0.00701%,152.43,18730,0.00701,19
310_lr_RL_1.2,128.60 kWh,14749,0.00673%,128.6,14749,0.00673,20
311_lr_RL_1.2,127.45 kWh,15577,0.00737%,127.45,15577,0.00737,21
312_lr_RL_1.2,105.36 kWh,10993,0.00611%,105.36,10993,0.00611,22
313_lr_RL_1.2,149.42 kWh,18713,0.00740%,149.42,18713,0.0074,23
314_lr_RL_1.2,129.23 kWh,15329,0.00706%,129.23,15329,0.00706,24
315_lr_RL_1.2,149.94 kWh,19091,0.00742%,149.94,19091,0.00742,25
316_lr_RL_1.2,151.77 kWh,18476,0.00690%,151.77,18476,0.0069,26
317_lr_RL_1.2,192.54 kWh,22850,0.00714%,192.54,22850,0.00714,27
318_lr_RL_1.2,140.39 kWh,15383,0.00679%,140.39,15383,0.00679,28
319_lr_RL_1.2,192.90 kWh,23134,0.00725%,192.9,23134,0.00725,29
320_lr_RL_1.2,139.73 kWh,15206,0.00658%,139.73,15206,0.00658,30
321_lr_RL_1.2,105.37 kWh,11233,0.00614%,105.37,11233,0.00614,31
