ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.67 kWh,15725,0.00697%,140.67,15725,0.00697,1
20110306_lr_RL_1.2,105.45 kWh,10628,0.00612%,105.45,10628,0.00612,2
20110309_lr_RL_1.2,117.95 kWh,12577,0.00745%,117.95,12577,0.00745,3
20110322_lr_RL_1.2,146.99 kWh,19442,0.00728%,146.99,19442,0.00728,4
20110325_lr_RL_1.2,126.89 kWh,15056,0.00694%,126.89,15056,0.00694,5
20110403_lr_RL_1.2,191.75 kWh,21999,0.00702%,191.75,21999,0.00702,6
20110409_lr_RL_1.2,152.14 kWh,18310,0.00704%,152.14,18310,0.00704,7
20110411_lr_RL_1.2,148.62 kWh,17837,0.00712%,148.62,17837,0.00712,8
20110412_lr_RL_1.2,129.17 kWh,15176,0.00707%,129.17,15176,0.00707,9
300_lr_RL_1.2,117.94 kWh,12706,0.00738%,117.94,12706,0.00738,10
301_lr_RL_1.2,152.41 kWh,18589,0.00710%,152.41,18589,0.0071,11
302_lr_RL_1.2,105.47 kWh,10996,0.00614%,105.47,10996,0.00614,12
303_lr_RL_1.2,105.35 kWh,10824,0.00605%,105.35,10824,0.00605,13
304_lr_RL_1.2,192.62 kWh,22507,0.00720%,192.62,22507,0.0072,14
305_lr_RL_1.2,192.22 kWh,22951,0.00722%,192.22,22951,0.00722,15
306_lr_RL_1.2,140.57 kWh,15531,0.00682%,140.57,15531,0.00682,16
307_lr_RL_1.2,105.39 kWh,11258,0.00624%,105.39,11258,0.00624,17
308_lr_RL_1.2,149.83 kWh,19032,0.00756%,149.83,19032,0.00756,18
309_lr_RL_1.2,151.90 kWh,18292,0.00698%,151.9,18292,0.00698,19
310_lr_RL_1.2,129.56 kWh,15264,0.00697%,129.56,15264,0.00697,20
311_lr_RL_1.2,126.47 kWh,14584,0.00664%,126.47,14584,0.00664,21
312_lr_RL_1.2,105.13 kWh,10549,0.00572%,105.13,10549,0.00572,22
313_lr_RL_1.2,149.72 kWh,18894,0.00741%,149.72,18894,0.00741,23
314_lr_RL_1.2,129.38 kWh,15186,0.00721%,129.38,15186,0.00721,24
315_lr_RL_1.2,148.89 kWh,18194,0.00719%,148.89,18194,0.00719,25
316_lr_RL_1.2,152.64 kWh,19040,0.00719%,152.64,19040,0.00719,26
317_lr_RL_1.2,192.59 kWh,22889,0.00734%,192.59,22889,0.00734,27
318_lr_RL_1.2,140.36 kWh,15611,0.00684%,140.36,15611,0.00684,28
319_lr_RL_1.2,192.48 kWh,22450,0.00707%,192.48,22450,0.00707,29
320_lr_RL_1.2,140.41 kWh,15302,0.00666%,140.41,15302,0.00666,30
321_lr_RL_1.2,104.97 kWh,10857,0.00600%,104.97,10857,0.006,31
