ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.08 kWh,15043,0.00669%,140.08,15043,0.00669,1
20110306_lr_RL_1.2,105.44 kWh,11063,0.00614%,105.44,11063,0.00614,2
20110309_lr_RL_1.2,118.16 kWh,13216,0.00772%,118.16,13216,0.00772,3
20110322_lr_RL_1.2,147.74 kWh,19755,0.00768%,147.74,19755,0.00768,4
20110325_lr_RL_1.2,127.15 kWh,15713,0.00734%,127.15,15713,0.00734,5
20110403_lr_RL_1.2,193.06 kWh,23272,0.00727%,193.06,23272,0.00727,6
20110409_lr_RL_1.2,152.26 kWh,18663,0.00700%,152.26,18663,0.007,7
20110411_lr_RL_1.2,149.28 kWh,18831,0.00732%,149.28,18831,0.00732,8
20110412_lr_RL_1.2,129.12 kWh,15278,0.00700%,129.12,15278,0.007,9
300_lr_RL_1.2,118.31 kWh,13066,0.00764%,118.31,13066,0.00764,10
301_lr_RL_1.2,152.00 kWh,18302,0.00687%,152.0,18302,0.00687,11
302_lr_RL_1.2,105.41 kWh,11056,0.00613%,105.41,11056,0.00613,12
303_lr_RL_1.2,105.23 kWh,11132,0.00602%,105.23,11132,0.00602,13
304_lr_RL_1.2,192.45 kWh,22865,0.00724%,192.45,22865,0.00724,14
305_lr_RL_1.2,192.05 kWh,22630,0.00717%,192.05,22630,0.00717,15
306_lr_RL_1.2,139.92 kWh,15106,0.00643%,139.92,15106,0.00643,16
307_lr_RL_1.2,105.53 kWh,11238,0.00619%,105.53,11238,0.00619,17
308_lr_RL_1.2,149.63 kWh,19314,0.00741%,149.63,19314,0.00741,18
309_lr_RL_1.2,151.71 kWh,18344,0.00693%,151.71,18344,0.00693,19
310_lr_RL_1.2,128.75 kWh,15235,0.00690%,128.75,15235,0.0069,20
311_lr_RL_1.2,127.10 kWh,15023,0.00700%,127.1,15023,0.007,21
312_lr_RL_1.2,105.20 kWh,11223,0.00618%,105.2,11223,0.00618,22
313_lr_RL_1.2,149.61 kWh,18801,0.00748%,149.61,18801,0.00748,23
314_lr_RL_1.2,129.06 kWh,15078,0.00728%,129.06,15078,0.00728,24
315_lr_RL_1.2,149.77 kWh,18848,0.00743%,149.77,18848,0.00743,25
316_lr_RL_1.2,151.91 kWh,18870,0.00710%,151.91,18870,0.0071,26
317_lr_RL_1.2,192.52 kWh,22966,0.00730%,192.52,22966,0.0073,27
318_lr_RL_1.2,140.61 kWh,15307,0.00651%,140.61,15307,0.00651,28
319_lr_RL_1.2,192.80 kWh,22912,0.00726%,192.8,22912,0.00726,29
320_lr_RL_1.2,140.07 kWh,15019,0.00664%,140.07,15019,0.00664,30
321_lr_RL_1.2,105.67 kWh,10951,0.00620%,105.67,10951,0.0062,31
