ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.52 kWh,15813,0.00697%,140.52,15813,0.00697,1
20110306_lr_RL_1.2,105.46 kWh,11006,0.00606%,105.46,11006,0.00606,2
20110309_lr_RL_1.2,117.85 kWh,12855,0.00749%,117.85,12855,0.00749,3
20110322_lr_RL_1.2,147.23 kWh,19258,0.00758%,147.23,19258,0.00758,4
20110325_lr_RL_1.2,127.02 kWh,15520,0.00725%,127.02,15520,0.00725,5
20110403_lr_RL_1.2,192.38 kWh,22371,0.00708%,192.38,22371,0.00708,6
20110409_lr_RL_1.2,151.55 kWh,17732,0.00686%,151.55,17732,0.00686,7
20110411_lr_RL_1.2,148.94 kWh,17944,0.00706%,148.94,17944,0.00706,8
20110412_lr_RL_1.2,128.54 kWh,15062,0.00703%,128.54,15062,0.00703,9
300_lr_RL_1.2,117.68 kWh,12721,0.00744%,117.68,12721,0.00744,10
301_lr_RL_1.2,152.20 kWh,18628,0.00700%,152.2,18628,0.007,11
302_lr_RL_1.2,105.55 kWh,11017,0.00622%,105.55,11017,0.00622,12
303_lr_RL_1.2,105.04 kWh,10551,0.00593%,105.04,10551,0.00593,13
304_lr_RL_1.2,192.36 kWh,22667,0.00725%,192.36,22667,0.00725,14
305_lr_RL_1.2,192.72 kWh,22606,0.00727%,192.72,22606,0.00727,15
306_lr_RL_1.2,139.88 kWh,14980,0.00649%,139.88,14980,0.00649,16
307_lr_RL_1.2,105.00 kWh,10772,0.00589%,105.0,10772,0.00589,17
308_lr_RL_1.2,149.07 kWh,18495,0.00723%,149.07,18495,0.00723,18
309_lr_RL_1.2,151.48 kWh,18049,0.00674%,151.48,18049,0.00674,19
310_lr_RL_1.2,128.48 kWh,14666,0.00689%,128.48,14666,0.00689,20
311_lr_RL_1.2,126.54 kWh,14678,0.00691%,126.54,14678,0.00691,21
312_lr_RL_1.2,104.75 kWh,10381,0.00573%,104.75,10381,0.00573,22
313_lr_RL_1.2,148.97 kWh,18371,0.00731%,148.97,18371,0.00731,23
314_lr_RL_1.2,128.62 kWh,14796,0.00693%,128.62,14796,0.00693,24
315_lr_RL_1.2,148.86 kWh,18276,0.00709%,148.86,18276,0.00709,25
316_lr_RL_1.2,151.51 kWh,18091,0.00683%,151.51,18091,0.00683,26
317_lr_RL_1.2,192.73 kWh,23022,0.00731%,192.73,23022,0.00731,27
318_lr_RL_1.2,140.73 kWh,15559,0.00694%,140.73,15559,0.00694,28
319_lr_RL_1.2,192.70 kWh,22403,0.00718%,192.7,22403,0.00718,29
320_lr_RL_1.2,140.49 kWh,15191,0.00673%,140.49,15191,0.00673,30
321_lr_RL_1.2,105.36 kWh,11331,0.00642%,105.36,11331,0.00642,31
