ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.21 kWh,15408,0.00681%,140.21,15408,0.00681,1
20110306_lr_RL_1.2,105.60 kWh,11493,0.00642%,105.6,11493,0.00642,2
20110309_lr_RL_1.2,118.00 kWh,13124,0.00784%,118.0,13124,0.00784,3
20110322_lr_RL_1.2,147.13 kWh,18876,0.00726%,147.13,18876,0.00726,4
20110325_lr_RL_1.2,126.87 kWh,15283,0.00719%,126.87,15283,0.00719,5
20110403_lr_RL_1.2,192.92 kWh,22740,0.00725%,192.92,22740,0.00725,6
20110409_lr_RL_1.2,152.22 kWh,18650,0.00710%,152.22,18650,0.0071,7
20110411_lr_RL_1.2,148.87 kWh,18334,0.00717%,148.87,18334,0.00717,8
20110412_lr_RL_1.2,129.08 kWh,15396,0.00709%,129.08,15396,0.00709,9
300_lr_RL_1.2,117.94 kWh,13016,0.00772%,117.94,13016,0.00772,10
301_lr_RL_1.2,152.34 kWh,18412,0.00700%,152.34,18412,0.007,11
302_lr_RL_1.2,104.99 kWh,10820,0.00583%,104.99,10820,0.00583,12
303_lr_RL_1.2,105.55 kWh,11313,0.00631%,105.55,11313,0.00631,13
304_lr_RL_1.2,193.22 kWh,22922,0.00725%,193.22,22922,0.00725,14
305_lr_RL_1.2,192.61 kWh,23068,0.00729%,192.61,23068,0.00729,15
306_lr_RL_1.2,140.75 kWh,15775,0.00697%,140.75,15775,0.00697,16
307_lr_RL_1.2,105.12 kWh,10639,0.00587%,105.12,10639,0.00587,17
308_lr_RL_1.2,149.55 kWh,19204,0.00762%,149.55,19204,0.00762,18
309_lr_RL_1.2,151.97 kWh,18294,0.00694%,151.97,18294,0.00694,19
310_lr_RL_1.2,129.24 kWh,15508,0.00718%,129.24,15508,0.00718,20
311_lr_RL_1.2,127.53 kWh,15464,0.00728%,127.53,15464,0.00728,21
312_lr_RL_1.2,105.72 kWh,11176,0.00621%,105.72,11176,0.00621,22
313_lr_RL_1.2,149.84 kWh,19069,0.00737%,149.84,19069,0.00737,23
314_lr_RL_1.2,128.35 kWh,14545,0.00667%,128.35,14545,0.00667,24
315_lr_RL_1.2,149.04 kWh,18308,0.00707%,149.04,18308,0.00707,25
316_lr_RL_1.2,151.98 kWh,18418,0.00693%,151.98,18418,0.00693,26
317_lr_RL_1.2,192.37 kWh,22810,0.00726%,192.37,22810,0.00726,27
318_lr_RL_1.2,140.67 kWh,15853,0.00695%,140.67,15853,0.00695,28
319_lr_RL_1.2,192.23 kWh,22100,0.00709%,192.23,22100,0.00709,29
320_lr_RL_1.2,140.33 kWh,14944,0.00659%,140.33,14944,0.00659,30
321_lr_RL_1.2,105.73 kWh,11200,0.00632%,105.73,11200,0.00632,31
