ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.05 kWh,15059,0.00672%,140.05,15059,0.00672,1
20110306_lr_RL_1.2,105.42 kWh,10835,0.00601%,105.42,10835,0.00601,2
20110309_lr_RL_1.2,118.11 kWh,13011,0.00761%,118.11,13011,0.00761,3
20110322_lr_RL_1.2,146.91 kWh,19230,0.00747%,146.91,19230,0.00747,4
20110325_lr_RL_1.2,127.64 kWh,16248,0.00770%,127.64,16248,0.0077,5
20110403_lr_RL_1.2,192.12 kWh,22480,0.00715%,192.12,22480,0.00715,6
20110409_lr_RL_1.2,151.50 kWh,17959,0.00681%,151.5,17959,0.00681,7
20110411_lr_RL_1.2,149.07 kWh,18824,0.00750%,149.07,18824,0.0075,8
20110412_lr_RL_1.2,129.13 kWh,15244,0.00714%,129.13,15244,0.00714,9
300_lr_RL_1.2,117.77 kWh,12525,0.00743%,117.77,12525,0.00743,10
301_lr_RL_1.2,151.78 kWh,18621,0.00705%,151.78,18621,0.00705,11
302_lr_RL_1.2,104.75 kWh,10341,0.00532%,104.75,10341,0.00532,12
303_lr_RL_1.2,105.17 kWh,10999,0.00605%,105.17,10999,0.00605,13
304_lr_RL_1.2,191.44 kWh,22005,0.00691%,191.44,22005,0.00691,14
305_lr_RL_1.2,192.47 kWh,22703,0.00722%,192.47,22703,0.00722,15
306_lr_RL_1.2,140.34 kWh,15177,0.00662%,140.34,15177,0.00662,16
307_lr_RL_1.2,105.37 kWh,11035,0.00611%,105.37,11035,0.00611,17
308_lr_RL_1.2,149.01 kWh,18582,0.00733%,149.01,18582,0.00733,18
309_lr_RL_1.2,151.51 kWh,18157,0.00688%,151.51,18157,0.00688,19
310_lr_RL_1.2,128.79 kWh,14871,0.00699%,128.79,14871,0.00699,20
311_lr_RL_1.2,126.91 kWh,15265,0.00716%,126.91,15265,0.00716,21
312_lr_RL_1.2,105.27 kWh,10886,0.00606%,105.27,10886,0.00606,22
313_lr_RL_1.2,148.95 kWh,18345,0.00731%,148.95,18345,0.00731,23
314_lr_RL_1.2,128.84 kWh,14863,0.00686%,128.84,14863,0.00686,24
315_lr_RL_1.2,149.03 kWh,18774,0.00727%,149.03,18774,0.00727,25
316_lr_RL_1.2,152.05 kWh,18741,0.00709%,152.05,18741,0.00709,26
317_lr_RL_1.2,192.38 kWh,22795,0.00730%,192.38,22795,0.0073,27
318_lr_RL_1.2,139.86 kWh,15093,0.00647%,139.86,15093,0.00647,28
319_lr_RL_1.2,191.86 kWh,22382,0.00711%,191.86,22382,0.00711,29
320_lr_RL_1.2,139.52 kWh,15001,0.00637%,139.52,15001,0.00637,30
321_lr_RL_1.2,104.99 kWh,11020,0.00599%,104.99,11020,0.00599,31
