ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.56 kWh,15699,0.00674%,140.56,15699,0.00674,1
20110306_lr_RL_1.2,104.94 kWh,10635,0.00571%,104.94,10635,0.00571,2
20110309_lr_RL_1.2,117.79 kWh,12913,0.00755%,117.79,12913,0.00755,3
20110322_lr_RL_1.2,147.45 kWh,19460,0.00747%,147.45,19460,0.00747,4
20110325_lr_RL_1.2,126.30 kWh,14670,0.00703%,126.3,14670,0.00703,5
20110403_lr_RL_1.2,192.33 kWh,23384,0.00740%,192.33,23384,0.0074,6
20110409_lr_RL_1.2,152.06 kWh,18172,0.00709%,152.06,18172,0.00709,7
20110411_lr_RL_1.2,149.30 kWh,18541,0.00741%,149.3,18541,0.00741,8
20110412_lr_RL_1.2,128.84 kWh,14895,0.00689%,128.84,14895,0.00689,9
300_lr_RL_1.2,117.78 kWh,12863,0.00746%,117.78,12863,0.00746,10
301_lr_RL_1.2,152.27 kWh,18320,0.00699%,152.27,18320,0.00699,11
302_lr_RL_1.2,105.41 kWh,11008,0.00616%,105.41,11008,0.00616,12
303_lr_RL_1.2,105.48 kWh,10957,0.00619%,105.48,10957,0.00619,13
304_lr_RL_1.2,192.28 kWh,22553,0.00728%,192.28,22553,0.00728,14
305_lr_RL_1.2,192.55 kWh,22326,0.00705%,192.55,22326,0.00705,15
306_lr_RL_1.2,139.95 kWh,15379,0.00669%,139.95,15379,0.00669,16
307_lr_RL_1.2,105.23 kWh,10919,0.00608%,105.23,10919,0.00608,17
308_lr_RL_1.2,148.74 kWh,17974,0.00709%,148.74,17974,0.00709,18
309_lr_RL_1.2,152.18 kWh,18662,0.00693%,152.18,18662,0.00693,19
310_lr_RL_1.2,128.43 kWh,14810,0.00671%,128.43,14810,0.00671,20
311_lr_RL_1.2,126.76 kWh,14953,0.00683%,126.76,14953,0.00683,21
312_lr_RL_1.2,105.45 kWh,11012,0.00603%,105.45,11012,0.00603,22
313_lr_RL_1.2,148.42 kWh,17436,0.00687%,148.42,17436,0.00687,23
314_lr_RL_1.2,128.74 kWh,14841,0.00702%,128.74,14841,0.00702,24
315_lr_RL_1.2,149.25 kWh,18620,0.00729%,149.25,18620,0.00729,25
316_lr_RL_1.2,152.11 kWh,18512,0.00690%,152.11,18512,0.0069,26
317_lr_RL_1.2,192.26 kWh,22522,0.00722%,192.26,22522,0.00722,27
318_lr_RL_1.2,139.90 kWh,15031,0.00647%,139.9,15031,0.00647,28
319_lr_RL_1.2,192.60 kWh,22724,0.00728%,192.6,22724,0.00728,29
320_lr_RL_1.2,139.77 kWh,14982,0.00657%,139.77,14982,0.00657,30
321_lr_RL_1.2,105.23 kWh,10912,0.00612%,105.23,10912,0.00612,31
