ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.15 kWh,15997,0.00711%,141.15,15997,0.00711,1
20110306_lr_RL_1.2,105.87 kWh,11590,0.00643%,105.87,11590,0.00643,2
20110309_lr_RL_1.2,118.13 kWh,12890,0.00768%,118.13,12890,0.00768,3
20110322_lr_RL_1.2,147.28 kWh,19898,0.00763%,147.28,19898,0.00763,4
20110325_lr_RL_1.2,127.56 kWh,15287,0.00710%,127.56,15287,0.0071,5
20110403_lr_RL_1.2,192.53 kWh,23197,0.00715%,192.53,23197,0.00715,6
20110409_lr_RL_1.2,153.14 kWh,19271,0.00735%,153.14,19271,0.00735,7
20110411_lr_RL_1.2,149.88 kWh,19032,0.00742%,149.88,19032,0.00742,8
20110412_lr_RL_1.2,129.30 kWh,15680,0.00702%,129.3,15680,0.00702,9
300_lr_RL_1.2,118.12 kWh,12740,0.00767%,118.12,12740,0.00767,10
301_lr_RL_1.2,152.03 kWh,18627,0.00708%,152.03,18627,0.00708,11
302_lr_RL_1.2,105.31 kWh,10816,0.00592%,105.31,10816,0.00592,12
303_lr_RL_1.2,105.44 kWh,10938,0.00592%,105.44,10938,0.00592,13
304_lr_RL_1.2,192.62 kWh,22738,0.00722%,192.62,22738,0.00722,14
305_lr_RL_1.2,193.36 kWh,23605,0.00745%,193.36,23605,0.00745,15
306_lr_RL_1.2,140.52 kWh,15764,0.00678%,140.52,15764,0.00678,16
307_lr_RL_1.2,105.39 kWh,10989,0.00600%,105.39,10989,0.006,17
308_lr_RL_1.2,149.91 kWh,19331,0.00772%,149.91,19331,0.00772,18
309_lr_RL_1.2,152.71 kWh,19210,0.00735%,152.71,19210,0.00735,19
310_lr_RL_1.2,129.05 kWh,15169,0.00703%,129.05,15169,0.00703,20
311_lr_RL_1.2,127.20 kWh,15209,0.00700%,127.2,15209,0.007,21
312_lr_RL_1.2,105.71 kWh,11404,0.00634%,105.71,11404,0.00634,22
313_lr_RL_1.2,150.05 kWh,19247,0.00739%,150.05,19247,0.00739,23
314_lr_RL_1.2,129.32 kWh,15350,0.00711%,129.32,15350,0.00711,24
315_lr_RL_1.2,150.23 kWh,19647,0.00783%,150.23,19647,0.00783,25
316_lr_RL_1.2,152.93 kWh,19023,0.00712%,152.93,19023,0.00712,26
317_lr_RL_1.2,192.92 kWh,23081,0.00732%,192.92,23081,0.00732,27
318_lr_RL_1.2,140.87 kWh,15978,0.00688%,140.87,15978,0.00688,28
319_lr_RL_1.2,192.49 kWh,22503,0.00711%,192.49,22503,0.00711,29
320_lr_RL_1.2,140.34 kWh,15391,0.00676%,140.34,15391,0.00676,30
321_lr_RL_1.2,105.20 kWh,11099,0.00616%,105.2,11099,0.00616,31
