ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.30 kWh,15551,0.00665%,140.3,15551,0.00665,1
20110306_lr_RL_1.2,105.07 kWh,10868,0.00606%,105.07,10868,0.00606,2
20110309_lr_RL_1.2,117.89 kWh,12856,0.00758%,117.89,12856,0.00758,3
20110322_lr_RL_1.2,146.54 kWh,18919,0.00713%,146.54,18919,0.00713,4
20110325_lr_RL_1.2,126.24 kWh,14642,0.00678%,126.24,14642,0.00678,5
20110403_lr_RL_1.2,192.36 kWh,22605,0.00718%,192.36,22605,0.00718,6
20110409_lr_RL_1.2,152.28 kWh,18543,0.00702%,152.28,18543,0.00702,7
20110411_lr_RL_1.2,148.65 kWh,18072,0.00720%,148.65,18072,0.0072,8
20110412_lr_RL_1.2,128.65 kWh,15183,0.00717%,128.65,15183,0.00717,9
300_lr_RL_1.2,118.24 kWh,13440,0.00792%,118.24,13440,0.00792,10
301_lr_RL_1.2,151.90 kWh,17977,0.00689%,151.9,17977,0.00689,11
302_lr_RL_1.2,105.49 kWh,10967,0.00605%,105.49,10967,0.00605,12
303_lr_RL_1.2,105.25 kWh,10902,0.00603%,105.25,10902,0.00603,13
304_lr_RL_1.2,192.18 kWh,22233,0.00714%,192.18,22233,0.00714,14
305_lr_RL_1.2,192.19 kWh,22495,0.00725%,192.19,22495,0.00725,15
306_lr_RL_1.2,140.23 kWh,15531,0.00662%,140.23,15531,0.00662,16
307_lr_RL_1.2,104.64 kWh,10291,0.00545%,104.64,10291,0.00545,17
308_lr_RL_1.2,149.46 kWh,18397,0.00737%,149.46,18397,0.00737,18
309_lr_RL_1.2,152.18 kWh,18394,0.00703%,152.18,18394,0.00703,19
310_lr_RL_1.2,128.49 kWh,14978,0.00690%,128.49,14978,0.0069,20
311_lr_RL_1.2,126.50 kWh,15049,0.00709%,126.5,15049,0.00709,21
312_lr_RL_1.2,105.45 kWh,10798,0.00617%,105.45,10798,0.00617,22
313_lr_RL_1.2,148.87 kWh,18226,0.00713%,148.87,18226,0.00713,23
314_lr_RL_1.2,128.79 kWh,15155,0.00707%,128.79,15155,0.00707,24
315_lr_RL_1.2,149.32 kWh,18970,0.00752%,149.32,18970,0.00752,25
316_lr_RL_1.2,152.19 kWh,18665,0.00716%,152.19,18665,0.00716,26
317_lr_RL_1.2,192.47 kWh,22682,0.00718%,192.47,22682,0.00718,27
318_lr_RL_1.2,140.13 kWh,15469,0.00682%,140.13,15469,0.00682,28
319_lr_RL_1.2,192.34 kWh,22226,0.00720%,192.34,22226,0.0072,29
320_lr_RL_1.2,140.15 kWh,15368,0.00658%,140.15,15368,0.00658,30
321_lr_RL_1.2,105.19 kWh,11201,0.00625%,105.19,11201,0.00625,31
