ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.16 kWh,14991,0.00662%,140.16,14991,0.00662,1
20110306_lr_RL_1.2,105.24 kWh,10595,0.00587%,105.24,10595,0.00587,2
20110309_lr_RL_1.2,117.57 kWh,12790,0.00748%,117.57,12790,0.00748,3
20110322_lr_RL_1.2,147.95 kWh,19975,0.00778%,147.95,19975,0.00778,4
20110325_lr_RL_1.2,126.59 kWh,15273,0.00705%,126.59,15273,0.00705,5
20110403_lr_RL_1.2,192.23 kWh,22443,0.00705%,192.23,22443,0.00705,6
20110409_lr_RL_1.2,152.57 kWh,18959,0.00716%,152.57,18959,0.00716,7
20110411_lr_RL_1.2,148.98 kWh,18813,0.00746%,148.98,18813,0.00746,8
20110412_lr_RL_1.2,128.95 kWh,14853,0.00701%,128.95,14853,0.00701,9
300_lr_RL_1.2,117.92 kWh,13213,0.00784%,117.92,13213,0.00784,10
301_lr_RL_1.2,152.38 kWh,18610,0.00715%,152.38,18610,0.00715,11
302_lr_RL_1.2,105.01 kWh,10817,0.00594%,105.01,10817,0.00594,12
303_lr_RL_1.2,105.22 kWh,10906,0.00610%,105.22,10906,0.0061,13
304_lr_RL_1.2,192.73 kWh,22914,0.00731%,192.73,22914,0.00731,14
305_lr_RL_1.2,192.62 kWh,22719,0.00712%,192.62,22719,0.00712,15
306_lr_RL_1.2,140.02 kWh,15344,0.00654%,140.02,15344,0.00654,16
307_lr_RL_1.2,105.57 kWh,11180,0.00615%,105.57,11180,0.00615,17
308_lr_RL_1.2,149.19 kWh,18944,0.00746%,149.19,18944,0.00746,18
309_lr_RL_1.2,151.75 kWh,18068,0.00690%,151.75,18068,0.0069,19
310_lr_RL_1.2,129.44 kWh,15462,0.00710%,129.44,15462,0.0071,20
311_lr_RL_1.2,126.48 kWh,14843,0.00706%,126.48,14843,0.00706,21
312_lr_RL_1.2,105.21 kWh,10929,0.00598%,105.21,10929,0.00598,22
313_lr_RL_1.2,149.05 kWh,18554,0.00747%,149.05,18554,0.00747,23
314_lr_RL_1.2,129.05 kWh,15291,0.00700%,129.05,15291,0.007,24
315_lr_RL_1.2,149.10 kWh,18437,0.00746%,149.1,18437,0.00746,25
316_lr_RL_1.2,151.94 kWh,18291,0.00698%,151.94,18291,0.00698,26
317_lr_RL_1.2,192.12 kWh,22537,0.00706%,192.12,22537,0.00706,27
318_lr_RL_1.2,140.27 kWh,15482,0.00673%,140.27,15482,0.00673,28
319_lr_RL_1.2,192.25 kWh,22560,0.00707%,192.25,22560,0.00707,29
320_lr_RL_1.2,140.03 kWh,15322,0.00660%,140.03,15322,0.0066,30
321_lr_RL_1.2,105.37 kWh,11037,0.00620%,105.37,11037,0.0062,31
