ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.05 kWh,15106,0.00658%,140.05,15106,0.00658,1
20110306_lr_RL_1.2,105.48 kWh,11010,0.00620%,105.48,11010,0.0062,2
20110309_lr_RL_1.2,117.93 kWh,12772,0.00757%,117.93,12772,0.00757,3
20110322_lr_RL_1.2,147.41 kWh,20275,0.00774%,147.41,20275,0.00774,4
20110325_lr_RL_1.2,127.30 kWh,14852,0.00711%,127.3,14852,0.00711,5
20110403_lr_RL_1.2,191.73 kWh,22020,0.00693%,191.73,22020,0.00693,6
20110409_lr_RL_1.2,151.48 kWh,17881,0.00689%,151.48,17881,0.00689,7
20110411_lr_RL_1.2,149.43 kWh,19243,0.00751%,149.43,19243,0.00751,8
20110412_lr_RL_1.2,129.00 kWh,15334,0.00707%,129.0,15334,0.00707,9
300_lr_RL_1.2,117.77 kWh,12847,0.00749%,117.77,12847,0.00749,10
301_lr_RL_1.2,151.86 kWh,18544,0.00702%,151.86,18544,0.00702,11
302_lr_RL_1.2,105.00 kWh,10486,0.00573%,105.0,10486,0.00573,12
303_lr_RL_1.2,105.59 kWh,11184,0.00621%,105.59,11184,0.00621,13
304_lr_RL_1.2,192.29 kWh,22426,0.00724%,192.29,22426,0.00724,14
305_lr_RL_1.2,192.35 kWh,22714,0.00723%,192.35,22714,0.00723,15
306_lr_RL_1.2,140.47 kWh,15719,0.00685%,140.47,15719,0.00685,16
307_lr_RL_1.2,105.58 kWh,11151,0.00626%,105.58,11151,0.00626,17
308_lr_RL_1.2,148.92 kWh,18255,0.00726%,148.92,18255,0.00726,18
309_lr_RL_1.2,151.99 kWh,18344,0.00694%,151.99,18344,0.00694,19
310_lr_RL_1.2,129.04 kWh,15550,0.00717%,129.04,15550,0.00717,20
311_lr_RL_1.2,126.94 kWh,15062,0.00712%,126.94,15062,0.00712,21
312_lr_RL_1.2,105.47 kWh,11373,0.00622%,105.47,11373,0.00622,22
313_lr_RL_1.2,149.50 kWh,19123,0.00763%,149.5,19123,0.00763,23
314_lr_RL_1.2,129.02 kWh,15503,0.00703%,129.02,15503,0.00703,24
315_lr_RL_1.2,149.17 kWh,18610,0.00743%,149.17,18610,0.00743,25
316_lr_RL_1.2,151.42 kWh,17971,0.00682%,151.42,17971,0.00682,26
317_lr_RL_1.2,192.41 kWh,22869,0.00718%,192.41,22869,0.00718,27
318_lr_RL_1.2,139.85 kWh,14931,0.00649%,139.85,14931,0.00649,28
319_lr_RL_1.2,192.43 kWh,22505,0.00712%,192.43,22505,0.00712,29
320_lr_RL_1.2,139.90 kWh,15236,0.00650%,139.9,15236,0.0065,30
321_lr_RL_1.2,105.31 kWh,11123,0.00622%,105.31,11123,0.00622,31
