ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.03 kWh,16303,0.00714%,141.03,16303,0.00714,1
20110306_lr_RL_1.2,105.14 kWh,11283,0.00618%,105.14,11283,0.00618,2
20110309_lr_RL_1.2,118.13 kWh,13229,0.00763%,118.13,13229,0.00763,3
20110322_lr_RL_1.2,147.94 kWh,19815,0.00764%,147.94,19815,0.00764,4
20110325_lr_RL_1.2,126.76 kWh,15133,0.00691%,126.76,15133,0.00691,5
20110403_lr_RL_1.2,192.81 kWh,23380,0.00728%,192.81,23380,0.00728,6
20110409_lr_RL_1.2,153.10 kWh,19501,0.00736%,153.1,19501,0.00736,7
20110411_lr_RL_1.2,149.95 kWh,19505,0.00751%,149.95,19505,0.00751,8
20110412_lr_RL_1.2,129.40 kWh,15771,0.00730%,129.4,15771,0.0073,9
300_lr_RL_1.2,118.49 kWh,13525,0.00820%,118.49,13525,0.0082,10
301_lr_RL_1.2,152.64 kWh,18604,0.00695%,152.64,18604,0.00695,11
302_lr_RL_1.2,105.61 kWh,10843,0.00602%,105.61,10843,0.00602,12
303_lr_RL_1.2,105.62 kWh,11196,0.00622%,105.62,11196,0.00622,13
304_lr_RL_1.2,193.27 kWh,23320,0.00737%,193.27,23320,0.00737,14
305_lr_RL_1.2,193.71 kWh,23972,0.00759%,193.71,23972,0.00759,15
306_lr_RL_1.2,141.14 kWh,16013,0.00702%,141.14,16013,0.00702,16
307_lr_RL_1.2,105.42 kWh,11152,0.00613%,105.42,11152,0.00613,17
308_lr_RL_1.2,149.97 kWh,19128,0.00752%,149.97,19128,0.00752,18
309_lr_RL_1.2,152.70 kWh,18911,0.00719%,152.7,18911,0.00719,19
310_lr_RL_1.2,129.36 kWh,15205,0.00704%,129.36,15205,0.00704,20
311_lr_RL_1.2,128.03 kWh,15692,0.00734%,128.03,15692,0.00734,21
312_lr_RL_1.2,105.48 kWh,11096,0.00627%,105.48,11096,0.00627,22
313_lr_RL_1.2,149.10 kWh,18554,0.00714%,149.1,18554,0.00714,23
314_lr_RL_1.2,129.49 kWh,15731,0.00724%,129.49,15731,0.00724,24
315_lr_RL_1.2,149.93 kWh,19260,0.00755%,149.93,19260,0.00755,25
316_lr_RL_1.2,152.00 kWh,18797,0.00714%,152.0,18797,0.00714,26
317_lr_RL_1.2,193.38 kWh,23437,0.00743%,193.38,23437,0.00743,27
318_lr_RL_1.2,140.53 kWh,15380,0.00673%,140.53,15380,0.00673,28
319_lr_RL_1.2,193.16 kWh,23249,0.00746%,193.16,23249,0.00746,29
320_lr_RL_1.2,140.49 kWh,15615,0.00673%,140.49,15615,0.00673,30
321_lr_RL_1.2,105.39 kWh,11013,0.00603%,105.39,11013,0.00603,31
