ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.50 kWh,15413,0.00665%,140.5,15413,0.00665,1
20110306_lr_RL_1.2,105.67 kWh,11481,0.00636%,105.67,11481,0.00636,2
20110309_lr_RL_1.2,118.32 kWh,13427,0.00787%,118.32,13427,0.00787,3
20110322_lr_RL_1.2,147.31 kWh,19304,0.00737%,147.31,19304,0.00737,4
20110325_lr_RL_1.2,126.86 kWh,15200,0.00705%,126.86,15200,0.00705,5
20110403_lr_RL_1.2,193.04 kWh,23368,0.00735%,193.04,23368,0.00735,6
20110409_lr_RL_1.2,152.58 kWh,19040,0.00722%,152.58,19040,0.00722,7
20110411_lr_RL_1.2,149.27 kWh,18507,0.00724%,149.27,18507,0.00724,8
20110412_lr_RL_1.2,128.56 kWh,14722,0.00664%,128.56,14722,0.00664,9
300_lr_RL_1.2,118.02 kWh,13066,0.00757%,118.02,13066,0.00757,10
301_lr_RL_1.2,152.08 kWh,17950,0.00673%,152.08,17950,0.00673,11
302_lr_RL_1.2,105.98 kWh,11647,0.00641%,105.98,11647,0.00641,12
303_lr_RL_1.2,105.51 kWh,11153,0.00615%,105.51,11153,0.00615,13
304_lr_RL_1.2,192.98 kWh,23450,0.00734%,192.98,23450,0.00734,14
305_lr_RL_1.2,192.28 kWh,22724,0.00713%,192.28,22724,0.00713,15
306_lr_RL_1.2,141.05 kWh,16156,0.00708%,141.05,16156,0.00708,16
307_lr_RL_1.2,105.21 kWh,10884,0.00594%,105.21,10884,0.00594,17
308_lr_RL_1.2,149.50 kWh,18762,0.00733%,149.5,18762,0.00733,18
309_lr_RL_1.2,151.98 kWh,18538,0.00676%,151.98,18538,0.00676,19
310_lr_RL_1.2,129.40 kWh,15343,0.00725%,129.4,15343,0.00725,20
311_lr_RL_1.2,127.10 kWh,15132,0.00681%,127.1,15132,0.00681,21
312_lr_RL_1.2,105.24 kWh,10998,0.00598%,105.24,10998,0.00598,22
313_lr_RL_1.2,148.93 kWh,18079,0.00718%,148.93,18079,0.00718,23
314_lr_RL_1.2,128.86 kWh,15428,0.00705%,128.86,15428,0.00705,24
315_lr_RL_1.2,149.55 kWh,18707,0.00733%,149.55,18707,0.00733,25
316_lr_RL_1.2,152.39 kWh,18710,0.00713%,152.39,18710,0.00713,26
317_lr_RL_1.2,192.85 kWh,23599,0.00731%,192.85,23599,0.00731,27
318_lr_RL_1.2,140.68 kWh,15867,0.00684%,140.68,15867,0.00684,28
319_lr_RL_1.2,192.97 kWh,23044,0.00728%,192.97,23044,0.00728,29
320_lr_RL_1.2,140.22 kWh,15637,0.00682%,140.22,15637,0.00682,30
321_lr_RL_1.2,105.13 kWh,11150,0.00612%,105.13,11150,0.00612,31
