ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.20 kWh,15384,0.00673%,140.2,15384,0.00673,1
20110306_lr_RL_1.2,105.54 kWh,11206,0.00610%,105.54,11206,0.0061,2
20110309_lr_RL_1.2,118.09 kWh,12962,0.00766%,118.09,12962,0.00766,3
20110322_lr_RL_1.2,146.88 kWh,19248,0.00743%,146.88,19248,0.00743,4
20110325_lr_RL_1.2,126.77 kWh,14835,0.00705%,126.77,14835,0.00705,5
20110403_lr_RL_1.2,192.53 kWh,22652,0.00723%,192.53,22652,0.00723,6
20110409_lr_RL_1.2,151.78 kWh,18216,0.00689%,151.78,18216,0.00689,7
20110411_lr_RL_1.2,149.12 kWh,18712,0.00719%,149.12,18712,0.00719,8
20110412_lr_RL_1.2,128.63 kWh,14893,0.00678%,128.63,14893,0.00678,9
300_lr_RL_1.2,118.14 kWh,12920,0.00758%,118.14,12920,0.00758,10
301_lr_RL_1.2,152.00 kWh,18521,0.00703%,152.0,18521,0.00703,11
302_lr_RL_1.2,105.47 kWh,11137,0.00617%,105.47,11137,0.00617,12
303_lr_RL_1.2,104.99 kWh,10435,0.00568%,104.99,10435,0.00568,13
304_lr_RL_1.2,192.78 kWh,22979,0.00725%,192.78,22979,0.00725,14
305_lr_RL_1.2,191.91 kWh,22381,0.00723%,191.91,22381,0.00723,15
306_lr_RL_1.2,140.16 kWh,15212,0.00651%,140.16,15212,0.00651,16
307_lr_RL_1.2,105.41 kWh,10928,0.00609%,105.41,10928,0.00609,17
308_lr_RL_1.2,149.19 kWh,18167,0.00712%,149.19,18167,0.00712,18
309_lr_RL_1.2,151.89 kWh,18433,0.00698%,151.89,18433,0.00698,19
310_lr_RL_1.2,129.30 kWh,15157,0.00699%,129.3,15157,0.00699,20
311_lr_RL_1.2,126.93 kWh,14915,0.00702%,126.93,14915,0.00702,21
312_lr_RL_1.2,105.55 kWh,11152,0.00612%,105.55,11152,0.00612,22
313_lr_RL_1.2,149.56 kWh,18701,0.00729%,149.56,18701,0.00729,23
314_lr_RL_1.2,128.84 kWh,15042,0.00708%,128.84,15042,0.00708,24
315_lr_RL_1.2,149.01 kWh,18421,0.00730%,149.01,18421,0.0073,25
316_lr_RL_1.2,152.18 kWh,18843,0.00709%,152.18,18843,0.00709,26
317_lr_RL_1.2,192.22 kWh,22376,0.00712%,192.22,22376,0.00712,27
318_lr_RL_1.2,140.71 kWh,15927,0.00702%,140.71,15927,0.00702,28
319_lr_RL_1.2,191.86 kWh,22410,0.00709%,191.86,22410,0.00709,29
320_lr_RL_1.2,140.17 kWh,15341,0.00659%,140.17,15341,0.00659,30
321_lr_RL_1.2,105.40 kWh,11200,0.00621%,105.4,11200,0.00621,31
