ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,145.02 kWh,19111,0.00766%,145.02,19111,0.00766,1
20110306_lr_RL_1.2,106.47 kWh,12145,0.00654%,106.47,12145,0.00654,2
20110309_lr_RL_1.2,119.96 kWh,14599,0.00844%,119.96,14599,0.00844,3
20110322_lr_RL_1.2,149.08 kWh,21470,0.00802%,149.08,21470,0.00802,4
20110325_lr_RL_1.2,128.28 kWh,16057,0.00736%,128.28,16057,0.00736,5
20110403_lr_RL_1.2,193.43 kWh,24421,0.00753%,193.43,24421,0.00753,6
20110409_lr_RL_1.2,152.73 kWh,19499,0.00722%,152.73,19499,0.00722,7
20110411_lr_RL_1.2,149.98 kWh,19390,0.00743%,149.98,19390,0.00743,8
20110412_lr_RL_1.2,129.33 kWh,16189,0.00739%,129.33,16189,0.00739,9
300_lr_RL_1.2,118.72 kWh,13683,0.00823%,118.72,13683,0.00823,10
301_lr_RL_1.2,152.34 kWh,18774,0.00695%,152.34,18774,0.00695,11
302_lr_RL_1.2,105.45 kWh,11213,0.00632%,105.45,11213,0.00632,12
303_lr_RL_1.2,105.42 kWh,11246,0.00608%,105.42,11246,0.00608,13
304_lr_RL_1.2,192.69 kWh,22873,0.00719%,192.69,22873,0.00719,14
305_lr_RL_1.2,192.81 kWh,23104,0.00737%,192.81,23104,0.00737,15
306_lr_RL_1.2,140.36 kWh,15512,0.00674%,140.36,15512,0.00674,16
307_lr_RL_1.2,105.64 kWh,10932,0.00606%,105.64,10932,0.00606,17
308_lr_RL_1.2,148.59 kWh,18184,0.00720%,148.59,18184,0.0072,18
309_lr_RL_1.2,152.63 kWh,18891,0.00717%,152.63,18891,0.00717,19
310_lr_RL_1.2,129.40 kWh,15679,0.00741%,129.4,15679,0.00741,20
311_lr_RL_1.2,126.97 kWh,15533,0.00706%,126.97,15533,0.00706,21
312_lr_RL_1.2,104.96 kWh,10543,0.00575%,104.96,10543,0.00575,22
313_lr_RL_1.2,149.55 kWh,18798,0.00753%,149.55,18798,0.00753,23
314_lr_RL_1.2,129.29 kWh,15630,0.00719%,129.29,15630,0.00719,24
315_lr_RL_1.2,148.64 kWh,18424,0.00732%,148.64,18424,0.00732,25
316_lr_RL_1.2,152.50 kWh,18876,0.00718%,152.5,18876,0.00718,26
317_lr_RL_1.2,192.65 kWh,22921,0.00725%,192.65,22921,0.00725,27
318_lr_RL_1.2,139.58 kWh,14901,0.00646%,139.58,14901,0.00646,28
319_lr_RL_1.2,192.42 kWh,23215,0.00733%,192.42,23215,0.00733,29
320_lr_RL_1.2,140.16 kWh,15175,0.00662%,140.16,15175,0.00662,30
321_lr_RL_1.2,105.08 kWh,10440,0.00581%,105.08,10440,0.00581,31
