ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.39 kWh,15343,0.00681%,140.39,15343,0.00681,1
20110306_lr_RL_1.2,105.11 kWh,10671,0.00582%,105.11,10671,0.00582,2
20110309_lr_RL_1.2,118.26 kWh,12972,0.00745%,118.26,12972,0.00745,3
20110322_lr_RL_1.2,147.47 kWh,19864,0.00768%,147.47,19864,0.00768,4
20110325_lr_RL_1.2,126.54 kWh,15068,0.00705%,126.54,15068,0.00705,5
20110403_lr_RL_1.2,192.79 kWh,22566,0.00718%,192.79,22566,0.00718,6
20110409_lr_RL_1.2,151.99 kWh,18370,0.00700%,151.99,18370,0.007,7
20110411_lr_RL_1.2,149.54 kWh,19084,0.00752%,149.54,19084,0.00752,8
20110412_lr_RL_1.2,129.49 kWh,15510,0.00734%,129.49,15510,0.00734,9
300_lr_RL_1.2,118.09 kWh,12982,0.00771%,118.09,12982,0.00771,10
301_lr_RL_1.2,152.24 kWh,18338,0.00696%,152.24,18338,0.00696,11
302_lr_RL_1.2,105.19 kWh,11058,0.00624%,105.19,11058,0.00624,12
303_lr_RL_1.2,104.61 kWh,10066,0.00549%,104.61,10066,0.00549,13
304_lr_RL_1.2,192.61 kWh,23049,0.00711%,192.61,23049,0.00711,14
305_lr_RL_1.2,192.58 kWh,23015,0.00717%,192.58,23015,0.00717,15
306_lr_RL_1.2,140.63 kWh,15862,0.00690%,140.63,15862,0.0069,16
307_lr_RL_1.2,105.95 kWh,11454,0.00642%,105.95,11454,0.00642,17
308_lr_RL_1.2,149.31 kWh,18314,0.00717%,149.31,18314,0.00717,18
309_lr_RL_1.2,152.17 kWh,18734,0.00720%,152.17,18734,0.0072,19
310_lr_RL_1.2,129.37 kWh,15567,0.00712%,129.37,15567,0.00712,20
311_lr_RL_1.2,126.73 kWh,14943,0.00702%,126.73,14943,0.00702,21
312_lr_RL_1.2,105.05 kWh,11009,0.00584%,105.05,11009,0.00584,22
313_lr_RL_1.2,149.25 kWh,18629,0.00729%,149.25,18629,0.00729,23
314_lr_RL_1.2,128.80 kWh,15064,0.00692%,128.8,15064,0.00692,24
315_lr_RL_1.2,149.52 kWh,18627,0.00740%,149.52,18627,0.0074,25
316_lr_RL_1.2,152.10 kWh,18555,0.00699%,152.1,18555,0.00699,26
317_lr_RL_1.2,192.70 kWh,22738,0.00723%,192.7,22738,0.00723,27
318_lr_RL_1.2,140.01 kWh,14913,0.00659%,140.01,14913,0.00659,28
319_lr_RL_1.2,192.51 kWh,23054,0.00725%,192.51,23054,0.00725,29
320_lr_RL_1.2,139.80 kWh,14962,0.00658%,139.8,14962,0.00658,30
321_lr_RL_1.2,104.93 kWh,10425,0.00568%,104.93,10425,0.00568,31
