ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,143.43 kWh,19233,0.00750%,143.43,19233,0.0075,1
20110306_lr_RL_1.2,109.30 kWh,15102,0.00772%,109.3,15102,0.00772,2
20110309_lr_RL_1.2,122.42 kWh,16687,0.00859%,122.42,16687,0.00859,3
20110322_lr_RL_1.2,154.23 kWh,24874,0.00802%,154.23,24874,0.00802,4
20110325_lr_RL_1.2,133.47 kWh,20216,0.00801%,133.47,20216,0.00801,5
20110403_lr_RL_1.2,201.29 kWh,30728,0.00800%,201.29,30728,0.008,6
20110409_lr_RL_1.2,157.77 kWh,24179,0.00782%,157.77,24179,0.00782,7
20110411_lr_RL_1.2,154.36 kWh,23194,0.00796%,154.36,23194,0.00796,8
20110412_lr_RL_1.2,134.80 kWh,20294,0.00804%,134.8,20294,0.00804,9
300_lr_RL_1.2,122.03 kWh,16406,0.00847%,122.03,16406,0.00847,10
301_lr_RL_1.2,157.72 kWh,24208,0.00808%,157.72,24208,0.00808,11
302_lr_RL_1.2,108.54 kWh,14507,0.00700%,108.54,14507,0.007,12
303_lr_RL_1.2,108.68 kWh,14328,0.00724%,108.68,14328,0.00724,13
304_lr_RL_1.2,199.69 kWh,30528,0.00807%,199.69,30528,0.00807,14
305_lr_RL_1.2,200.71 kWh,30657,0.00804%,200.71,30657,0.00804,15
306_lr_RL_1.2,144.73 kWh,20185,0.00756%,144.73,20185,0.00756,16
307_lr_RL_1.2,108.67 kWh,14580,0.00711%,108.67,14580,0.00711,17
308_lr_RL_1.2,154.22 kWh,23252,0.00797%,154.22,23252,0.00797,18
309_lr_RL_1.2,157.16 kWh,23723,0.00783%,157.16,23723,0.00783,19
310_lr_RL_1.2,134.03 kWh,19132,0.00765%,134.03,19132,0.00765,20
311_lr_RL_1.2,131.70 kWh,18746,0.00765%,131.7,18746,0.00765,21
312_lr_RL_1.2,108.98 kWh,14663,0.00729%,108.98,14663,0.00729,22
313_lr_RL_1.2,153.82 kWh,23174,0.00802%,153.82,23174,0.00802,23
314_lr_RL_1.2,133.76 kWh,19512,0.00792%,133.76,19512,0.00792,24
315_lr_RL_1.2,153.79 kWh,23465,0.00822%,153.79,23465,0.00822,25
316_lr_RL_1.2,156.97 kWh,23046,0.00782%,156.97,23046,0.00782,26
317_lr_RL_1.2,199.61 kWh,29917,0.00789%,199.61,29917,0.00789,27
318_lr_RL_1.2,144.46 kWh,19924,0.00756%,144.46,19924,0.00756,28
319_lr_RL_1.2,200.73 kWh,30146,0.00804%,200.73,30146,0.00804,29
320_lr_RL_1.2,144.38 kWh,19813,0.00748%,144.38,19813,0.00748,30
321_lr_RL_1.2,108.61 kWh,14675,0.00731%,108.61,14675,0.00731,31
