ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.08 kWh,16165,0.00697%,141.08,16165,0.00697,1
20110306_lr_RL_1.2,106.32 kWh,11786,0.00635%,106.32,11786,0.00635,2
20110309_lr_RL_1.2,119.51 kWh,14294,0.00823%,119.51,14294,0.00823,3
20110322_lr_RL_1.2,148.95 kWh,21258,0.00763%,148.95,21258,0.00763,4
20110325_lr_RL_1.2,127.93 kWh,16310,0.00744%,127.93,16310,0.00744,5
20110403_lr_RL_1.2,194.82 kWh,25066,0.00764%,194.82,25066,0.00764,6
20110409_lr_RL_1.2,153.89 kWh,20353,0.00735%,153.89,20353,0.00735,7
20110411_lr_RL_1.2,150.66 kWh,20191,0.00782%,150.66,20191,0.00782,8
20110412_lr_RL_1.2,130.90 kWh,17093,0.00760%,130.9,17093,0.0076,9
300_lr_RL_1.2,119.05 kWh,13885,0.00803%,119.05,13885,0.00803,10
301_lr_RL_1.2,153.62 kWh,20670,0.00744%,153.62,20670,0.00744,11
302_lr_RL_1.2,106.10 kWh,11405,0.00608%,106.1,11405,0.00608,12
303_lr_RL_1.2,106.19 kWh,11682,0.00617%,106.19,11682,0.00617,13
304_lr_RL_1.2,194.88 kWh,25706,0.00779%,194.88,25706,0.00779,14
305_lr_RL_1.2,194.17 kWh,24447,0.00745%,194.17,24447,0.00745,15
306_lr_RL_1.2,140.99 kWh,16253,0.00674%,140.99,16253,0.00674,16
307_lr_RL_1.2,106.10 kWh,12255,0.00662%,106.1,12255,0.00662,17
308_lr_RL_1.2,150.03 kWh,19877,0.00751%,150.03,19877,0.00751,18
309_lr_RL_1.2,153.84 kWh,20190,0.00725%,153.84,20190,0.00725,19
310_lr_RL_1.2,130.73 kWh,17561,0.00770%,130.73,17561,0.0077,20
311_lr_RL_1.2,127.83 kWh,16288,0.00709%,127.83,16288,0.00709,21
312_lr_RL_1.2,106.47 kWh,11932,0.00644%,106.47,11932,0.00644,22
313_lr_RL_1.2,150.65 kWh,20449,0.00772%,150.65,20449,0.00772,23
314_lr_RL_1.2,130.81 kWh,17114,0.00760%,130.81,17114,0.0076,24
315_lr_RL_1.2,150.67 kWh,20572,0.00783%,150.67,20572,0.00783,25
316_lr_RL_1.2,153.33 kWh,19796,0.00718%,153.33,19796,0.00718,26
317_lr_RL_1.2,194.23 kWh,24755,0.00756%,194.23,24755,0.00756,27
318_lr_RL_1.2,141.41 kWh,16920,0.00721%,141.41,16920,0.00721,28
319_lr_RL_1.2,194.03 kWh,24689,0.00749%,194.03,24689,0.00749,29
320_lr_RL_1.2,141.72 kWh,17119,0.00725%,141.72,17119,0.00725,30
321_lr_RL_1.2,106.42 kWh,12288,0.00656%,106.42,12288,0.00656,31
