ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,157.28 kWh,24952,0.00755%,157.28,24952,0.00755,1
20110306_lr_RL_1.2,124.37 kWh,20108,0.00729%,124.37,20108,0.00729,2
20110309_lr_RL_1.2,139.77 kWh,22393,0.00854%,139.77,22393,0.00854,3
20110322_lr_RL_1.2,176.79 kWh,29582,0.00695%,176.79,29582,0.00695,4
20110325_lr_RL_1.2,152.51 kWh,25346,0.00708%,152.51,25346,0.00708,5
20110403_lr_RL_1.2,228.11 kWh,37483,0.00685%,228.11,37483,0.00685,6
20110409_lr_RL_1.2,180.54 kWh,30313,0.00710%,180.54,30313,0.0071,7
20110411_lr_RL_1.2,176.59 kWh,29038,0.00701%,176.59,29038,0.00701,8
20110412_lr_RL_1.2,153.47 kWh,25540,0.00735%,153.47,25540,0.00735,9
300_lr_RL_1.2,140.80 kWh,22386,0.00840%,140.8,22386,0.0084,10
301_lr_RL_1.2,181.37 kWh,29655,0.00696%,181.37,29655,0.00696,11
302_lr_RL_1.2,124.37 kWh,19960,0.00695%,124.37,19960,0.00695,12
303_lr_RL_1.2,125.47 kWh,20884,0.00740%,125.47,20884,0.0074,13
304_lr_RL_1.2,234.35 kWh,38360,0.00661%,234.35,38360,0.00661,14
305_lr_RL_1.2,232.19 kWh,38028,0.00679%,232.19,38028,0.00679,15
306_lr_RL_1.2,168.87 kWh,27667,0.00700%,168.87,27667,0.007,16
307_lr_RL_1.2,127.25 kWh,20888,0.00708%,127.25,20888,0.00708,17
308_lr_RL_1.2,178.95 kWh,29650,0.00700%,178.95,29650,0.007,18
309_lr_RL_1.2,183.63 kWh,30562,0.00689%,183.63,30562,0.00689,19
310_lr_RL_1.2,155.23 kWh,25455,0.00723%,155.23,25455,0.00723,20
311_lr_RL_1.2,155.33 kWh,25444,0.00690%,155.33,25444,0.0069,21
312_lr_RL_1.2,126.03 kWh,20221,0.00708%,126.03,20221,0.00708,22
313_lr_RL_1.2,180.25 kWh,29600,0.00683%,180.25,29600,0.00683,23
314_lr_RL_1.2,156.35 kWh,25224,0.00696%,156.35,25224,0.00696,24
315_lr_RL_1.2,180.15 kWh,29699,0.00689%,180.15,29699,0.00689,25
316_lr_RL_1.2,183.88 kWh,30575,0.00686%,183.88,30575,0.00686,26
317_lr_RL_1.2,232.92 kWh,38154,0.00667%,232.92,38154,0.00667,27
318_lr_RL_1.2,168.65 kWh,26845,0.00688%,168.65,26845,0.00688,28
319_lr_RL_1.2,232.60 kWh,37974,0.00664%,232.6,37974,0.00664,29
320_lr_RL_1.2,169.16 kWh,27532,0.00682%,169.16,27532,0.00682,30
321_lr_RL_1.2,125.83 kWh,20221,0.00702%,125.83,20221,0.00702,31
