ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.65 kWh,19408,0.00781%,144.65,19408,0.00781,1
20110306_lr_RL_1.2,107.73 kWh,13372,0.00708%,107.73,13372,0.00708,2
20110309_lr_RL_1.2,121.28 kWh,15166,0.00841%,121.28,15166,0.00841,3
20110322_lr_RL_1.2,152.26 kWh,23972,0.00839%,152.26,23972,0.00839,4
20110325_lr_RL_1.2,129.98 kWh,18399,0.00784%,129.98,18399,0.00784,5
20110403_lr_RL_1.2,198.01 kWh,27926,0.00803%,198.01,27926,0.00803,6
20110409_lr_RL_1.2,155.81 kWh,21909,0.00796%,155.81,21909,0.00796,7
20110411_lr_RL_1.2,152.70 kWh,22257,0.00820%,152.7,22257,0.0082,8
20110412_lr_RL_1.2,131.48 kWh,18040,0.00769%,131.48,18040,0.00769,9
300_lr_RL_1.2,119.95 kWh,14571,0.00788%,119.95,14571,0.00788,10
301_lr_RL_1.2,155.39 kWh,22017,0.00755%,155.39,22017,0.00755,11
302_lr_RL_1.2,107.43 kWh,13296,0.00687%,107.43,13296,0.00687,12
303_lr_RL_1.2,107.12 kWh,12943,0.00658%,107.12,12943,0.00658,13
304_lr_RL_1.2,196.64 kWh,27473,0.00773%,196.64,27473,0.00773,14
305_lr_RL_1.2,197.71 kWh,27936,0.00782%,197.71,27936,0.00782,15
306_lr_RL_1.2,144.22 kWh,19032,0.00753%,144.22,19032,0.00753,16
307_lr_RL_1.2,107.47 kWh,13380,0.00697%,107.47,13380,0.00697,17
308_lr_RL_1.2,152.53 kWh,22456,0.00810%,152.53,22456,0.0081,18
309_lr_RL_1.2,155.34 kWh,21425,0.00757%,155.34,21425,0.00757,19
310_lr_RL_1.2,132.59 kWh,18500,0.00775%,132.59,18500,0.00775,20
311_lr_RL_1.2,130.19 kWh,18068,0.00778%,130.19,18068,0.00778,21
312_lr_RL_1.2,107.17 kWh,12620,0.00668%,107.17,12620,0.00668,22
313_lr_RL_1.2,152.03 kWh,21616,0.00785%,152.03,21616,0.00785,23
314_lr_RL_1.2,132.49 kWh,17839,0.00778%,132.49,17839,0.00778,24
315_lr_RL_1.2,151.68 kWh,21185,0.00799%,151.68,21185,0.00799,25
316_lr_RL_1.2,155.23 kWh,21438,0.00755%,155.23,21438,0.00755,26
317_lr_RL_1.2,196.14 kWh,26332,0.00764%,196.14,26332,0.00764,27
318_lr_RL_1.2,142.35 kWh,18027,0.00716%,142.35,18027,0.00716,28
319_lr_RL_1.2,195.75 kWh,27335,0.00792%,195.75,27335,0.00792,29
320_lr_RL_1.2,143.22 kWh,18113,0.00735%,143.22,18113,0.00735,30
321_lr_RL_1.2,107.00 kWh,13244,0.00670%,107.0,13244,0.0067,31
