ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,142.45 kWh,17956,0.00728%,142.45,17956,0.00728,1
20110306_lr_RL_1.2,107.21 kWh,12909,0.00681%,107.21,12909,0.00681,2
20110309_lr_RL_1.2,120.85 kWh,15142,0.00827%,120.85,15142,0.00827,3
20110322_lr_RL_1.2,151.57 kWh,23057,0.00813%,151.57,23057,0.00813,4
20110325_lr_RL_1.2,129.72 kWh,17564,0.00744%,129.72,17564,0.00744,5
20110403_lr_RL_1.2,195.91 kWh,27206,0.00767%,195.91,27206,0.00767,6
20110409_lr_RL_1.2,155.20 kWh,21375,0.00761%,155.2,21375,0.00761,7
20110411_lr_RL_1.2,152.50 kWh,21611,0.00781%,152.5,21611,0.00781,8
20110412_lr_RL_1.2,131.38 kWh,17508,0.00768%,131.38,17508,0.00768,9
300_lr_RL_1.2,120.64 kWh,15014,0.00805%,120.64,15014,0.00805,10
301_lr_RL_1.2,155.19 kWh,21508,0.00765%,155.19,21508,0.00765,11
302_lr_RL_1.2,106.93 kWh,12839,0.00670%,106.93,12839,0.0067,12
303_lr_RL_1.2,106.18 kWh,11971,0.00615%,106.18,11971,0.00615,13
304_lr_RL_1.2,195.97 kWh,27064,0.00759%,195.97,27064,0.00759,14
305_lr_RL_1.2,195.95 kWh,26811,0.00776%,195.95,26811,0.00776,15
306_lr_RL_1.2,141.96 kWh,17088,0.00711%,141.96,17088,0.00711,16
307_lr_RL_1.2,106.44 kWh,12457,0.00664%,106.44,12457,0.00664,17
308_lr_RL_1.2,150.98 kWh,21411,0.00775%,150.98,21411,0.00775,18
309_lr_RL_1.2,154.11 kWh,20740,0.00746%,154.11,20740,0.00746,19
310_lr_RL_1.2,131.28 kWh,17485,0.00763%,131.28,17485,0.00763,20
311_lr_RL_1.2,128.74 kWh,17359,0.00760%,128.74,17359,0.0076,21
312_lr_RL_1.2,106.48 kWh,12016,0.00632%,106.48,12016,0.00632,22
313_lr_RL_1.2,151.59 kWh,20920,0.00769%,151.59,20920,0.00769,23
314_lr_RL_1.2,130.80 kWh,17439,0.00747%,130.8,17439,0.00747,24
315_lr_RL_1.2,151.70 kWh,21229,0.00777%,151.7,21229,0.00777,25
316_lr_RL_1.2,154.50 kWh,20701,0.00745%,154.5,20701,0.00745,26
317_lr_RL_1.2,194.83 kWh,26011,0.00747%,194.83,26011,0.00747,27
318_lr_RL_1.2,142.46 kWh,17867,0.00732%,142.46,17867,0.00732,28
319_lr_RL_1.2,194.90 kWh,26403,0.00754%,194.9,26403,0.00754,29
320_lr_RL_1.2,142.45 kWh,17465,0.00718%,142.45,17465,0.00718,30
321_lr_RL_1.2,106.37 kWh,12932,0.00686%,106.37,12932,0.00686,31
