ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,149.54 kWh,22569,0.00803%,149.54,22569,0.00803,1
20110306_lr_RL_1.2,113.20 kWh,17121,0.00781%,113.2,17121,0.00781,2
20110309_lr_RL_1.2,126.72 kWh,18821,0.00921%,126.72,18821,0.00921,3
20110322_lr_RL_1.2,160.13 kWh,26751,0.00800%,160.13,26751,0.008,4
20110325_lr_RL_1.2,137.86 kWh,22235,0.00803%,137.86,22235,0.00803,5
20110403_lr_RL_1.2,207.00 kWh,32956,0.00808%,207.0,32956,0.00808,6
20110409_lr_RL_1.2,162.78 kWh,26037,0.00811%,162.78,26037,0.00811,7
20110411_lr_RL_1.2,158.09 kWh,25354,0.00823%,158.09,25354,0.00823,8
20110412_lr_RL_1.2,138.89 kWh,21200,0.00809%,138.89,21200,0.00809,9
300_lr_RL_1.2,125.74 kWh,18105,0.00918%,125.74,18105,0.00918,10
301_lr_RL_1.2,162.63 kWh,25850,0.00821%,162.63,25850,0.00821,11
302_lr_RL_1.2,111.31 kWh,16447,0.00773%,111.31,16447,0.00773,12
303_lr_RL_1.2,111.21 kWh,16023,0.00752%,111.21,16023,0.00752,13
304_lr_RL_1.2,204.95 kWh,32551,0.00809%,204.95,32551,0.00809,14
305_lr_RL_1.2,204.85 kWh,32769,0.00825%,204.85,32769,0.00825,15
306_lr_RL_1.2,147.86 kWh,21841,0.00781%,147.86,21841,0.00781,16
307_lr_RL_1.2,110.46 kWh,15959,0.00769%,110.46,15959,0.00769,17
308_lr_RL_1.2,157.03 kWh,24892,0.00830%,157.03,24892,0.0083,18
309_lr_RL_1.2,160.21 kWh,25535,0.00818%,160.21,25535,0.00818,19
310_lr_RL_1.2,136.78 kWh,21366,0.00830%,136.78,21366,0.0083,20
311_lr_RL_1.2,134.91 kWh,21675,0.00807%,134.91,21675,0.00807,21
312_lr_RL_1.2,110.52 kWh,15348,0.00739%,110.52,15348,0.00739,22
313_lr_RL_1.2,156.27 kWh,24888,0.00825%,156.27,24888,0.00825,23
314_lr_RL_1.2,135.76 kWh,20971,0.00820%,135.76,20971,0.0082,24
315_lr_RL_1.2,156.88 kWh,24590,0.00822%,156.88,24590,0.00822,25
316_lr_RL_1.2,159.81 kWh,24630,0.00784%,159.81,24630,0.00784,26
317_lr_RL_1.2,204.64 kWh,32214,0.00810%,204.64,32214,0.0081,27
318_lr_RL_1.2,147.63 kWh,21554,0.00784%,147.63,21554,0.00784,28
319_lr_RL_1.2,204.25 kWh,32406,0.00823%,204.25,32406,0.00823,29
320_lr_RL_1.2,146.79 kWh,21716,0.00798%,146.79,21716,0.00798,30
321_lr_RL_1.2,109.74 kWh,15313,0.00732%,109.74,15313,0.00732,31
