ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.38 kWh,16526,0.00698%,141.38,16526,0.00698,1
20110306_lr_RL_1.2,105.75 kWh,11578,0.00615%,105.75,11578,0.00615,2
20110309_lr_RL_1.2,119.01 kWh,13656,0.00805%,119.01,13656,0.00805,3
20110322_lr_RL_1.2,148.52 kWh,20694,0.00775%,148.52,20694,0.00775,4
20110325_lr_RL_1.2,127.25 kWh,15779,0.00725%,127.25,15779,0.00725,5
20110403_lr_RL_1.2,193.27 kWh,23994,0.00733%,193.27,23994,0.00733,6
20110409_lr_RL_1.2,152.65 kWh,19269,0.00704%,152.65,19269,0.00704,7
20110411_lr_RL_1.2,149.85 kWh,19842,0.00774%,149.85,19842,0.00774,8
20110412_lr_RL_1.2,129.76 kWh,16328,0.00727%,129.76,16328,0.00727,9
300_lr_RL_1.2,118.25 kWh,13388,0.00761%,118.25,13388,0.00761,10
301_lr_RL_1.2,153.10 kWh,19759,0.00725%,153.1,19759,0.00725,11
302_lr_RL_1.2,104.93 kWh,10630,0.00563%,104.93,10630,0.00563,12
303_lr_RL_1.2,105.85 kWh,11895,0.00645%,105.85,11895,0.00645,13
304_lr_RL_1.2,192.53 kWh,23269,0.00717%,192.53,23269,0.00717,14
305_lr_RL_1.2,192.66 kWh,22875,0.00707%,192.66,22875,0.00707,15
306_lr_RL_1.2,140.52 kWh,16174,0.00680%,140.52,16174,0.0068,16
307_lr_RL_1.2,105.32 kWh,11273,0.00597%,105.32,11273,0.00597,17
308_lr_RL_1.2,149.75 kWh,19558,0.00750%,149.75,19558,0.0075,18
309_lr_RL_1.2,152.59 kWh,19327,0.00720%,152.59,19327,0.0072,19
310_lr_RL_1.2,129.62 kWh,16075,0.00736%,129.62,16075,0.00736,20
311_lr_RL_1.2,127.47 kWh,16164,0.00721%,127.47,16164,0.00721,21
312_lr_RL_1.2,105.61 kWh,10905,0.00600%,105.61,10905,0.006,22
313_lr_RL_1.2,149.44 kWh,19046,0.00746%,149.44,19046,0.00746,23
314_lr_RL_1.2,129.72 kWh,15831,0.00724%,129.72,15831,0.00724,24
315_lr_RL_1.2,149.19 kWh,19158,0.00750%,149.19,19158,0.0075,25
316_lr_RL_1.2,152.57 kWh,18710,0.00696%,152.57,18710,0.00696,26
317_lr_RL_1.2,192.95 kWh,23838,0.00733%,192.95,23838,0.00733,27
318_lr_RL_1.2,140.24 kWh,15596,0.00668%,140.24,15596,0.00668,28
319_lr_RL_1.2,192.97 kWh,23519,0.00736%,192.97,23519,0.00736,29
320_lr_RL_1.2,140.79 kWh,16119,0.00693%,140.79,16119,0.00693,30
321_lr_RL_1.2,105.19 kWh,11017,0.00589%,105.19,11017,0.00589,31
