ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,142.86 kWh,17678,0.00713%,142.86,17678,0.00713,1
20110306_lr_RL_1.2,107.77 kWh,13365,0.00693%,107.77,13365,0.00693,2
20110309_lr_RL_1.2,121.12 kWh,15289,0.00853%,121.12,15289,0.00853,3
20110322_lr_RL_1.2,151.64 kWh,23719,0.00833%,151.64,23719,0.00833,4
20110325_lr_RL_1.2,129.96 kWh,17936,0.00774%,129.96,17936,0.00774,5
20110403_lr_RL_1.2,197.36 kWh,27759,0.00793%,197.36,27759,0.00793,6
20110409_lr_RL_1.2,155.22 kWh,21919,0.00760%,155.22,21919,0.0076,7
20110411_lr_RL_1.2,152.33 kWh,22743,0.00835%,152.33,22743,0.00835,8
20110412_lr_RL_1.2,131.71 kWh,17804,0.00770%,131.71,17804,0.0077,9
300_lr_RL_1.2,120.19 kWh,14769,0.00820%,120.19,14769,0.0082,10
301_lr_RL_1.2,154.93 kWh,21711,0.00773%,154.93,21711,0.00773,11
302_lr_RL_1.2,107.16 kWh,12880,0.00654%,107.16,12880,0.00654,12
303_lr_RL_1.2,107.07 kWh,12912,0.00665%,107.07,12912,0.00665,13
304_lr_RL_1.2,196.48 kWh,27250,0.00781%,196.48,27250,0.00781,14
305_lr_RL_1.2,195.73 kWh,26445,0.00760%,195.73,26445,0.0076,15
306_lr_RL_1.2,142.86 kWh,18147,0.00728%,142.86,18147,0.00728,16
307_lr_RL_1.2,106.82 kWh,12506,0.00652%,106.82,12506,0.00652,17
308_lr_RL_1.2,152.84 kWh,21875,0.00808%,152.84,21875,0.00808,18
309_lr_RL_1.2,154.94 kWh,21471,0.00747%,154.94,21471,0.00747,19
310_lr_RL_1.2,131.25 kWh,17298,0.00761%,131.25,17298,0.00761,20
311_lr_RL_1.2,128.97 kWh,17316,0.00767%,128.97,17316,0.00767,21
312_lr_RL_1.2,106.80 kWh,13043,0.00673%,106.8,13043,0.00673,22
313_lr_RL_1.2,151.77 kWh,21176,0.00795%,151.77,21176,0.00795,23
314_lr_RL_1.2,131.97 kWh,18312,0.00793%,131.97,18312,0.00793,24
315_lr_RL_1.2,151.67 kWh,20573,0.00773%,151.67,20573,0.00773,25
316_lr_RL_1.2,153.80 kWh,20515,0.00721%,153.8,20515,0.00721,26
317_lr_RL_1.2,195.08 kWh,25614,0.00758%,195.08,25614,0.00758,27
318_lr_RL_1.2,142.06 kWh,17133,0.00704%,142.06,17133,0.00704,28
319_lr_RL_1.2,195.78 kWh,26163,0.00755%,195.78,26163,0.00755,29
320_lr_RL_1.2,142.36 kWh,17796,0.00717%,142.36,17796,0.00717,30
321_lr_RL_1.2,106.25 kWh,12115,0.00635%,106.25,12115,0.00635,31
