ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,152.11 kWh,23498,0.00787%,152.11,23498,0.00787,1
20110306_lr_RL_1.2,117.00 kWh,17845,0.00751%,117.0,17845,0.00751,2
20110309_lr_RL_1.2,133.32 kWh,21289,0.00957%,133.32,21289,0.00957,3
20110322_lr_RL_1.2,165.63 kWh,28255,0.00767%,165.63,28255,0.00767,4
20110325_lr_RL_1.2,143.01 kWh,23446,0.00787%,143.01,23446,0.00787,5
20110403_lr_RL_1.2,217.44 kWh,35963,0.00753%,217.44,35963,0.00753,6
20110409_lr_RL_1.2,172.72 kWh,28362,0.00775%,172.72,28362,0.00775,7
20110411_lr_RL_1.2,168.89 kWh,28271,0.00787%,168.89,28271,0.00787,8
20110412_lr_RL_1.2,148.03 kWh,24886,0.00811%,148.03,24886,0.00811,9
300_lr_RL_1.2,136.04 kWh,21284,0.00892%,136.04,21284,0.00892,10
301_lr_RL_1.2,173.59 kWh,28558,0.00749%,173.59,28558,0.00749,11
302_lr_RL_1.2,120.05 kWh,19065,0.00770%,120.05,19065,0.0077,12
303_lr_RL_1.2,119.50 kWh,18816,0.00757%,119.5,18816,0.00757,13
304_lr_RL_1.2,218.89 kWh,36428,0.00738%,218.89,36428,0.00738,14
305_lr_RL_1.2,220.61 kWh,36254,0.00733%,220.61,36254,0.00733,15
306_lr_RL_1.2,160.92 kWh,25428,0.00747%,160.92,25428,0.00747,16
307_lr_RL_1.2,121.73 kWh,19765,0.00765%,121.73,19765,0.00765,17
308_lr_RL_1.2,170.98 kWh,28504,0.00776%,170.98,28504,0.00776,18
309_lr_RL_1.2,176.36 kWh,28594,0.00759%,176.36,28594,0.00759,19
310_lr_RL_1.2,149.86 kWh,24948,0.00793%,149.86,24948,0.00793,20
311_lr_RL_1.2,148.86 kWh,24603,0.00769%,148.86,24603,0.00769,21
312_lr_RL_1.2,122.57 kWh,19674,0.00772%,122.57,19674,0.00772,22
313_lr_RL_1.2,173.06 kWh,29040,0.00764%,173.06,29040,0.00764,23
314_lr_RL_1.2,149.77 kWh,25076,0.00774%,149.77,25076,0.00774,24
315_lr_RL_1.2,174.00 kWh,28950,0.00769%,174.0,28950,0.00769,25
316_lr_RL_1.2,176.76 kWh,29570,0.00738%,176.76,29570,0.00738,26
317_lr_RL_1.2,224.30 kWh,36446,0.00731%,224.3,36446,0.00731,27
318_lr_RL_1.2,162.53 kWh,26301,0.00765%,162.53,26301,0.00765,28
319_lr_RL_1.2,224.61 kWh,37472,0.00733%,224.61,37472,0.00733,29
320_lr_RL_1.2,165.98 kWh,26623,0.00750%,165.98,26623,0.0075,30
321_lr_RL_1.2,123.86 kWh,20007,0.00771%,123.86,20007,0.00771,31
