ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,142.54 kWh,17941,0.00711%,142.54,17941,0.00711,1
20110306_lr_RL_1.2,107.83 kWh,13819,0.00700%,107.83,13819,0.007,2
20110309_lr_RL_1.2,120.78 kWh,15059,0.00811%,120.78,15059,0.00811,3
20110322_lr_RL_1.2,152.01 kWh,23480,0.00815%,152.01,23480,0.00815,4
20110325_lr_RL_1.2,129.79 kWh,17811,0.00746%,129.79,17811,0.00746,5
20110403_lr_RL_1.2,197.71 kWh,28604,0.00796%,197.71,28604,0.00796,6
20110409_lr_RL_1.2,155.58 kWh,21944,0.00762%,155.58,21944,0.00762,7
20110411_lr_RL_1.2,152.86 kWh,22347,0.00807%,152.86,22347,0.00807,8
20110412_lr_RL_1.2,132.43 kWh,18486,0.00777%,132.43,18486,0.00777,9
300_lr_RL_1.2,120.32 kWh,15332,0.00839%,120.32,15332,0.00839,10
301_lr_RL_1.2,155.67 kWh,21841,0.00762%,155.67,21841,0.00762,11
302_lr_RL_1.2,106.37 kWh,12012,0.00607%,106.37,12012,0.00607,12
303_lr_RL_1.2,107.04 kWh,12971,0.00663%,107.04,12971,0.00663,13
304_lr_RL_1.2,196.93 kWh,28074,0.00788%,196.93,28074,0.00788,14
305_lr_RL_1.2,196.96 kWh,28240,0.00790%,196.96,28240,0.0079,15
306_lr_RL_1.2,142.72 kWh,18164,0.00728%,142.72,18164,0.00728,16
307_lr_RL_1.2,107.22 kWh,13516,0.00679%,107.22,13516,0.00679,17
308_lr_RL_1.2,152.05 kWh,22254,0.00818%,152.05,22254,0.00818,18
309_lr_RL_1.2,155.30 kWh,21633,0.00752%,155.3,21633,0.00752,19
310_lr_RL_1.2,131.67 kWh,18062,0.00783%,131.67,18062,0.00783,20
311_lr_RL_1.2,129.49 kWh,17920,0.00764%,129.49,17920,0.00764,21
312_lr_RL_1.2,106.89 kWh,13176,0.00680%,106.89,13176,0.0068,22
313_lr_RL_1.2,152.17 kWh,21864,0.00797%,152.17,21864,0.00797,23
314_lr_RL_1.2,131.62 kWh,18397,0.00780%,131.62,18397,0.0078,24
315_lr_RL_1.2,151.96 kWh,22063,0.00809%,151.96,22063,0.00809,25
316_lr_RL_1.2,155.75 kWh,21873,0.00774%,155.75,21873,0.00774,26
317_lr_RL_1.2,197.13 kWh,27580,0.00784%,197.13,27580,0.00784,27
318_lr_RL_1.2,142.74 kWh,18238,0.00732%,142.74,18238,0.00732,28
319_lr_RL_1.2,196.35 kWh,26843,0.00768%,196.35,26843,0.00768,29
320_lr_RL_1.2,143.10 kWh,18710,0.00738%,143.1,18710,0.00738,30
321_lr_RL_1.2,106.60 kWh,12878,0.00661%,106.6,12878,0.00661,31
