ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.75 kWh,17366,0.00714%,141.75,17366,0.00714,1
20110306_lr_RL_1.2,106.07 kWh,12211,0.00648%,106.07,12211,0.00648,2
20110309_lr_RL_1.2,119.68 kWh,14771,0.00821%,119.68,14771,0.00821,3
20110322_lr_RL_1.2,149.39 kWh,22095,0.00810%,149.39,22095,0.0081,4
20110325_lr_RL_1.2,128.67 kWh,16957,0.00760%,128.67,16957,0.0076,5
20110403_lr_RL_1.2,195.19 kWh,25873,0.00757%,195.19,25873,0.00757,6
20110409_lr_RL_1.2,154.51 kWh,21287,0.00772%,154.51,21287,0.00772,7
20110411_lr_RL_1.2,150.23 kWh,20149,0.00761%,150.23,20149,0.00761,8
20110412_lr_RL_1.2,130.12 kWh,16362,0.00736%,130.12,16362,0.00736,9
300_lr_RL_1.2,118.92 kWh,14175,0.00800%,118.92,14175,0.008,10
301_lr_RL_1.2,153.68 kWh,20326,0.00738%,153.68,20326,0.00738,11
302_lr_RL_1.2,106.34 kWh,12327,0.00644%,106.34,12327,0.00644,12
303_lr_RL_1.2,106.53 kWh,12569,0.00663%,106.53,12569,0.00663,13
304_lr_RL_1.2,194.28 kWh,24985,0.00726%,194.28,24985,0.00726,14
305_lr_RL_1.2,194.77 kWh,25573,0.00752%,194.77,25573,0.00752,15
306_lr_RL_1.2,141.04 kWh,16865,0.00701%,141.04,16865,0.00701,16
307_lr_RL_1.2,106.68 kWh,12501,0.00675%,106.68,12501,0.00675,17
308_lr_RL_1.2,150.68 kWh,20207,0.00774%,150.68,20207,0.00774,18
309_lr_RL_1.2,153.62 kWh,20060,0.00730%,153.62,20060,0.0073,19
310_lr_RL_1.2,129.79 kWh,16133,0.00712%,129.79,16133,0.00712,20
311_lr_RL_1.2,127.57 kWh,15876,0.00709%,127.57,15876,0.00709,21
312_lr_RL_1.2,106.04 kWh,11967,0.00622%,106.04,11967,0.00622,22
313_lr_RL_1.2,149.83 kWh,19551,0.00741%,149.83,19551,0.00741,23
314_lr_RL_1.2,129.84 kWh,16302,0.00718%,129.84,16302,0.00718,24
315_lr_RL_1.2,150.52 kWh,20250,0.00760%,150.52,20250,0.0076,25
316_lr_RL_1.2,153.74 kWh,20769,0.00745%,153.74,20769,0.00745,26
317_lr_RL_1.2,194.39 kWh,25238,0.00760%,194.39,25238,0.0076,27
318_lr_RL_1.2,140.88 kWh,16290,0.00669%,140.88,16290,0.00669,28
319_lr_RL_1.2,193.80 kWh,24704,0.00726%,193.8,24704,0.00726,29
320_lr_RL_1.2,141.50 kWh,17043,0.00704%,141.5,17043,0.00704,30
321_lr_RL_1.2,106.56 kWh,12735,0.00663%,106.56,12735,0.00663,31
