ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.86 kWh,18152,0.00747%,144.86,18152,0.00747,1
20110306_lr_RL_1.2,105.76 kWh,11047,0.00618%,105.76,11047,0.00618,2
20110309_lr_RL_1.2,118.70 kWh,13689,0.00798%,118.7,13689,0.00798,3
20110322_lr_RL_1.2,146.90 kWh,18947,0.00738%,146.9,18947,0.00738,4
20110325_lr_RL_1.2,126.89 kWh,14996,0.00682%,126.89,14996,0.00682,5
20110403_lr_RL_1.2,192.89 kWh,23011,0.00723%,192.89,23011,0.00723,6
20110409_lr_RL_1.2,152.49 kWh,19014,0.00716%,152.49,19014,0.00716,7
20110411_lr_RL_1.2,149.25 kWh,18407,0.00741%,149.25,18407,0.00741,8
20110412_lr_RL_1.2,129.21 kWh,15129,0.00703%,129.21,15129,0.00703,9
300_lr_RL_1.2,118.18 kWh,13080,0.00765%,118.18,13080,0.00765,10
301_lr_RL_1.2,152.22 kWh,18556,0.00703%,152.22,18556,0.00703,11
302_lr_RL_1.2,105.34 kWh,10958,0.00607%,105.34,10958,0.00607,12
303_lr_RL_1.2,105.46 kWh,11124,0.00615%,105.46,11124,0.00615,13
304_lr_RL_1.2,192.46 kWh,22608,0.00719%,192.46,22608,0.00719,14
305_lr_RL_1.2,192.33 kWh,22549,0.00719%,192.33,22549,0.00719,15
306_lr_RL_1.2,140.49 kWh,15423,0.00670%,140.49,15423,0.0067,16
307_lr_RL_1.2,105.48 kWh,10849,0.00609%,105.48,10849,0.00609,17
308_lr_RL_1.2,149.09 kWh,18721,0.00742%,149.09,18721,0.00742,18
309_lr_RL_1.2,151.90 kWh,18408,0.00703%,151.9,18408,0.00703,19
310_lr_RL_1.2,129.46 kWh,15729,0.00731%,129.46,15729,0.00731,20
311_lr_RL_1.2,126.79 kWh,14935,0.00710%,126.79,14935,0.0071,21
312_lr_RL_1.2,105.00 kWh,10396,0.00573%,105.0,10396,0.00573,22
313_lr_RL_1.2,149.12 kWh,18499,0.00741%,149.12,18499,0.00741,23
314_lr_RL_1.2,129.38 kWh,15567,0.00719%,129.38,15567,0.00719,24
315_lr_RL_1.2,149.08 kWh,18556,0.00751%,149.08,18556,0.00751,25
316_lr_RL_1.2,151.78 kWh,18496,0.00693%,151.78,18496,0.00693,26
317_lr_RL_1.2,192.29 kWh,22899,0.00733%,192.29,22899,0.00733,27
318_lr_RL_1.2,140.26 kWh,15754,0.00685%,140.26,15754,0.00685,28
319_lr_RL_1.2,192.59 kWh,22738,0.00713%,192.59,22738,0.00713,29
320_lr_RL_1.2,140.20 kWh,15074,0.00659%,140.2,15074,0.00659,30
321_lr_RL_1.2,105.48 kWh,10964,0.00616%,105.48,10964,0.00616,31
