ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,146.66 kWh,19868,0.00756%,146.66,19868,0.00756,1
20110306_lr_RL_1.2,107.11 kWh,12508,0.00683%,107.11,12508,0.00683,2
20110309_lr_RL_1.2,119.09 kWh,13941,0.00800%,119.09,13941,0.008,3
20110322_lr_RL_1.2,148.51 kWh,20538,0.00779%,148.51,20538,0.00779,4
20110325_lr_RL_1.2,127.86 kWh,15704,0.00713%,127.86,15704,0.00713,5
20110403_lr_RL_1.2,193.48 kWh,23914,0.00743%,193.48,23914,0.00743,6
20110409_lr_RL_1.2,152.61 kWh,19507,0.00718%,152.61,19507,0.00718,7
20110411_lr_RL_1.2,149.63 kWh,19845,0.00771%,149.63,19845,0.00771,8
20110412_lr_RL_1.2,129.98 kWh,15865,0.00724%,129.98,15865,0.00724,9
300_lr_RL_1.2,118.80 kWh,13516,0.00797%,118.8,13516,0.00797,10
301_lr_RL_1.2,153.30 kWh,19799,0.00737%,153.3,19799,0.00737,11
302_lr_RL_1.2,105.46 kWh,11327,0.00606%,105.46,11327,0.00606,12
303_lr_RL_1.2,105.72 kWh,11413,0.00636%,105.72,11413,0.00636,13
304_lr_RL_1.2,193.56 kWh,24012,0.00747%,193.56,24012,0.00747,14
305_lr_RL_1.2,193.58 kWh,24226,0.00763%,193.58,24226,0.00763,15
306_lr_RL_1.2,140.78 kWh,15831,0.00682%,140.78,15831,0.00682,16
307_lr_RL_1.2,105.23 kWh,10956,0.00606%,105.23,10956,0.00606,17
308_lr_RL_1.2,149.56 kWh,19002,0.00753%,149.56,19002,0.00753,18
309_lr_RL_1.2,152.51 kWh,19325,0.00720%,152.51,19325,0.0072,19
310_lr_RL_1.2,129.52 kWh,15652,0.00710%,129.52,15652,0.0071,20
311_lr_RL_1.2,127.31 kWh,15840,0.00723%,127.31,15840,0.00723,21
312_lr_RL_1.2,106.01 kWh,11834,0.00666%,106.01,11834,0.00666,22
313_lr_RL_1.2,149.85 kWh,19670,0.00775%,149.85,19670,0.00775,23
314_lr_RL_1.2,129.48 kWh,15560,0.00730%,129.48,15560,0.0073,24
315_lr_RL_1.2,149.38 kWh,19041,0.00744%,149.38,19041,0.00744,25
316_lr_RL_1.2,152.28 kWh,18555,0.00702%,152.28,18555,0.00702,26
317_lr_RL_1.2,192.95 kWh,23152,0.00726%,192.95,23152,0.00726,27
318_lr_RL_1.2,140.04 kWh,15410,0.00673%,140.04,15410,0.00673,28
319_lr_RL_1.2,192.63 kWh,23351,0.00718%,192.63,23351,0.00718,29
320_lr_RL_1.2,140.38 kWh,15581,0.00683%,140.38,15581,0.00683,30
321_lr_RL_1.2,105.46 kWh,10975,0.00614%,105.46,10975,0.00614,31
