ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,152.14 kWh,23628,0.00768%,152.14,23628,0.00768,1
20110306_lr_RL_1.2,120.07 kWh,19284,0.00753%,120.07,19284,0.00753,2
20110309_lr_RL_1.2,136.57 kWh,21498,0.00869%,136.57,21498,0.00869,3
20110322_lr_RL_1.2,172.39 kWh,29276,0.00724%,172.39,29276,0.00724,4
20110325_lr_RL_1.2,147.59 kWh,24284,0.00731%,147.59,24284,0.00731,5
20110403_lr_RL_1.2,222.56 kWh,36504,0.00711%,222.56,36504,0.00711,6
20110409_lr_RL_1.2,176.83 kWh,29307,0.00717%,176.83,29307,0.00717,7
20110411_lr_RL_1.2,174.29 kWh,28784,0.00722%,174.29,28784,0.00722,8
20110412_lr_RL_1.2,150.60 kWh,24883,0.00752%,150.6,24883,0.00752,9
300_lr_RL_1.2,138.64 kWh,22335,0.00878%,138.64,22335,0.00878,10
301_lr_RL_1.2,178.64 kWh,29143,0.00722%,178.64,29143,0.00722,11
302_lr_RL_1.2,121.86 kWh,19645,0.00726%,121.86,19645,0.00726,12
303_lr_RL_1.2,120.69 kWh,19110,0.00727%,120.69,19110,0.00727,13
304_lr_RL_1.2,222.36 kWh,37092,0.00729%,222.36,37092,0.00729,14
305_lr_RL_1.2,221.50 kWh,36829,0.00735%,221.5,36829,0.00735,15
306_lr_RL_1.2,161.49 kWh,25768,0.00731%,161.49,25768,0.00731,16
307_lr_RL_1.2,121.25 kWh,19778,0.00758%,121.25,19778,0.00758,17
308_lr_RL_1.2,172.70 kWh,28346,0.00744%,172.7,28346,0.00744,18
309_lr_RL_1.2,175.75 kWh,29050,0.00720%,175.75,29050,0.0072,19
310_lr_RL_1.2,149.59 kWh,24632,0.00738%,149.59,24632,0.00738,20
311_lr_RL_1.2,147.44 kWh,23893,0.00723%,147.44,23893,0.00723,21
312_lr_RL_1.2,122.73 kWh,19319,0.00738%,122.73,19319,0.00738,22
313_lr_RL_1.2,171.80 kWh,28395,0.00720%,171.8,28395,0.0072,23
314_lr_RL_1.2,149.11 kWh,25153,0.00775%,149.11,25153,0.00775,24
315_lr_RL_1.2,172.12 kWh,28346,0.00742%,172.12,28346,0.00742,25
316_lr_RL_1.2,173.71 kWh,29037,0.00745%,173.71,29037,0.00745,26
317_lr_RL_1.2,221.32 kWh,36332,0.00713%,221.32,36332,0.00713,27
318_lr_RL_1.2,160.18 kWh,25115,0.00716%,160.18,25115,0.00716,28
319_lr_RL_1.2,219.86 kWh,35846,0.00717%,219.86,35846,0.00717,29
320_lr_RL_1.2,161.40 kWh,25845,0.00731%,161.4,25845,0.00731,30
321_lr_RL_1.2,121.26 kWh,19231,0.00726%,121.26,19231,0.00726,31
