ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.26 kWh,18200,0.00753%,144.26,18200,0.00753,1
20110306_lr_RL_1.2,105.72 kWh,11068,0.00616%,105.72,11068,0.00616,2
20110309_lr_RL_1.2,118.17 kWh,12748,0.00777%,118.17,12748,0.00777,3
20110322_lr_RL_1.2,147.63 kWh,19797,0.00761%,147.63,19797,0.00761,4
20110325_lr_RL_1.2,126.53 kWh,14744,0.00685%,126.53,14744,0.00685,5
20110403_lr_RL_1.2,193.35 kWh,23505,0.00772%,193.35,23505,0.00772,6
20110409_lr_RL_1.2,151.64 kWh,17888,0.00687%,151.64,17888,0.00687,7
20110411_lr_RL_1.2,148.97 kWh,19134,0.00756%,148.97,19134,0.00756,8
20110412_lr_RL_1.2,129.27 kWh,15529,0.00730%,129.27,15529,0.0073,9
300_lr_RL_1.2,118.36 kWh,13440,0.00798%,118.36,13440,0.00798,10
301_lr_RL_1.2,152.34 kWh,18590,0.00723%,152.34,18590,0.00723,11
302_lr_RL_1.2,105.12 kWh,11250,0.00621%,105.12,11250,0.00621,12
303_lr_RL_1.2,105.11 kWh,10994,0.00602%,105.11,10994,0.00602,13
304_lr_RL_1.2,192.63 kWh,22650,0.00723%,192.63,22650,0.00723,14
305_lr_RL_1.2,192.31 kWh,22479,0.00714%,192.31,22479,0.00714,15
306_lr_RL_1.2,140.44 kWh,15486,0.00693%,140.44,15486,0.00693,16
307_lr_RL_1.2,105.55 kWh,11259,0.00622%,105.55,11259,0.00622,17
308_lr_RL_1.2,148.98 kWh,18991,0.00753%,148.98,18991,0.00753,18
309_lr_RL_1.2,152.52 kWh,18633,0.00719%,152.52,18633,0.00719,19
310_lr_RL_1.2,129.43 kWh,15230,0.00700%,129.43,15230,0.007,20
311_lr_RL_1.2,126.91 kWh,15140,0.00697%,126.91,15140,0.00697,21
312_lr_RL_1.2,105.59 kWh,11356,0.00625%,105.59,11356,0.00625,22
313_lr_RL_1.2,149.11 kWh,18994,0.00746%,149.11,18994,0.00746,23
314_lr_RL_1.2,129.32 kWh,15454,0.00722%,129.32,15454,0.00722,24
315_lr_RL_1.2,149.00 kWh,18631,0.00736%,149.0,18631,0.00736,25
316_lr_RL_1.2,152.04 kWh,18892,0.00711%,152.04,18892,0.00711,26
317_lr_RL_1.2,192.64 kWh,23021,0.00733%,192.64,23021,0.00733,27
318_lr_RL_1.2,140.37 kWh,15612,0.00688%,140.37,15612,0.00688,28
319_lr_RL_1.2,192.15 kWh,22394,0.00710%,192.15,22394,0.0071,29
320_lr_RL_1.2,140.34 kWh,15385,0.00672%,140.34,15385,0.00672,30
321_lr_RL_1.2,105.02 kWh,11008,0.00600%,105.02,11008,0.006,31
