ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,143.92 kWh,17778,0.00732%,143.92,17778,0.00732,1
20110306_lr_RL_1.2,105.31 kWh,11173,0.00620%,105.31,11173,0.0062,2
20110309_lr_RL_1.2,118.36 kWh,12937,0.00761%,118.36,12937,0.00761,3
20110322_lr_RL_1.2,147.36 kWh,19400,0.00755%,147.36,19400,0.00755,4
20110325_lr_RL_1.2,126.81 kWh,14740,0.00694%,126.81,14740,0.00694,5
20110403_lr_RL_1.2,193.17 kWh,22884,0.00738%,193.17,22884,0.00738,6
20110409_lr_RL_1.2,152.20 kWh,18734,0.00709%,152.2,18734,0.00709,7
20110411_lr_RL_1.2,149.69 kWh,19411,0.00780%,149.69,19411,0.0078,8
20110412_lr_RL_1.2,129.03 kWh,15262,0.00697%,129.03,15262,0.00697,9
300_lr_RL_1.2,117.62 kWh,12897,0.00749%,117.62,12897,0.00749,10
301_lr_RL_1.2,152.30 kWh,18741,0.00725%,152.3,18741,0.00725,11
302_lr_RL_1.2,105.35 kWh,11329,0.00618%,105.35,11329,0.00618,12
303_lr_RL_1.2,105.17 kWh,10969,0.00602%,105.17,10969,0.00602,13
304_lr_RL_1.2,192.42 kWh,22892,0.00726%,192.42,22892,0.00726,14
305_lr_RL_1.2,193.44 kWh,23668,0.00745%,193.44,23668,0.00745,15
306_lr_RL_1.2,140.05 kWh,15407,0.00661%,140.05,15407,0.00661,16
307_lr_RL_1.2,105.20 kWh,11064,0.00619%,105.2,11064,0.00619,17
308_lr_RL_1.2,149.46 kWh,18712,0.00753%,149.46,18712,0.00753,18
309_lr_RL_1.2,152.45 kWh,18773,0.00716%,152.45,18773,0.00716,19
310_lr_RL_1.2,129.06 kWh,15459,0.00716%,129.06,15459,0.00716,20
311_lr_RL_1.2,126.71 kWh,14882,0.00698%,126.71,14882,0.00698,21
312_lr_RL_1.2,105.07 kWh,10817,0.00596%,105.07,10817,0.00596,22
313_lr_RL_1.2,149.42 kWh,18658,0.00758%,149.42,18658,0.00758,23
314_lr_RL_1.2,129.66 kWh,15678,0.00735%,129.66,15678,0.00735,24
315_lr_RL_1.2,148.89 kWh,18704,0.00743%,148.89,18704,0.00743,25
316_lr_RL_1.2,152.26 kWh,18632,0.00698%,152.26,18632,0.00698,26
317_lr_RL_1.2,192.24 kWh,22199,0.00706%,192.24,22199,0.00706,27
318_lr_RL_1.2,140.26 kWh,15249,0.00689%,140.26,15249,0.00689,28
319_lr_RL_1.2,192.58 kWh,22495,0.00708%,192.58,22495,0.00708,29
320_lr_RL_1.2,140.12 kWh,15026,0.00649%,140.12,15026,0.00649,30
321_lr_RL_1.2,105.07 kWh,10983,0.00620%,105.07,10983,0.0062,31
