ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,143.76 kWh,19520,0.00754%,143.76,19520,0.00754,1
20110306_lr_RL_1.2,109.32 kWh,15171,0.00767%,109.32,15171,0.00767,2
20110309_lr_RL_1.2,122.56 kWh,16684,0.00845%,122.56,16684,0.00845,3
20110322_lr_RL_1.2,154.54 kWh,25270,0.00804%,154.54,25270,0.00804,4
20110325_lr_RL_1.2,132.59 kWh,19893,0.00785%,132.59,19893,0.00785,5
20110403_lr_RL_1.2,201.71 kWh,31158,0.00813%,201.71,31158,0.00813,6
20110409_lr_RL_1.2,158.41 kWh,24616,0.00813%,158.41,24616,0.00813,7
20110411_lr_RL_1.2,154.91 kWh,24104,0.00802%,154.91,24104,0.00802,8
20110412_lr_RL_1.2,134.54 kWh,20130,0.00796%,134.54,20130,0.00796,9
300_lr_RL_1.2,122.51 kWh,16865,0.00838%,122.51,16865,0.00838,10
301_lr_RL_1.2,157.78 kWh,23860,0.00783%,157.78,23860,0.00783,11
302_lr_RL_1.2,109.03 kWh,15077,0.00724%,109.03,15077,0.00724,12
303_lr_RL_1.2,109.21 kWh,15377,0.00745%,109.21,15377,0.00745,13
304_lr_RL_1.2,199.99 kWh,30518,0.00811%,199.99,30518,0.00811,14
305_lr_RL_1.2,200.39 kWh,30531,0.00806%,200.39,30531,0.00806,15
306_lr_RL_1.2,144.88 kWh,20277,0.00742%,144.88,20277,0.00742,16
307_lr_RL_1.2,109.60 kWh,15425,0.00760%,109.6,15425,0.0076,17
308_lr_RL_1.2,154.30 kWh,23272,0.00811%,154.3,23272,0.00811,18
309_lr_RL_1.2,157.66 kWh,23667,0.00784%,157.66,23667,0.00784,19
310_lr_RL_1.2,134.01 kWh,19645,0.00799%,134.01,19645,0.00799,20
311_lr_RL_1.2,131.48 kWh,19374,0.00772%,131.48,19374,0.00772,21
312_lr_RL_1.2,108.38 kWh,14345,0.00696%,108.38,14345,0.00696,22
313_lr_RL_1.2,153.97 kWh,23584,0.00800%,153.97,23584,0.008,23
314_lr_RL_1.2,133.89 kWh,19723,0.00781%,133.89,19723,0.00781,24
315_lr_RL_1.2,153.57 kWh,23406,0.00807%,153.57,23406,0.00807,25
316_lr_RL_1.2,157.52 kWh,23923,0.00791%,157.52,23923,0.00791,26
317_lr_RL_1.2,200.68 kWh,30901,0.00804%,200.68,30901,0.00804,27
318_lr_RL_1.2,144.64 kWh,19840,0.00746%,144.64,19840,0.00746,28
319_lr_RL_1.2,199.36 kWh,30198,0.00804%,199.36,30198,0.00804,29
320_lr_RL_1.2,144.85 kWh,20396,0.00784%,144.85,20396,0.00784,30
321_lr_RL_1.2,108.47 kWh,14597,0.00715%,108.47,14597,0.00715,31
