ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.30 kWh,16464,0.00712%,141.3,16464,0.00712,1
20110306_lr_RL_1.2,105.88 kWh,11690,0.00634%,105.88,11690,0.00634,2
20110309_lr_RL_1.2,118.59 kWh,13363,0.00767%,118.59,13363,0.00767,3
20110322_lr_RL_1.2,148.24 kWh,20390,0.00747%,148.24,20390,0.00747,4
20110325_lr_RL_1.2,127.33 kWh,15993,0.00728%,127.33,15993,0.00728,5
20110403_lr_RL_1.2,193.46 kWh,23922,0.00724%,193.46,23922,0.00724,6
20110409_lr_RL_1.2,153.46 kWh,19732,0.00735%,153.46,19732,0.00735,7
20110411_lr_RL_1.2,150.10 kWh,20185,0.00750%,150.1,20185,0.0075,8
20110412_lr_RL_1.2,129.61 kWh,15865,0.00707%,129.61,15865,0.00707,9
300_lr_RL_1.2,119.01 kWh,13851,0.00803%,119.01,13851,0.00803,10
301_lr_RL_1.2,153.71 kWh,20285,0.00743%,153.71,20285,0.00743,11
302_lr_RL_1.2,105.44 kWh,11304,0.00599%,105.44,11304,0.00599,12
303_lr_RL_1.2,105.92 kWh,11694,0.00641%,105.92,11694,0.00641,13
304_lr_RL_1.2,192.61 kWh,23000,0.00701%,192.61,23000,0.00701,14
305_lr_RL_1.2,193.16 kWh,24026,0.00729%,193.16,24026,0.00729,15
306_lr_RL_1.2,140.80 kWh,15891,0.00671%,140.8,15891,0.00671,16
307_lr_RL_1.2,105.48 kWh,11192,0.00601%,105.48,11192,0.00601,17
308_lr_RL_1.2,150.12 kWh,19593,0.00770%,150.12,19593,0.0077,18
309_lr_RL_1.2,152.93 kWh,19512,0.00723%,152.93,19512,0.00723,19
310_lr_RL_1.2,129.71 kWh,16195,0.00736%,129.71,16195,0.00736,20
311_lr_RL_1.2,127.87 kWh,16072,0.00734%,127.87,16072,0.00734,21
312_lr_RL_1.2,105.88 kWh,11811,0.00638%,105.88,11811,0.00638,22
313_lr_RL_1.2,150.07 kWh,19688,0.00752%,150.07,19688,0.00752,23
314_lr_RL_1.2,130.50 kWh,16333,0.00739%,130.5,16333,0.00739,24
315_lr_RL_1.2,149.87 kWh,19527,0.00746%,149.87,19527,0.00746,25
316_lr_RL_1.2,153.35 kWh,19611,0.00723%,153.35,19611,0.00723,26
317_lr_RL_1.2,193.56 kWh,24186,0.00743%,193.56,24186,0.00743,27
318_lr_RL_1.2,140.56 kWh,15794,0.00673%,140.56,15794,0.00673,28
319_lr_RL_1.2,193.93 kWh,24454,0.00758%,193.93,24454,0.00758,29
320_lr_RL_1.2,140.85 kWh,15993,0.00676%,140.85,15993,0.00676,30
321_lr_RL_1.2,105.40 kWh,11071,0.00578%,105.4,11071,0.00578,31
