ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,142.26 kWh,17872,0.00741%,142.26,17872,0.00741,1
20110306_lr_RL_1.2,106.43 kWh,12178,0.00635%,106.43,12178,0.00635,2
20110309_lr_RL_1.2,119.75 kWh,14792,0.00814%,119.75,14792,0.00814,3
20110322_lr_RL_1.2,149.61 kWh,21958,0.00785%,149.61,21958,0.00785,4
20110325_lr_RL_1.2,128.75 kWh,17100,0.00755%,128.75,17100,0.00755,5
20110403_lr_RL_1.2,194.59 kWh,25592,0.00764%,194.59,25592,0.00764,6
20110409_lr_RL_1.2,153.78 kWh,20256,0.00728%,153.78,20256,0.00728,7
20110411_lr_RL_1.2,150.71 kWh,20277,0.00760%,150.71,20277,0.0076,8
20110412_lr_RL_1.2,130.35 kWh,16916,0.00736%,130.35,16916,0.00736,9
300_lr_RL_1.2,119.28 kWh,14089,0.00793%,119.28,14089,0.00793,10
301_lr_RL_1.2,153.90 kWh,20457,0.00738%,153.9,20457,0.00738,11
302_lr_RL_1.2,106.30 kWh,12342,0.00659%,106.3,12342,0.00659,12
303_lr_RL_1.2,106.36 kWh,12060,0.00636%,106.36,12060,0.00636,13
304_lr_RL_1.2,194.44 kWh,24890,0.00740%,194.44,24890,0.0074,14
305_lr_RL_1.2,194.71 kWh,25608,0.00768%,194.71,25608,0.00768,15
306_lr_RL_1.2,141.46 kWh,16675,0.00688%,141.46,16675,0.00688,16
307_lr_RL_1.2,106.14 kWh,11719,0.00622%,106.14,11719,0.00622,17
308_lr_RL_1.2,150.70 kWh,19895,0.00755%,150.7,19895,0.00755,18
309_lr_RL_1.2,153.60 kWh,20293,0.00740%,153.6,20293,0.0074,19
310_lr_RL_1.2,130.30 kWh,16436,0.00722%,130.3,16436,0.00722,20
311_lr_RL_1.2,127.86 kWh,16726,0.00755%,127.86,16726,0.00755,21
312_lr_RL_1.2,106.45 kWh,12579,0.00677%,106.45,12579,0.00677,22
313_lr_RL_1.2,150.52 kWh,20245,0.00762%,150.52,20245,0.00762,23
314_lr_RL_1.2,130.06 kWh,16259,0.00710%,130.06,16259,0.0071,24
315_lr_RL_1.2,150.22 kWh,19796,0.00731%,150.22,19796,0.00731,25
316_lr_RL_1.2,153.35 kWh,19788,0.00709%,153.35,19788,0.00709,26
317_lr_RL_1.2,194.22 kWh,25115,0.00755%,194.22,25115,0.00755,27
318_lr_RL_1.2,141.38 kWh,17196,0.00709%,141.38,17196,0.00709,28
319_lr_RL_1.2,194.68 kWh,25222,0.00763%,194.68,25222,0.00763,29
320_lr_RL_1.2,141.30 kWh,16753,0.00685%,141.3,16753,0.00685,30
321_lr_RL_1.2,106.64 kWh,12470,0.00671%,106.64,12470,0.00671,31
