ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.43 kWh,16666,0.00713%,141.43,16666,0.00713,1
20110306_lr_RL_1.2,106.20 kWh,12050,0.00647%,106.2,12050,0.00647,2
20110309_lr_RL_1.2,119.42 kWh,14364,0.00797%,119.42,14364,0.00797,3
20110322_lr_RL_1.2,148.40 kWh,21015,0.00769%,148.4,21015,0.00769,4
20110325_lr_RL_1.2,128.13 kWh,16418,0.00731%,128.13,16418,0.00731,5
20110403_lr_RL_1.2,194.53 kWh,25171,0.00762%,194.53,25171,0.00762,6
20110409_lr_RL_1.2,153.30 kWh,20091,0.00732%,153.3,20091,0.00732,7
20110411_lr_RL_1.2,149.86 kWh,19881,0.00749%,149.86,19881,0.00749,8
20110412_lr_RL_1.2,130.56 kWh,16137,0.00710%,130.56,16137,0.0071,9
300_lr_RL_1.2,119.09 kWh,14119,0.00788%,119.09,14119,0.00788,10
301_lr_RL_1.2,153.65 kWh,20438,0.00738%,153.65,20438,0.00738,11
302_lr_RL_1.2,106.01 kWh,11633,0.00631%,106.01,11633,0.00631,12
303_lr_RL_1.2,106.61 kWh,12699,0.00687%,106.61,12699,0.00687,13
304_lr_RL_1.2,193.65 kWh,24610,0.00737%,193.65,24610,0.00737,14
305_lr_RL_1.2,194.45 kWh,25492,0.00743%,194.45,25492,0.00743,15
306_lr_RL_1.2,141.11 kWh,16490,0.00687%,141.11,16490,0.00687,16
307_lr_RL_1.2,105.89 kWh,11765,0.00629%,105.89,11765,0.00629,17
308_lr_RL_1.2,150.50 kWh,20399,0.00763%,150.5,20399,0.00763,18
309_lr_RL_1.2,153.32 kWh,19576,0.00711%,153.32,19576,0.00711,19
310_lr_RL_1.2,130.40 kWh,16810,0.00743%,130.4,16810,0.00743,20
311_lr_RL_1.2,128.35 kWh,16569,0.00717%,128.35,16569,0.00717,21
312_lr_RL_1.2,105.87 kWh,11793,0.00634%,105.87,11793,0.00634,22
313_lr_RL_1.2,151.10 kWh,20555,0.00780%,151.1,20555,0.0078,23
314_lr_RL_1.2,130.93 kWh,17449,0.00759%,130.93,17449,0.00759,24
315_lr_RL_1.2,150.23 kWh,20103,0.00762%,150.23,20103,0.00762,25
316_lr_RL_1.2,153.79 kWh,20457,0.00736%,153.79,20457,0.00736,26
317_lr_RL_1.2,194.65 kWh,25885,0.00762%,194.65,25885,0.00762,27
318_lr_RL_1.2,141.82 kWh,17300,0.00711%,141.82,17300,0.00711,28
319_lr_RL_1.2,194.92 kWh,25629,0.00767%,194.92,25629,0.00767,29
320_lr_RL_1.2,141.29 kWh,16820,0.00706%,141.29,16820,0.00706,30
321_lr_RL_1.2,106.08 kWh,12076,0.00636%,106.08,12076,0.00636,31
