ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.21 kWh,18097,0.00755%,144.21,18097,0.00755,1
20110306_lr_RL_1.2,106.12 kWh,11651,0.00660%,106.12,11651,0.0066,2
20110309_lr_RL_1.2,118.79 kWh,13475,0.00799%,118.79,13475,0.00799,3
20110322_lr_RL_1.2,148.07 kWh,19828,0.00760%,148.07,19828,0.0076,4
20110325_lr_RL_1.2,127.35 kWh,15835,0.00717%,127.35,15835,0.00717,5
20110403_lr_RL_1.2,193.11 kWh,23431,0.00734%,193.11,23431,0.00734,6
20110409_lr_RL_1.2,153.01 kWh,19256,0.00733%,153.01,19256,0.00733,7
20110411_lr_RL_1.2,149.39 kWh,19981,0.00779%,149.39,19981,0.00779,8
20110412_lr_RL_1.2,129.90 kWh,15905,0.00732%,129.9,15905,0.00732,9
300_lr_RL_1.2,118.31 kWh,12905,0.00752%,118.31,12905,0.00752,10
301_lr_RL_1.2,152.98 kWh,19007,0.00715%,152.98,19007,0.00715,11
302_lr_RL_1.2,105.80 kWh,11369,0.00625%,105.8,11369,0.00625,12
303_lr_RL_1.2,105.92 kWh,11650,0.00650%,105.92,11650,0.0065,13
304_lr_RL_1.2,192.55 kWh,23315,0.00727%,192.55,23315,0.00727,14
305_lr_RL_1.2,193.78 kWh,23962,0.00742%,193.78,23962,0.00742,15
306_lr_RL_1.2,140.83 kWh,16047,0.00686%,140.83,16047,0.00686,16
307_lr_RL_1.2,105.68 kWh,11313,0.00635%,105.68,11313,0.00635,17
308_lr_RL_1.2,149.53 kWh,18960,0.00755%,149.53,18960,0.00755,18
309_lr_RL_1.2,152.76 kWh,19010,0.00713%,152.76,19010,0.00713,19
310_lr_RL_1.2,129.74 kWh,16113,0.00741%,129.74,16113,0.00741,20
311_lr_RL_1.2,126.93 kWh,15085,0.00708%,126.93,15085,0.00708,21
312_lr_RL_1.2,105.32 kWh,10603,0.00586%,105.32,10603,0.00586,22
313_lr_RL_1.2,150.03 kWh,19321,0.00761%,150.03,19321,0.00761,23
314_lr_RL_1.2,129.56 kWh,16210,0.00736%,129.56,16210,0.00736,24
315_lr_RL_1.2,149.77 kWh,19670,0.00753%,149.77,19670,0.00753,25
316_lr_RL_1.2,152.93 kWh,19324,0.00729%,152.93,19324,0.00729,26
317_lr_RL_1.2,194.02 kWh,24652,0.00768%,194.02,24652,0.00768,27
318_lr_RL_1.2,141.19 kWh,16565,0.00710%,141.19,16565,0.0071,28
319_lr_RL_1.2,193.24 kWh,23402,0.00722%,193.24,23402,0.00722,29
320_lr_RL_1.2,140.83 kWh,16084,0.00694%,140.83,16084,0.00694,30
321_lr_RL_1.2,105.86 kWh,11677,0.00641%,105.86,11677,0.00641,31
