ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,141.64 kWh,17509,0.00712%,141.64,17509,0.00712,1
20110306_lr_RL_1.2,106.87 kWh,12966,0.00686%,106.87,12966,0.00686,2
20110309_lr_RL_1.2,119.87 kWh,14697,0.00814%,119.87,14697,0.00814,3
20110322_lr_RL_1.2,150.14 kWh,22318,0.00797%,150.14,22318,0.00797,4
20110325_lr_RL_1.2,129.28 kWh,18002,0.00779%,129.28,18002,0.00779,5
20110403_lr_RL_1.2,196.15 kWh,26886,0.00761%,196.15,26886,0.00761,6
20110409_lr_RL_1.2,155.15 kWh,21077,0.00741%,155.15,21077,0.00741,7
20110411_lr_RL_1.2,151.81 kWh,21361,0.00788%,151.81,21361,0.00788,8
20110412_lr_RL_1.2,132.35 kWh,18093,0.00774%,132.35,18093,0.00774,9
300_lr_RL_1.2,120.18 kWh,14935,0.00837%,120.18,14935,0.00837,10
301_lr_RL_1.2,154.75 kWh,21988,0.00765%,154.75,21988,0.00765,11
302_lr_RL_1.2,107.10 kWh,13305,0.00688%,107.1,13305,0.00688,12
303_lr_RL_1.2,106.85 kWh,12833,0.00668%,106.85,12833,0.00668,13
304_lr_RL_1.2,196.35 kWh,26846,0.00764%,196.35,26846,0.00764,14
305_lr_RL_1.2,196.11 kWh,27410,0.00760%,196.11,27410,0.0076,15
306_lr_RL_1.2,142.63 kWh,18490,0.00740%,142.63,18490,0.0074,16
307_lr_RL_1.2,107.49 kWh,13552,0.00701%,107.49,13552,0.00701,17
308_lr_RL_1.2,152.04 kWh,22387,0.00811%,152.04,22387,0.00811,18
309_lr_RL_1.2,154.59 kWh,21773,0.00757%,154.59,21773,0.00757,19
310_lr_RL_1.2,131.23 kWh,17719,0.00764%,131.23,17719,0.00764,20
311_lr_RL_1.2,128.89 kWh,18005,0.00769%,128.89,18005,0.00769,21
312_lr_RL_1.2,107.27 kWh,13177,0.00679%,107.27,13177,0.00679,22
313_lr_RL_1.2,152.06 kWh,22032,0.00787%,152.06,22032,0.00787,23
314_lr_RL_1.2,131.84 kWh,18362,0.00768%,131.84,18362,0.00768,24
315_lr_RL_1.2,151.74 kWh,21633,0.00777%,151.74,21633,0.00777,25
316_lr_RL_1.2,154.39 kWh,21240,0.00740%,154.39,21240,0.0074,26
317_lr_RL_1.2,196.01 kWh,27118,0.00769%,196.01,27118,0.00769,27
318_lr_RL_1.2,142.59 kWh,18524,0.00741%,142.59,18524,0.00741,28
319_lr_RL_1.2,196.27 kWh,27252,0.00774%,196.27,27252,0.00774,29
320_lr_RL_1.2,142.58 kWh,17783,0.00699%,142.58,17783,0.00699,30
321_lr_RL_1.2,107.14 kWh,13601,0.00685%,107.14,13601,0.00685,31
