ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.54 kWh,19327,0.00764%,144.54,19327,0.00764,1
20110306_lr_RL_1.2,108.87 kWh,14174,0.00741%,108.87,14174,0.00741,2
20110309_lr_RL_1.2,122.23 kWh,16445,0.00884%,122.23,16445,0.00884,3
20110322_lr_RL_1.2,153.63 kWh,24051,0.00821%,153.63,24051,0.00821,4
20110325_lr_RL_1.2,131.30 kWh,18947,0.00800%,131.3,18947,0.008,5
20110403_lr_RL_1.2,198.42 kWh,28253,0.00798%,198.42,28253,0.00798,6
20110409_lr_RL_1.2,156.64 kWh,23203,0.00795%,156.64,23203,0.00795,7
20110411_lr_RL_1.2,153.16 kWh,22109,0.00802%,153.16,22109,0.00802,8
20110412_lr_RL_1.2,132.84 kWh,18537,0.00790%,132.84,18537,0.0079,9
300_lr_RL_1.2,121.61 kWh,15197,0.00816%,121.61,15197,0.00816,10
301_lr_RL_1.2,156.41 kWh,22034,0.00783%,156.41,22034,0.00783,11
302_lr_RL_1.2,107.88 kWh,13682,0.00706%,107.88,13682,0.00706,12
303_lr_RL_1.2,108.34 kWh,13483,0.00693%,108.34,13483,0.00693,13
304_lr_RL_1.2,198.18 kWh,28789,0.00818%,198.18,28789,0.00818,14
305_lr_RL_1.2,197.71 kWh,28424,0.00812%,197.71,28424,0.00812,15
306_lr_RL_1.2,143.25 kWh,18507,0.00739%,143.25,18507,0.00739,16
307_lr_RL_1.2,107.79 kWh,13668,0.00703%,107.79,13668,0.00703,17
308_lr_RL_1.2,152.77 kWh,21733,0.00776%,152.77,21733,0.00776,18
309_lr_RL_1.2,155.06 kWh,21657,0.00764%,155.06,21657,0.00764,19
310_lr_RL_1.2,132.48 kWh,18639,0.00782%,132.48,18639,0.00782,20
311_lr_RL_1.2,130.10 kWh,18266,0.00778%,130.1,18266,0.00778,21
312_lr_RL_1.2,107.77 kWh,13002,0.00681%,107.77,13002,0.00681,22
313_lr_RL_1.2,153.19 kWh,21788,0.00808%,153.19,21788,0.00808,23
314_lr_RL_1.2,132.00 kWh,18051,0.00775%,132.0,18051,0.00775,24
315_lr_RL_1.2,152.32 kWh,21410,0.00777%,152.32,21410,0.00777,25
316_lr_RL_1.2,155.10 kWh,22188,0.00787%,155.1,22188,0.00787,26
317_lr_RL_1.2,197.15 kWh,27823,0.00804%,197.15,27823,0.00804,27
318_lr_RL_1.2,143.66 kWh,18827,0.00756%,143.66,18827,0.00756,28
319_lr_RL_1.2,196.35 kWh,27042,0.00789%,196.35,27042,0.00789,29
320_lr_RL_1.2,142.86 kWh,18483,0.00732%,142.86,18483,0.00732,30
321_lr_RL_1.2,107.59 kWh,12901,0.00689%,107.59,12901,0.00689,31
