ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,143.79 kWh,18943,0.00749%,143.79,18943,0.00749,1
20110306_lr_RL_1.2,107.63 kWh,13250,0.00688%,107.63,13250,0.00688,2
20110309_lr_RL_1.2,120.48 kWh,15640,0.00841%,120.48,15640,0.00841,3
20110322_lr_RL_1.2,151.86 kWh,23246,0.00814%,151.86,23246,0.00814,4
20110325_lr_RL_1.2,130.49 kWh,18376,0.00775%,130.49,18376,0.00775,5
20110403_lr_RL_1.2,197.30 kWh,27509,0.00778%,197.3,27509,0.00778,6
20110409_lr_RL_1.2,155.09 kWh,21925,0.00774%,155.09,21925,0.00774,7
20110411_lr_RL_1.2,151.82 kWh,21831,0.00793%,151.82,21831,0.00793,8
20110412_lr_RL_1.2,132.04 kWh,18559,0.00788%,132.04,18559,0.00788,9
300_lr_RL_1.2,120.37 kWh,15023,0.00819%,120.37,15023,0.00819,10
301_lr_RL_1.2,155.18 kWh,21640,0.00767%,155.18,21640,0.00767,11
302_lr_RL_1.2,107.10 kWh,12540,0.00672%,107.1,12540,0.00672,12
303_lr_RL_1.2,106.85 kWh,12485,0.00673%,106.85,12485,0.00673,13
304_lr_RL_1.2,195.99 kWh,26967,0.00773%,195.99,26967,0.00773,14
305_lr_RL_1.2,196.63 kWh,27480,0.00781%,196.63,27480,0.00781,15
306_lr_RL_1.2,142.38 kWh,17190,0.00691%,142.38,17190,0.00691,16
307_lr_RL_1.2,107.29 kWh,13091,0.00701%,107.29,13091,0.00701,17
308_lr_RL_1.2,152.46 kWh,21821,0.00803%,152.46,21821,0.00803,18
309_lr_RL_1.2,154.80 kWh,21306,0.00739%,154.8,21306,0.00739,19
310_lr_RL_1.2,131.82 kWh,18010,0.00780%,131.82,18010,0.0078,20
311_lr_RL_1.2,129.87 kWh,18018,0.00769%,129.87,18018,0.00769,21
312_lr_RL_1.2,106.60 kWh,12398,0.00666%,106.6,12398,0.00666,22
313_lr_RL_1.2,152.40 kWh,21563,0.00796%,152.4,21563,0.00796,23
314_lr_RL_1.2,131.86 kWh,17980,0.00763%,131.86,17980,0.00763,24
315_lr_RL_1.2,151.41 kWh,20963,0.00771%,151.41,20963,0.00771,25
316_lr_RL_1.2,154.90 kWh,21438,0.00755%,154.9,21438,0.00755,26
317_lr_RL_1.2,196.24 kWh,27219,0.00770%,196.24,27219,0.0077,27
318_lr_RL_1.2,142.58 kWh,17759,0.00718%,142.58,17759,0.00718,28
319_lr_RL_1.2,195.94 kWh,27355,0.00785%,195.94,27355,0.00785,29
320_lr_RL_1.2,142.44 kWh,17769,0.00734%,142.44,17769,0.00734,30
321_lr_RL_1.2,107.09 kWh,12752,0.00698%,107.09,12752,0.00698,31
