ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.91 kWh,16252,0.00682%,140.91,16252,0.00682,1
20110306_lr_RL_1.2,106.09 kWh,11897,0.00653%,106.09,11897,0.00653,2
20110309_lr_RL_1.2,118.85 kWh,13703,0.00774%,118.85,13703,0.00774,3
20110322_lr_RL_1.2,148.57 kWh,20696,0.00777%,148.57,20696,0.00777,4
20110325_lr_RL_1.2,128.20 kWh,16915,0.00741%,128.2,16915,0.00741,5
20110403_lr_RL_1.2,194.58 kWh,25346,0.00768%,194.58,25346,0.00768,6
20110409_lr_RL_1.2,154.31 kWh,21105,0.00768%,154.31,21105,0.00768,7
20110411_lr_RL_1.2,150.66 kWh,20405,0.00778%,150.66,20405,0.00778,8
20110412_lr_RL_1.2,130.62 kWh,16781,0.00751%,130.62,16781,0.00751,9
300_lr_RL_1.2,118.76 kWh,13758,0.00784%,118.76,13758,0.00784,10
301_lr_RL_1.2,153.52 kWh,20638,0.00748%,153.52,20638,0.00748,11
302_lr_RL_1.2,106.54 kWh,12444,0.00674%,106.54,12444,0.00674,12
303_lr_RL_1.2,105.56 kWh,11364,0.00601%,105.56,11364,0.00601,13
304_lr_RL_1.2,194.90 kWh,25709,0.00770%,194.9,25709,0.0077,14
305_lr_RL_1.2,194.25 kWh,24524,0.00733%,194.25,24524,0.00733,15
306_lr_RL_1.2,141.43 kWh,16952,0.00710%,141.43,16952,0.0071,16
307_lr_RL_1.2,106.00 kWh,11626,0.00628%,106.0,11626,0.00628,17
308_lr_RL_1.2,150.56 kWh,20363,0.00770%,150.56,20363,0.0077,18
309_lr_RL_1.2,153.56 kWh,20099,0.00750%,153.56,20099,0.0075,19
310_lr_RL_1.2,130.50 kWh,17440,0.00759%,130.5,17440,0.00759,20
311_lr_RL_1.2,128.21 kWh,16495,0.00733%,128.21,16495,0.00733,21
312_lr_RL_1.2,105.74 kWh,11598,0.00614%,105.74,11598,0.00614,22
313_lr_RL_1.2,151.10 kWh,20788,0.00790%,151.1,20788,0.0079,23
314_lr_RL_1.2,130.42 kWh,16511,0.00734%,130.42,16511,0.00734,24
315_lr_RL_1.2,151.21 kWh,20773,0.00781%,151.21,20773,0.00781,25
316_lr_RL_1.2,154.01 kWh,20644,0.00732%,154.01,20644,0.00732,26
317_lr_RL_1.2,194.61 kWh,25468,0.00758%,194.61,25468,0.00758,27
318_lr_RL_1.2,141.52 kWh,16947,0.00710%,141.52,16947,0.0071,28
319_lr_RL_1.2,194.76 kWh,25126,0.00757%,194.76,25126,0.00757,29
320_lr_RL_1.2,141.46 kWh,16546,0.00686%,141.46,16546,0.00686,30
321_lr_RL_1.2,106.24 kWh,12221,0.00658%,106.24,12221,0.00658,31
