ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,147.20 kWh,21299,0.00795%,147.2,21299,0.00795,1
20110306_lr_RL_1.2,112.48 kWh,16616,0.00788%,112.48,16616,0.00788,2
20110309_lr_RL_1.2,126.35 kWh,18498,0.00892%,126.35,18498,0.00892,3
20110322_lr_RL_1.2,159.14 kWh,26583,0.00804%,159.14,26583,0.00804,4
20110325_lr_RL_1.2,137.53 kWh,21507,0.00806%,137.53,21507,0.00806,5
20110403_lr_RL_1.2,206.89 kWh,32726,0.00808%,206.89,32726,0.00808,6
20110409_lr_RL_1.2,164.30 kWh,26176,0.00810%,164.3,26176,0.0081,7
20110411_lr_RL_1.2,161.15 kWh,26102,0.00835%,161.15,26102,0.00835,8
20110412_lr_RL_1.2,140.79 kWh,22197,0.00815%,140.79,22197,0.00815,9
300_lr_RL_1.2,127.71 kWh,19733,0.00972%,127.71,19733,0.00972,10
301_lr_RL_1.2,164.92 kWh,26884,0.00796%,164.92,26884,0.00796,11
302_lr_RL_1.2,115.02 kWh,17107,0.00787%,115.02,17107,0.00787,12
303_lr_RL_1.2,113.98 kWh,16682,0.00776%,113.98,16682,0.00776,13
304_lr_RL_1.2,209.86 kWh,33721,0.00788%,209.86,33721,0.00788,14
305_lr_RL_1.2,210.28 kWh,33840,0.00807%,210.28,33840,0.00807,15
306_lr_RL_1.2,151.85 kWh,23192,0.00805%,151.85,23192,0.00805,16
307_lr_RL_1.2,114.21 kWh,17326,0.00789%,114.21,17326,0.00789,17
308_lr_RL_1.2,162.05 kWh,26495,0.00834%,162.05,26495,0.00834,18
309_lr_RL_1.2,166.87 kWh,27121,0.00807%,166.87,27121,0.00807,19
310_lr_RL_1.2,142.07 kWh,22739,0.00824%,142.07,22739,0.00824,20
311_lr_RL_1.2,140.83 kWh,22368,0.00801%,140.83,22368,0.00801,21
312_lr_RL_1.2,115.02 kWh,17115,0.00801%,115.02,17115,0.00801,22
313_lr_RL_1.2,163.76 kWh,26586,0.00835%,163.76,26586,0.00835,23
314_lr_RL_1.2,141.44 kWh,22231,0.00816%,141.44,22231,0.00816,24
315_lr_RL_1.2,163.98 kWh,26909,0.00853%,163.98,26909,0.00853,25
316_lr_RL_1.2,165.96 kWh,27385,0.00822%,165.96,27385,0.00822,26
317_lr_RL_1.2,210.50 kWh,34749,0.00821%,210.5,34749,0.00821,27
318_lr_RL_1.2,152.60 kWh,23784,0.00809%,152.6,23784,0.00809,28
319_lr_RL_1.2,210.40 kWh,34361,0.00815%,210.4,34361,0.00815,29
320_lr_RL_1.2,153.55 kWh,23795,0.00812%,153.55,23795,0.00812,30
321_lr_RL_1.2,114.72 kWh,16905,0.00790%,114.72,16905,0.0079,31
