ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.35 kWh,19470,0.00761%,144.35,19470,0.00761,1
20110306_lr_RL_1.2,107.90 kWh,14042,0.00681%,107.9,14042,0.00681,2
20110309_lr_RL_1.2,122.42 kWh,16441,0.00860%,122.42,16441,0.0086,3
20110322_lr_RL_1.2,153.62 kWh,24813,0.00853%,153.62,24813,0.00853,4
20110325_lr_RL_1.2,131.62 kWh,19484,0.00792%,131.62,19484,0.00792,5
20110403_lr_RL_1.2,198.37 kWh,29641,0.00801%,198.37,29641,0.00801,6
20110409_lr_RL_1.2,156.56 kWh,22895,0.00780%,156.56,22895,0.0078,7
20110411_lr_RL_1.2,153.46 kWh,22516,0.00798%,153.46,22516,0.00798,8
20110412_lr_RL_1.2,133.15 kWh,19181,0.00817%,133.15,19181,0.00817,9
300_lr_RL_1.2,121.00 kWh,15165,0.00821%,121.0,15165,0.00821,10
301_lr_RL_1.2,157.22 kWh,23421,0.00801%,157.22,23421,0.00801,11
302_lr_RL_1.2,108.09 kWh,13923,0.00698%,108.09,13923,0.00698,12
303_lr_RL_1.2,107.97 kWh,14028,0.00706%,107.97,14028,0.00706,13
304_lr_RL_1.2,197.71 kWh,29097,0.00787%,197.71,29097,0.00787,14
305_lr_RL_1.2,198.48 kWh,29174,0.00797%,198.48,29174,0.00797,15
306_lr_RL_1.2,143.72 kWh,19214,0.00752%,143.72,19214,0.00752,16
307_lr_RL_1.2,107.46 kWh,13807,0.00684%,107.46,13807,0.00684,17
308_lr_RL_1.2,152.61 kWh,22036,0.00799%,152.61,22036,0.00799,18
309_lr_RL_1.2,156.09 kWh,22765,0.00774%,156.09,22765,0.00774,19
310_lr_RL_1.2,132.56 kWh,18837,0.00793%,132.56,18837,0.00793,20
311_lr_RL_1.2,130.86 kWh,18804,0.00813%,130.86,18804,0.00813,21
312_lr_RL_1.2,107.79 kWh,13517,0.00699%,107.79,13517,0.00699,22
313_lr_RL_1.2,152.54 kWh,22545,0.00816%,152.54,22545,0.00816,23
314_lr_RL_1.2,132.46 kWh,18729,0.00804%,132.46,18729,0.00804,24
315_lr_RL_1.2,152.73 kWh,22973,0.00828%,152.73,22973,0.00828,25
316_lr_RL_1.2,155.48 kWh,22983,0.00773%,155.48,22983,0.00773,26
317_lr_RL_1.2,198.18 kWh,28394,0.00790%,198.18,28394,0.0079,27
318_lr_RL_1.2,143.31 kWh,18917,0.00747%,143.31,18917,0.00747,28
319_lr_RL_1.2,197.07 kWh,28489,0.00785%,197.07,28489,0.00785,29
320_lr_RL_1.2,142.91 kWh,18775,0.00731%,142.91,18775,0.00731,30
321_lr_RL_1.2,107.52 kWh,13482,0.00679%,107.52,13482,0.00679,31
