ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.96 kWh,18255,0.00741%,144.96,18255,0.00741,1
20110306_lr_RL_1.2,105.85 kWh,11450,0.00624%,105.85,11450,0.00624,2
20110309_lr_RL_1.2,119.03 kWh,13849,0.00812%,119.03,13849,0.00812,3
20110322_lr_RL_1.2,147.96 kWh,20312,0.00778%,147.96,20312,0.00778,4
20110325_lr_RL_1.2,128.09 kWh,16263,0.00741%,128.09,16263,0.00741,5
20110403_lr_RL_1.2,193.30 kWh,23854,0.00722%,193.3,23854,0.00722,6
20110409_lr_RL_1.2,152.99 kWh,19097,0.00726%,152.99,19097,0.00726,7
20110411_lr_RL_1.2,149.60 kWh,19038,0.00729%,149.6,19038,0.00729,8
20110412_lr_RL_1.2,129.93 kWh,15988,0.00710%,129.93,15988,0.0071,9
300_lr_RL_1.2,118.70 kWh,13412,0.00752%,118.7,13412,0.00752,10
301_lr_RL_1.2,153.04 kWh,19350,0.00704%,153.04,19350,0.00704,11
302_lr_RL_1.2,105.13 kWh,10959,0.00584%,105.13,10959,0.00584,12
303_lr_RL_1.2,105.88 kWh,11654,0.00630%,105.88,11654,0.0063,13
304_lr_RL_1.2,193.45 kWh,24071,0.00735%,193.45,24071,0.00735,14
305_lr_RL_1.2,192.92 kWh,23828,0.00721%,192.92,23828,0.00721,15
306_lr_RL_1.2,140.34 kWh,15706,0.00655%,140.34,15706,0.00655,16
307_lr_RL_1.2,105.42 kWh,11319,0.00612%,105.42,11319,0.00612,17
308_lr_RL_1.2,149.82 kWh,19550,0.00763%,149.82,19550,0.00763,18
309_lr_RL_1.2,153.06 kWh,19285,0.00726%,153.06,19285,0.00726,19
310_lr_RL_1.2,130.27 kWh,16271,0.00739%,130.27,16271,0.00739,20
311_lr_RL_1.2,127.49 kWh,15755,0.00733%,127.49,15755,0.00733,21
312_lr_RL_1.2,105.86 kWh,11759,0.00647%,105.86,11759,0.00647,22
313_lr_RL_1.2,149.78 kWh,19138,0.00736%,149.78,19138,0.00736,23
314_lr_RL_1.2,129.87 kWh,16187,0.00746%,129.87,16187,0.00746,24
315_lr_RL_1.2,149.44 kWh,19375,0.00759%,149.44,19375,0.00759,25
316_lr_RL_1.2,152.42 kWh,19047,0.00701%,152.42,19047,0.00701,26
317_lr_RL_1.2,192.97 kWh,23962,0.00735%,192.97,23962,0.00735,27
318_lr_RL_1.2,141.27 kWh,16446,0.00709%,141.27,16446,0.00709,28
319_lr_RL_1.2,193.46 kWh,23739,0.00724%,193.46,23739,0.00724,29
320_lr_RL_1.2,140.31 kWh,15223,0.00650%,140.31,15223,0.0065,30
321_lr_RL_1.2,105.47 kWh,10944,0.00605%,105.47,10944,0.00605,31
