ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.56 kWh,18282,0.00737%,144.56,18282,0.00737,1
20110306_lr_RL_1.2,105.90 kWh,11360,0.00625%,105.9,11360,0.00625,2
20110309_lr_RL_1.2,118.62 kWh,13462,0.00799%,118.62,13462,0.00799,3
20110322_lr_RL_1.2,147.77 kWh,19975,0.00744%,147.77,19975,0.00744,4
20110325_lr_RL_1.2,127.30 kWh,15828,0.00728%,127.3,15828,0.00728,5
20110403_lr_RL_1.2,192.87 kWh,23353,0.00735%,192.87,23353,0.00735,6
20110409_lr_RL_1.2,152.48 kWh,18928,0.00708%,152.48,18928,0.00708,7
20110411_lr_RL_1.2,149.31 kWh,19455,0.00743%,149.31,19455,0.00743,8
20110412_lr_RL_1.2,130.22 kWh,16270,0.00742%,130.22,16270,0.00742,9
300_lr_RL_1.2,118.36 kWh,13326,0.00767%,118.36,13326,0.00767,10
301_lr_RL_1.2,152.89 kWh,19358,0.00728%,152.89,19358,0.00728,11
302_lr_RL_1.2,105.68 kWh,11469,0.00620%,105.68,11469,0.0062,12
303_lr_RL_1.2,105.72 kWh,11469,0.00632%,105.72,11469,0.00632,13
304_lr_RL_1.2,192.90 kWh,23359,0.00718%,192.9,23359,0.00718,14
305_lr_RL_1.2,193.22 kWh,23604,0.00718%,193.22,23604,0.00718,15
306_lr_RL_1.2,140.29 kWh,15444,0.00659%,140.29,15444,0.00659,16
307_lr_RL_1.2,105.70 kWh,10973,0.00603%,105.7,10973,0.00603,17
308_lr_RL_1.2,149.37 kWh,19043,0.00754%,149.37,19043,0.00754,18
309_lr_RL_1.2,152.90 kWh,19445,0.00724%,152.9,19445,0.00724,19
310_lr_RL_1.2,129.15 kWh,15515,0.00697%,129.15,15515,0.00697,20
311_lr_RL_1.2,127.46 kWh,15724,0.00725%,127.46,15724,0.00725,21
312_lr_RL_1.2,105.63 kWh,11161,0.00624%,105.63,11161,0.00624,22
313_lr_RL_1.2,149.36 kWh,18989,0.00732%,149.36,18989,0.00732,23
314_lr_RL_1.2,129.91 kWh,16362,0.00736%,129.91,16362,0.00736,24
315_lr_RL_1.2,149.44 kWh,19241,0.00749%,149.44,19241,0.00749,25
316_lr_RL_1.2,152.91 kWh,19748,0.00716%,152.91,19748,0.00716,26
317_lr_RL_1.2,193.16 kWh,23388,0.00724%,193.16,23388,0.00724,27
318_lr_RL_1.2,141.12 kWh,16305,0.00700%,141.12,16305,0.007,28
319_lr_RL_1.2,193.09 kWh,23529,0.00727%,193.09,23529,0.00727,29
320_lr_RL_1.2,140.97 kWh,16194,0.00692%,140.97,16194,0.00692,30
321_lr_RL_1.2,105.58 kWh,10929,0.00624%,105.58,10929,0.00624,31
