ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,144.68 kWh,19573,0.00779%,144.68,19573,0.00779,1
20110306_lr_RL_1.2,108.17 kWh,13523,0.00689%,108.17,13523,0.00689,2
20110309_lr_RL_1.2,121.42 kWh,16003,0.00863%,121.42,16003,0.00863,3
20110322_lr_RL_1.2,151.85 kWh,23357,0.00814%,151.85,23357,0.00814,4
20110325_lr_RL_1.2,130.39 kWh,18436,0.00792%,130.39,18436,0.00792,5
20110403_lr_RL_1.2,197.26 kWh,28422,0.00800%,197.26,28422,0.008,6
20110409_lr_RL_1.2,155.55 kWh,21743,0.00756%,155.55,21743,0.00756,7
20110411_lr_RL_1.2,152.60 kWh,22055,0.00806%,152.6,22055,0.00806,8
20110412_lr_RL_1.2,132.59 kWh,18736,0.00817%,132.59,18736,0.00817,9
300_lr_RL_1.2,120.32 kWh,14991,0.00811%,120.32,14991,0.00811,10
301_lr_RL_1.2,155.12 kWh,22299,0.00783%,155.12,22299,0.00783,11
302_lr_RL_1.2,107.17 kWh,13130,0.00696%,107.17,13130,0.00696,12
303_lr_RL_1.2,106.91 kWh,12955,0.00661%,106.91,12955,0.00661,13
304_lr_RL_1.2,195.87 kWh,26813,0.00794%,195.87,26813,0.00794,14
305_lr_RL_1.2,195.91 kWh,26748,0.00762%,195.91,26748,0.00762,15
306_lr_RL_1.2,142.97 kWh,17788,0.00735%,142.97,17788,0.00735,16
307_lr_RL_1.2,107.49 kWh,13514,0.00697%,107.49,13514,0.00697,17
308_lr_RL_1.2,151.79 kWh,21361,0.00788%,151.79,21361,0.00788,18
309_lr_RL_1.2,154.75 kWh,21766,0.00772%,154.75,21766,0.00772,19
310_lr_RL_1.2,131.96 kWh,17976,0.00786%,131.96,17976,0.00786,20
311_lr_RL_1.2,129.33 kWh,17656,0.00763%,129.33,17656,0.00763,21
312_lr_RL_1.2,106.84 kWh,12419,0.00660%,106.84,12419,0.0066,22
313_lr_RL_1.2,151.44 kWh,20961,0.00772%,151.44,20961,0.00772,23
314_lr_RL_1.2,131.71 kWh,18024,0.00774%,131.71,18024,0.00774,24
315_lr_RL_1.2,151.95 kWh,21005,0.00783%,151.95,21005,0.00783,25
316_lr_RL_1.2,154.05 kWh,20860,0.00753%,154.05,20860,0.00753,26
317_lr_RL_1.2,195.53 kWh,26503,0.00780%,195.53,26503,0.0078,27
318_lr_RL_1.2,142.22 kWh,17973,0.00719%,142.22,17973,0.00719,28
319_lr_RL_1.2,196.46 kWh,26967,0.00777%,196.46,26967,0.00777,29
320_lr_RL_1.2,141.66 kWh,17127,0.00703%,141.66,17127,0.00703,30
321_lr_RL_1.2,107.12 kWh,12688,0.00671%,107.12,12688,0.00671,31
