ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.97 kWh,15069,0.00664%,139.97,15069,0.00664,1
20110306_lr_RL_1.2,105.37 kWh,10773,0.00603%,105.37,10773,0.00603,2
20110309_lr_RL_1.2,118.12 kWh,12873,0.00759%,118.12,12873,0.00759,3
20110322_lr_RL_1.2,147.46 kWh,19698,0.00764%,147.46,19698,0.00764,4
20110325_lr_RL_1.2,126.82 kWh,15277,0.00709%,126.82,15277,0.00709,5
20110403_lr_RL_1.2,192.58 kWh,22680,0.00718%,192.58,22680,0.00718,6
20110409_lr_RL_1.2,152.45 kWh,18680,0.00704%,152.45,18680,0.00704,7
20110411_lr_RL_1.2,149.15 kWh,18647,0.00736%,149.15,18647,0.00736,8
20110412_lr_RL_1.2,128.62 kWh,14779,0.00679%,128.62,14779,0.00679,9
300_lr_RL_1.2,118.24 kWh,12828,0.00768%,118.24,12828,0.00768,10
301_lr_RL_1.2,151.88 kWh,18163,0.00686%,151.88,18163,0.00686,11
302_lr_RL_1.2,105.36 kWh,11015,0.00621%,105.36,11015,0.00621,12
303_lr_RL_1.2,105.25 kWh,10883,0.00605%,105.25,10883,0.00605,13
304_lr_RL_1.2,192.20 kWh,22911,0.00716%,192.2,22911,0.00716,14
305_lr_RL_1.2,192.52 kWh,22501,0.00709%,192.52,22501,0.00709,15
306_lr_RL_1.2,140.06 kWh,14976,0.00662%,140.06,14976,0.00662,16
307_lr_RL_1.2,105.17 kWh,11075,0.00607%,105.17,11075,0.00607,17
308_lr_RL_1.2,148.94 kWh,18436,0.00731%,148.94,18436,0.00731,18
309_lr_RL_1.2,151.85 kWh,18376,0.00703%,151.85,18376,0.00703,19
310_lr_RL_1.2,128.81 kWh,15167,0.00709%,128.81,15167,0.00709,20
311_lr_RL_1.2,126.57 kWh,14736,0.00684%,126.57,14736,0.00684,21
312_lr_RL_1.2,105.07 kWh,10923,0.00605%,105.07,10923,0.00605,22
313_lr_RL_1.2,149.43 kWh,19064,0.00746%,149.43,19064,0.00746,23
314_lr_RL_1.2,128.83 kWh,15189,0.00712%,128.83,15189,0.00712,24
315_lr_RL_1.2,149.27 kWh,18679,0.00729%,149.27,18679,0.00729,25
316_lr_RL_1.2,152.06 kWh,18376,0.00700%,152.06,18376,0.007,26
317_lr_RL_1.2,192.08 kWh,22110,0.00701%,192.08,22110,0.00701,27
318_lr_RL_1.2,140.17 kWh,15260,0.00672%,140.17,15260,0.00672,28
319_lr_RL_1.2,192.54 kWh,22588,0.00725%,192.54,22588,0.00725,29
320_lr_RL_1.2,140.06 kWh,15005,0.00650%,140.06,15005,0.0065,30
321_lr_RL_1.2,104.91 kWh,10510,0.00577%,104.91,10510,0.00577,31
