ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.66 kWh,15494,0.00673%,140.66,15494,0.00673,1
20110306_lr_RL_1.2,105.69 kWh,11163,0.00622%,105.69,11163,0.00622,2
20110309_lr_RL_1.2,118.84 kWh,13559,0.00810%,118.84,13559,0.0081,3
20110322_lr_RL_1.2,148.07 kWh,19718,0.00761%,148.07,19718,0.00761,4
20110325_lr_RL_1.2,127.52 kWh,15667,0.00735%,127.52,15667,0.00735,5
20110403_lr_RL_1.2,193.45 kWh,23568,0.00745%,193.45,23568,0.00745,6
20110409_lr_RL_1.2,153.13 kWh,19371,0.00728%,153.13,19371,0.00728,7
20110411_lr_RL_1.2,149.46 kWh,18480,0.00728%,149.46,18480,0.00728,8
20110412_lr_RL_1.2,129.43 kWh,15866,0.00728%,129.43,15866,0.00728,9
300_lr_RL_1.2,118.63 kWh,13438,0.00780%,118.63,13438,0.0078,10
301_lr_RL_1.2,152.64 kWh,19050,0.00728%,152.64,19050,0.00728,11
302_lr_RL_1.2,105.41 kWh,11077,0.00621%,105.41,11077,0.00621,12
303_lr_RL_1.2,105.80 kWh,11171,0.00615%,105.8,11171,0.00615,13
304_lr_RL_1.2,193.47 kWh,23748,0.00754%,193.47,23748,0.00754,14
305_lr_RL_1.2,193.45 kWh,24067,0.00744%,193.45,24067,0.00744,15
306_lr_RL_1.2,140.99 kWh,16042,0.00694%,140.99,16042,0.00694,16
307_lr_RL_1.2,105.10 kWh,10834,0.00598%,105.1,10834,0.00598,17
308_lr_RL_1.2,150.10 kWh,19179,0.00741%,150.1,19179,0.00741,18
309_lr_RL_1.2,153.07 kWh,19633,0.00750%,153.07,19633,0.0075,19
310_lr_RL_1.2,129.34 kWh,15227,0.00698%,129.34,15227,0.00698,20
311_lr_RL_1.2,127.48 kWh,15688,0.00717%,127.48,15688,0.00717,21
312_lr_RL_1.2,105.32 kWh,10836,0.00603%,105.32,10836,0.00603,22
313_lr_RL_1.2,150.73 kWh,19692,0.00767%,150.73,19692,0.00767,23
314_lr_RL_1.2,129.94 kWh,15875,0.00752%,129.94,15875,0.00752,24
315_lr_RL_1.2,150.14 kWh,19751,0.00778%,150.14,19751,0.00778,25
316_lr_RL_1.2,153.63 kWh,19700,0.00747%,153.63,19700,0.00747,26
317_lr_RL_1.2,193.26 kWh,23400,0.00744%,193.26,23400,0.00744,27
318_lr_RL_1.2,140.71 kWh,15873,0.00677%,140.71,15873,0.00677,28
319_lr_RL_1.2,192.97 kWh,23230,0.00721%,192.97,23230,0.00721,29
320_lr_RL_1.2,140.54 kWh,15382,0.00669%,140.54,15382,0.00669,30
321_lr_RL_1.2,106.25 kWh,12029,0.00681%,106.25,12029,0.00681,31
