ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.83 kWh,14972,0.00644%,139.83,14972,0.00644,1
20110306_lr_RL_1.2,105.76 kWh,11262,0.00610%,105.76,11262,0.0061,2
20110309_lr_RL_1.2,118.64 kWh,13018,0.00772%,118.64,13018,0.00772,3
20110322_lr_RL_1.2,147.53 kWh,19589,0.00749%,147.53,19589,0.00749,4
20110325_lr_RL_1.2,127.75 kWh,15949,0.00746%,127.75,15949,0.00746,5
20110403_lr_RL_1.2,193.19 kWh,23279,0.00724%,193.19,23279,0.00724,6
20110409_lr_RL_1.2,152.02 kWh,18277,0.00699%,152.02,18277,0.00699,7
20110411_lr_RL_1.2,149.30 kWh,18691,0.00730%,149.3,18691,0.0073,8
20110412_lr_RL_1.2,129.46 kWh,15521,0.00740%,129.46,15521,0.0074,9
300_lr_RL_1.2,118.32 kWh,13352,0.00780%,118.32,13352,0.0078,10
301_lr_RL_1.2,151.95 kWh,18326,0.00705%,151.95,18326,0.00705,11
302_lr_RL_1.2,105.32 kWh,10936,0.00586%,105.32,10936,0.00586,12
303_lr_RL_1.2,105.02 kWh,11264,0.00613%,105.02,11264,0.00613,13
304_lr_RL_1.2,191.96 kWh,22314,0.00717%,191.96,22314,0.00717,14
305_lr_RL_1.2,192.61 kWh,22847,0.00732%,192.61,22847,0.00732,15
306_lr_RL_1.2,140.39 kWh,15395,0.00684%,140.39,15395,0.00684,16
307_lr_RL_1.2,105.37 kWh,11109,0.00607%,105.37,11109,0.00607,17
308_lr_RL_1.2,149.22 kWh,18460,0.00719%,149.22,18460,0.00719,18
309_lr_RL_1.2,151.98 kWh,18130,0.00695%,151.98,18130,0.00695,19
310_lr_RL_1.2,128.54 kWh,14878,0.00684%,128.54,14878,0.00684,20
311_lr_RL_1.2,127.38 kWh,15446,0.00723%,127.38,15446,0.00723,21
312_lr_RL_1.2,105.06 kWh,11111,0.00616%,105.06,11111,0.00616,22
313_lr_RL_1.2,149.79 kWh,19105,0.00745%,149.79,19105,0.00745,23
314_lr_RL_1.2,129.11 kWh,15166,0.00693%,129.11,15166,0.00693,24
315_lr_RL_1.2,148.99 kWh,18505,0.00746%,148.99,18505,0.00746,25
316_lr_RL_1.2,151.54 kWh,18091,0.00674%,151.54,18091,0.00674,26
317_lr_RL_1.2,192.29 kWh,22710,0.00704%,192.29,22710,0.00704,27
318_lr_RL_1.2,140.18 kWh,15571,0.00686%,140.18,15571,0.00686,28
319_lr_RL_1.2,192.98 kWh,23417,0.00739%,192.98,23417,0.00739,29
320_lr_RL_1.2,140.60 kWh,15705,0.00687%,140.6,15705,0.00687,30
321_lr_RL_1.2,105.39 kWh,11126,0.00599%,105.39,11126,0.00599,31
