ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.96 kWh,15137,0.00660%,139.96,15137,0.0066,1
20110306_lr_RL_1.2,105.00 kWh,10857,0.00599%,105.0,10857,0.00599,2
20110309_lr_RL_1.2,118.03 kWh,13115,0.00768%,118.03,13115,0.00768,3
20110322_lr_RL_1.2,147.34 kWh,19048,0.00742%,147.34,19048,0.00742,4
20110325_lr_RL_1.2,127.10 kWh,15257,0.00720%,127.1,15257,0.0072,5
20110403_lr_RL_1.2,192.81 kWh,22979,0.00721%,192.81,22979,0.00721,6
20110409_lr_RL_1.2,151.95 kWh,18001,0.00686%,151.95,18001,0.00686,7
20110411_lr_RL_1.2,149.05 kWh,18372,0.00743%,149.05,18372,0.00743,8
20110412_lr_RL_1.2,128.97 kWh,15461,0.00723%,128.97,15461,0.00723,9
300_lr_RL_1.2,117.89 kWh,12890,0.00740%,117.89,12890,0.0074,10
301_lr_RL_1.2,152.17 kWh,18271,0.00705%,152.17,18271,0.00705,11
302_lr_RL_1.2,105.33 kWh,10973,0.00626%,105.33,10973,0.00626,12
303_lr_RL_1.2,105.36 kWh,11160,0.00621%,105.36,11160,0.00621,13
304_lr_RL_1.2,192.39 kWh,22453,0.00712%,192.39,22453,0.00712,14
305_lr_RL_1.2,192.34 kWh,22795,0.00733%,192.34,22795,0.00733,15
306_lr_RL_1.2,140.42 kWh,15673,0.00672%,140.42,15673,0.00672,16
307_lr_RL_1.2,105.75 kWh,11493,0.00638%,105.75,11493,0.00638,17
308_lr_RL_1.2,149.14 kWh,18232,0.00742%,149.14,18232,0.00742,18
309_lr_RL_1.2,151.67 kWh,18457,0.00692%,151.67,18457,0.00692,19
310_lr_RL_1.2,129.02 kWh,15812,0.00721%,129.02,15812,0.00721,20
311_lr_RL_1.2,126.30 kWh,14927,0.00700%,126.3,14927,0.007,21
312_lr_RL_1.2,105.59 kWh,11129,0.00615%,105.59,11129,0.00615,22
313_lr_RL_1.2,149.54 kWh,18426,0.00742%,149.54,18426,0.00742,23
314_lr_RL_1.2,128.67 kWh,15035,0.00697%,128.67,15035,0.00697,24
315_lr_RL_1.2,149.06 kWh,18314,0.00722%,149.06,18314,0.00722,25
316_lr_RL_1.2,152.42 kWh,18843,0.00707%,152.42,18843,0.00707,26
317_lr_RL_1.2,192.11 kWh,22478,0.00720%,192.11,22478,0.0072,27
318_lr_RL_1.2,140.52 kWh,15845,0.00685%,140.52,15845,0.00685,28
319_lr_RL_1.2,191.86 kWh,22087,0.00684%,191.86,22087,0.00684,29
320_lr_RL_1.2,139.97 kWh,15022,0.00660%,139.97,15022,0.0066,30
321_lr_RL_1.2,105.19 kWh,11005,0.00602%,105.19,11005,0.00602,31
