ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.65 kWh,16036,0.00694%,140.65,16036,0.00694,1
20110306_lr_RL_1.2,105.44 kWh,11203,0.00600%,105.44,11203,0.006,2
20110309_lr_RL_1.2,118.41 kWh,13149,0.00752%,118.41,13149,0.00752,3
20110322_lr_RL_1.2,147.72 kWh,19643,0.00748%,147.72,19643,0.00748,4
20110325_lr_RL_1.2,127.22 kWh,15383,0.00703%,127.22,15383,0.00703,5
20110403_lr_RL_1.2,192.57 kWh,22925,0.00719%,192.57,22925,0.00719,6
20110409_lr_RL_1.2,152.38 kWh,18583,0.00702%,152.38,18583,0.00702,7
20110411_lr_RL_1.2,149.57 kWh,19031,0.00766%,149.57,19031,0.00766,8
20110412_lr_RL_1.2,129.84 kWh,15836,0.00733%,129.84,15836,0.00733,9
300_lr_RL_1.2,118.02 kWh,13135,0.00775%,118.02,13135,0.00775,10
301_lr_RL_1.2,152.10 kWh,18344,0.00684%,152.1,18344,0.00684,11
302_lr_RL_1.2,105.71 kWh,11401,0.00622%,105.71,11401,0.00622,12
303_lr_RL_1.2,105.48 kWh,10975,0.00593%,105.48,10975,0.00593,13
304_lr_RL_1.2,192.71 kWh,23213,0.00741%,192.71,23213,0.00741,14
305_lr_RL_1.2,192.47 kWh,23185,0.00728%,192.47,23185,0.00728,15
306_lr_RL_1.2,140.84 kWh,15862,0.00684%,140.84,15862,0.00684,16
307_lr_RL_1.2,105.52 kWh,11461,0.00618%,105.52,11461,0.00618,17
308_lr_RL_1.2,149.49 kWh,19103,0.00753%,149.49,19103,0.00753,18
309_lr_RL_1.2,152.13 kWh,18636,0.00706%,152.13,18636,0.00706,19
310_lr_RL_1.2,129.11 kWh,15054,0.00691%,129.11,15054,0.00691,20
311_lr_RL_1.2,127.47 kWh,15423,0.00748%,127.47,15423,0.00748,21
312_lr_RL_1.2,105.59 kWh,11097,0.00608%,105.59,11097,0.00608,22
313_lr_RL_1.2,149.50 kWh,18779,0.00766%,149.5,18779,0.00766,23
314_lr_RL_1.2,129.27 kWh,15503,0.00724%,129.27,15503,0.00724,24
315_lr_RL_1.2,149.67 kWh,19091,0.00750%,149.67,19091,0.0075,25
316_lr_RL_1.2,152.72 kWh,18933,0.00704%,152.72,18933,0.00704,26
317_lr_RL_1.2,192.60 kWh,22772,0.00729%,192.6,22772,0.00729,27
318_lr_RL_1.2,140.91 kWh,16147,0.00700%,140.91,16147,0.007,28
319_lr_RL_1.2,192.26 kWh,22689,0.00718%,192.26,22689,0.00718,29
320_lr_RL_1.2,140.60 kWh,15662,0.00664%,140.6,15662,0.00664,30
321_lr_RL_1.2,105.50 kWh,11309,0.00631%,105.5,11309,0.00631,31
