ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.22 kWh,15455,0.00681%,140.22,15455,0.00681,1
20110306_lr_RL_1.2,105.34 kWh,10996,0.00601%,105.34,10996,0.00601,2
20110309_lr_RL_1.2,118.20 kWh,13035,0.00794%,118.2,13035,0.00794,3
20110322_lr_RL_1.2,147.10 kWh,19185,0.00754%,147.1,19185,0.00754,4
20110325_lr_RL_1.2,126.70 kWh,14792,0.00698%,126.7,14792,0.00698,5
20110403_lr_RL_1.2,191.96 kWh,22295,0.00703%,191.96,22295,0.00703,6
20110409_lr_RL_1.2,152.19 kWh,18559,0.00709%,152.19,18559,0.00709,7
20110411_lr_RL_1.2,148.99 kWh,18595,0.00743%,148.99,18595,0.00743,8
20110412_lr_RL_1.2,128.99 kWh,15343,0.00716%,128.99,15343,0.00716,9
300_lr_RL_1.2,118.15 kWh,13301,0.00784%,118.15,13301,0.00784,10
301_lr_RL_1.2,151.83 kWh,18135,0.00676%,151.83,18135,0.00676,11
302_lr_RL_1.2,104.85 kWh,10433,0.00584%,104.85,10433,0.00584,12
303_lr_RL_1.2,104.92 kWh,10735,0.00593%,104.92,10735,0.00593,13
304_lr_RL_1.2,192.13 kWh,22459,0.00719%,192.13,22459,0.00719,14
305_lr_RL_1.2,192.56 kWh,23092,0.00737%,192.56,23092,0.00737,15
306_lr_RL_1.2,140.10 kWh,15070,0.00653%,140.1,15070,0.00653,16
307_lr_RL_1.2,105.25 kWh,10948,0.00591%,105.25,10948,0.00591,17
308_lr_RL_1.2,149.37 kWh,18721,0.00737%,149.37,18721,0.00737,18
309_lr_RL_1.2,151.59 kWh,18258,0.00680%,151.59,18258,0.0068,19
310_lr_RL_1.2,129.01 kWh,15237,0.00710%,129.01,15237,0.0071,20
311_lr_RL_1.2,126.53 kWh,14840,0.00696%,126.53,14840,0.00696,21
312_lr_RL_1.2,105.48 kWh,11251,0.00642%,105.48,11251,0.00642,22
313_lr_RL_1.2,148.64 kWh,17942,0.00722%,148.64,17942,0.00722,23
314_lr_RL_1.2,129.18 kWh,15733,0.00728%,129.18,15733,0.00728,24
315_lr_RL_1.2,149.24 kWh,18526,0.00741%,149.24,18526,0.00741,25
316_lr_RL_1.2,152.05 kWh,18543,0.00709%,152.05,18543,0.00709,26
317_lr_RL_1.2,192.59 kWh,22611,0.00728%,192.59,22611,0.00728,27
318_lr_RL_1.2,140.51 kWh,15572,0.00683%,140.51,15572,0.00683,28
319_lr_RL_1.2,192.12 kWh,22491,0.00717%,192.12,22491,0.00717,29
320_lr_RL_1.2,140.21 kWh,15197,0.00670%,140.21,15197,0.0067,30
321_lr_RL_1.2,105.09 kWh,11073,0.00600%,105.09,11073,0.006,31
