ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.44 kWh,15415,0.00682%,140.44,15415,0.00682,1
20110306_lr_RL_1.2,105.35 kWh,11328,0.00615%,105.35,11328,0.00615,2
20110309_lr_RL_1.2,118.31 kWh,13068,0.00765%,118.31,13068,0.00765,3
20110322_lr_RL_1.2,147.10 kWh,19186,0.00727%,147.1,19186,0.00727,4
20110325_lr_RL_1.2,127.29 kWh,15398,0.00711%,127.29,15398,0.00711,5
20110403_lr_RL_1.2,192.96 kWh,23089,0.00739%,192.96,23089,0.00739,6
20110409_lr_RL_1.2,152.18 kWh,18199,0.00678%,152.18,18199,0.00678,7
20110411_lr_RL_1.2,149.68 kWh,19074,0.00728%,149.68,19074,0.00728,8
20110412_lr_RL_1.2,129.52 kWh,15783,0.00732%,129.52,15783,0.00732,9
300_lr_RL_1.2,118.19 kWh,13065,0.00770%,118.19,13065,0.0077,10
301_lr_RL_1.2,152.41 kWh,18647,0.00722%,152.41,18647,0.00722,11
302_lr_RL_1.2,104.67 kWh,10645,0.00566%,104.67,10645,0.00566,12
303_lr_RL_1.2,105.54 kWh,11037,0.00591%,105.54,11037,0.00591,13
304_lr_RL_1.2,193.07 kWh,23289,0.00733%,193.07,23289,0.00733,14
305_lr_RL_1.2,193.33 kWh,23608,0.00755%,193.33,23608,0.00755,15
306_lr_RL_1.2,140.50 kWh,15440,0.00673%,140.5,15440,0.00673,16
307_lr_RL_1.2,105.38 kWh,10858,0.00610%,105.38,10858,0.0061,17
308_lr_RL_1.2,150.18 kWh,19958,0.00774%,150.18,19958,0.00774,18
309_lr_RL_1.2,152.22 kWh,18283,0.00704%,152.22,18283,0.00704,19
310_lr_RL_1.2,129.43 kWh,15441,0.00736%,129.43,15441,0.00736,20
311_lr_RL_1.2,126.93 kWh,14845,0.00693%,126.93,14845,0.00693,21
312_lr_RL_1.2,105.31 kWh,10881,0.00596%,105.31,10881,0.00596,22
313_lr_RL_1.2,149.10 kWh,18854,0.00745%,149.1,18854,0.00745,23
314_lr_RL_1.2,129.11 kWh,15161,0.00697%,129.11,15161,0.00697,24
315_lr_RL_1.2,149.17 kWh,18708,0.00731%,149.17,18708,0.00731,25
316_lr_RL_1.2,152.79 kWh,18870,0.00706%,152.79,18870,0.00706,26
317_lr_RL_1.2,193.35 kWh,23868,0.00752%,193.35,23868,0.00752,27
318_lr_RL_1.2,140.79 kWh,16066,0.00700%,140.79,16066,0.007,28
319_lr_RL_1.2,192.87 kWh,23259,0.00734%,192.87,23259,0.00734,29
320_lr_RL_1.2,140.47 kWh,15594,0.00679%,140.47,15594,0.00679,30
321_lr_RL_1.2,105.69 kWh,11499,0.00629%,105.69,11499,0.00629,31
