ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,139.84 kWh,15077,0.00660%,139.84,15077,0.0066,1
20110306_lr_RL_1.2,104.75 kWh,10544,0.00599%,104.75,10544,0.00599,2
20110309_lr_RL_1.2,118.00 kWh,13217,0.00766%,118.0,13217,0.00766,3
20110322_lr_RL_1.2,147.01 kWh,19699,0.00776%,147.01,19699,0.00776,4
20110325_lr_RL_1.2,126.74 kWh,15159,0.00698%,126.74,15159,0.00698,5
20110403_lr_RL_1.2,192.49 kWh,22806,0.00722%,192.49,22806,0.00722,6
20110409_lr_RL_1.2,152.16 kWh,18286,0.00697%,152.16,18286,0.00697,7
20110411_lr_RL_1.2,149.52 kWh,18679,0.00740%,149.52,18679,0.0074,8
20110412_lr_RL_1.2,128.96 kWh,15179,0.00695%,128.96,15179,0.00695,9
300_lr_RL_1.2,117.69 kWh,12842,0.00745%,117.69,12842,0.00745,10
301_lr_RL_1.2,151.75 kWh,17973,0.00698%,151.75,17973,0.00698,11
302_lr_RL_1.2,105.77 kWh,11470,0.00653%,105.77,11470,0.00653,12
303_lr_RL_1.2,105.46 kWh,11016,0.00601%,105.46,11016,0.00601,13
304_lr_RL_1.2,192.31 kWh,22676,0.00713%,192.31,22676,0.00713,14
305_lr_RL_1.2,192.44 kWh,22419,0.00714%,192.44,22419,0.00714,15
306_lr_RL_1.2,140.07 kWh,15341,0.00673%,140.07,15341,0.00673,16
307_lr_RL_1.2,105.29 kWh,10894,0.00610%,105.29,10894,0.0061,17
308_lr_RL_1.2,148.86 kWh,18450,0.00714%,148.86,18450,0.00714,18
309_lr_RL_1.2,151.98 kWh,18136,0.00687%,151.98,18136,0.00687,19
310_lr_RL_1.2,128.38 kWh,14811,0.00669%,128.38,14811,0.00669,20
311_lr_RL_1.2,127.04 kWh,15653,0.00730%,127.04,15653,0.0073,21
312_lr_RL_1.2,105.50 kWh,11111,0.00597%,105.5,11111,0.00597,22
313_lr_RL_1.2,150.10 kWh,19300,0.00773%,150.1,19300,0.00773,23
314_lr_RL_1.2,128.70 kWh,14388,0.00667%,128.7,14388,0.00667,24
315_lr_RL_1.2,149.32 kWh,18779,0.00751%,149.32,18779,0.00751,25
316_lr_RL_1.2,151.73 kWh,18056,0.00692%,151.73,18056,0.00692,26
317_lr_RL_1.2,191.88 kWh,22207,0.00705%,191.88,22207,0.00705,27
318_lr_RL_1.2,140.36 kWh,15416,0.00661%,140.36,15416,0.00661,28
319_lr_RL_1.2,192.75 kWh,23168,0.00717%,192.75,23168,0.00717,29
320_lr_RL_1.2,139.87 kWh,15201,0.00659%,139.87,15201,0.00659,30
321_lr_RL_1.2,105.71 kWh,11087,0.00629%,105.71,11087,0.00629,31
