ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.15 kWh,15053,0.00659%,140.15,15053,0.00659,1
20110306_lr_RL_1.2,105.53 kWh,11084,0.00611%,105.53,11084,0.00611,2
20110309_lr_RL_1.2,118.09 kWh,13038,0.00777%,118.09,13038,0.00777,3
20110322_lr_RL_1.2,147.66 kWh,19870,0.00775%,147.66,19870,0.00775,4
20110325_lr_RL_1.2,126.71 kWh,14876,0.00694%,126.71,14876,0.00694,5
20110403_lr_RL_1.2,192.69 kWh,23329,0.00738%,192.69,23329,0.00738,6
20110409_lr_RL_1.2,151.83 kWh,18306,0.00691%,151.83,18306,0.00691,7
20110411_lr_RL_1.2,149.05 kWh,18724,0.00735%,149.05,18724,0.00735,8
20110412_lr_RL_1.2,128.74 kWh,15042,0.00701%,128.74,15042,0.00701,9
300_lr_RL_1.2,118.01 kWh,12801,0.00749%,118.01,12801,0.00749,10
301_lr_RL_1.2,151.59 kWh,17890,0.00692%,151.59,17890,0.00692,11
302_lr_RL_1.2,105.29 kWh,11265,0.00615%,105.29,11265,0.00615,12
303_lr_RL_1.2,105.51 kWh,11020,0.00617%,105.51,11020,0.00617,13
304_lr_RL_1.2,192.46 kWh,22878,0.00731%,192.46,22878,0.00731,14
305_lr_RL_1.2,193.00 kWh,22843,0.00719%,193.0,22843,0.00719,15
306_lr_RL_1.2,140.10 kWh,15344,0.00661%,140.1,15344,0.00661,16
307_lr_RL_1.2,104.98 kWh,10715,0.00581%,104.98,10715,0.00581,17
308_lr_RL_1.2,148.65 kWh,18243,0.00732%,148.65,18243,0.00732,18
309_lr_RL_1.2,151.72 kWh,17897,0.00684%,151.72,17897,0.00684,19
310_lr_RL_1.2,128.59 kWh,14947,0.00688%,128.59,14947,0.00688,20
311_lr_RL_1.2,127.20 kWh,15316,0.00710%,127.2,15316,0.0071,21
312_lr_RL_1.2,105.02 kWh,10544,0.00583%,105.02,10544,0.00583,22
313_lr_RL_1.2,149.34 kWh,18267,0.00742%,149.34,18267,0.00742,23
314_lr_RL_1.2,128.55 kWh,14959,0.00695%,128.55,14959,0.00695,24
315_lr_RL_1.2,149.03 kWh,18645,0.00723%,149.03,18645,0.00723,25
316_lr_RL_1.2,152.45 kWh,19114,0.00727%,152.45,19114,0.00727,26
317_lr_RL_1.2,192.70 kWh,22927,0.00721%,192.7,22927,0.00721,27
318_lr_RL_1.2,139.93 kWh,14797,0.00651%,139.93,14797,0.00651,28
319_lr_RL_1.2,192.82 kWh,23413,0.00743%,192.82,23413,0.00743,29
320_lr_RL_1.2,139.89 kWh,15265,0.00678%,139.89,15265,0.00678,30
321_lr_RL_1.2,105.20 kWh,11101,0.00603%,105.2,11101,0.00603,31
