ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.31 kWh,15331,0.00674%,140.31,15331,0.00674,1
20110306_lr_RL_1.2,105.22 kWh,10491,0.00585%,105.22,10491,0.00585,2
20110309_lr_RL_1.2,118.26 kWh,12780,0.00759%,118.26,12780,0.00759,3
20110322_lr_RL_1.2,146.70 kWh,18804,0.00731%,146.7,18804,0.00731,4
20110325_lr_RL_1.2,126.79 kWh,15151,0.00709%,126.79,15151,0.00709,5
20110403_lr_RL_1.2,192.17 kWh,22727,0.00720%,192.17,22727,0.0072,6
20110409_lr_RL_1.2,152.07 kWh,17920,0.00678%,152.07,17920,0.00678,7
20110411_lr_RL_1.2,149.44 kWh,18876,0.00759%,149.44,18876,0.00759,8
20110412_lr_RL_1.2,129.42 kWh,15426,0.00708%,129.42,15426,0.00708,9
300_lr_RL_1.2,117.66 kWh,12656,0.00732%,117.66,12656,0.00732,10
301_lr_RL_1.2,151.99 kWh,18602,0.00699%,151.99,18602,0.00699,11
302_lr_RL_1.2,105.28 kWh,10909,0.00607%,105.28,10909,0.00607,12
303_lr_RL_1.2,105.23 kWh,10818,0.00598%,105.23,10818,0.00598,13
304_lr_RL_1.2,193.37 kWh,23604,0.00740%,193.37,23604,0.0074,14
305_lr_RL_1.2,191.97 kWh,22331,0.00716%,191.97,22331,0.00716,15
306_lr_RL_1.2,139.98 kWh,14815,0.00648%,139.98,14815,0.00648,16
307_lr_RL_1.2,104.98 kWh,10818,0.00583%,104.98,10818,0.00583,17
308_lr_RL_1.2,149.18 kWh,18625,0.00751%,149.18,18625,0.00751,18
309_lr_RL_1.2,151.62 kWh,18032,0.00678%,151.62,18032,0.00678,19
310_lr_RL_1.2,129.22 kWh,15434,0.00713%,129.22,15434,0.00713,20
311_lr_RL_1.2,127.08 kWh,15110,0.00703%,127.08,15110,0.00703,21
312_lr_RL_1.2,105.39 kWh,11141,0.00616%,105.39,11141,0.00616,22
313_lr_RL_1.2,149.12 kWh,19030,0.00765%,149.12,19030,0.00765,23
314_lr_RL_1.2,129.05 kWh,15272,0.00699%,129.05,15272,0.00699,24
315_lr_RL_1.2,149.05 kWh,18655,0.00745%,149.05,18655,0.00745,25
316_lr_RL_1.2,151.91 kWh,18436,0.00692%,151.91,18436,0.00692,26
317_lr_RL_1.2,192.37 kWh,22748,0.00722%,192.37,22748,0.00722,27
318_lr_RL_1.2,140.62 kWh,16000,0.00701%,140.62,16000,0.00701,28
319_lr_RL_1.2,192.36 kWh,22511,0.00726%,192.36,22511,0.00726,29
320_lr_RL_1.2,139.95 kWh,15248,0.00658%,139.95,15248,0.00658,30
321_lr_RL_1.2,105.27 kWh,10987,0.00607%,105.27,10987,0.00607,31
