ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.59 kWh,15705,0.00683%,140.59,15705,0.00683,1
20110306_lr_RL_1.2,105.74 kWh,11694,0.00635%,105.74,11694,0.00635,2
20110309_lr_RL_1.2,118.22 kWh,13049,0.00761%,118.22,13049,0.00761,3
20110322_lr_RL_1.2,147.92 kWh,20253,0.00764%,147.92,20253,0.00764,4
20110325_lr_RL_1.2,127.90 kWh,15821,0.00736%,127.9,15821,0.00736,5
20110403_lr_RL_1.2,193.51 kWh,23820,0.00743%,193.51,23820,0.00743,6
20110409_lr_RL_1.2,152.67 kWh,18922,0.00730%,152.67,18922,0.0073,7
20110411_lr_RL_1.2,150.13 kWh,19447,0.00758%,150.13,19447,0.00758,8
20110412_lr_RL_1.2,130.03 kWh,16004,0.00736%,130.03,16004,0.00736,9
300_lr_RL_1.2,118.83 kWh,13494,0.00807%,118.83,13494,0.00807,10
301_lr_RL_1.2,152.80 kWh,19109,0.00728%,152.8,19109,0.00728,11
302_lr_RL_1.2,106.27 kWh,12009,0.00681%,106.27,12009,0.00681,12
303_lr_RL_1.2,105.86 kWh,11668,0.00640%,105.86,11668,0.0064,13
304_lr_RL_1.2,193.06 kWh,23255,0.00726%,193.06,23255,0.00726,14
305_lr_RL_1.2,193.72 kWh,23886,0.00738%,193.72,23886,0.00738,15
306_lr_RL_1.2,140.69 kWh,15776,0.00697%,140.69,15776,0.00697,16
307_lr_RL_1.2,105.96 kWh,11348,0.00632%,105.96,11348,0.00632,17
308_lr_RL_1.2,150.51 kWh,19954,0.00779%,150.51,19954,0.00779,18
309_lr_RL_1.2,152.94 kWh,18952,0.00708%,152.94,18952,0.00708,19
310_lr_RL_1.2,129.18 kWh,15607,0.00731%,129.18,15607,0.00731,20
311_lr_RL_1.2,127.72 kWh,15663,0.00735%,127.72,15663,0.00735,21
312_lr_RL_1.2,105.72 kWh,11226,0.00634%,105.72,11226,0.00634,22
313_lr_RL_1.2,150.61 kWh,19732,0.00765%,150.61,19732,0.00765,23
314_lr_RL_1.2,129.47 kWh,15598,0.00718%,129.47,15598,0.00718,24
315_lr_RL_1.2,149.72 kWh,19117,0.00758%,149.72,19117,0.00758,25
316_lr_RL_1.2,153.25 kWh,19521,0.00736%,153.25,19521,0.00736,26
317_lr_RL_1.2,193.43 kWh,23373,0.00727%,193.43,23373,0.00727,27
318_lr_RL_1.2,140.96 kWh,15616,0.00685%,140.96,15616,0.00685,28
319_lr_RL_1.2,193.56 kWh,24211,0.00759%,193.56,24211,0.00759,29
320_lr_RL_1.2,140.83 kWh,16051,0.00683%,140.83,16051,0.00683,30
321_lr_RL_1.2,106.25 kWh,11675,0.00653%,106.25,11675,0.00653,31
