ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.58 kWh,15567,0.00671%,140.58,15567,0.00671,1
20110306_lr_RL_1.2,105.35 kWh,10982,0.00585%,105.35,10982,0.00585,2
20110309_lr_RL_1.2,117.96 kWh,13012,0.00752%,117.96,13012,0.00752,3
20110322_lr_RL_1.2,147.17 kWh,19175,0.00737%,147.17,19175,0.00737,4
20110325_lr_RL_1.2,127.15 kWh,15134,0.00709%,127.15,15134,0.00709,5
20110403_lr_RL_1.2,192.19 kWh,22243,0.00699%,192.19,22243,0.00699,6
20110409_lr_RL_1.2,152.05 kWh,18440,0.00692%,152.05,18440,0.00692,7
20110411_lr_RL_1.2,149.61 kWh,19417,0.00768%,149.61,19417,0.00768,8
20110412_lr_RL_1.2,129.56 kWh,15908,0.00725%,129.56,15908,0.00725,9
300_lr_RL_1.2,118.03 kWh,13013,0.00772%,118.03,13013,0.00772,10
301_lr_RL_1.2,152.36 kWh,18959,0.00714%,152.36,18959,0.00714,11
302_lr_RL_1.2,105.13 kWh,11030,0.00598%,105.13,11030,0.00598,12
303_lr_RL_1.2,105.33 kWh,11075,0.00623%,105.33,11075,0.00623,13
304_lr_RL_1.2,193.58 kWh,23420,0.00749%,193.58,23420,0.00749,14
305_lr_RL_1.2,192.60 kWh,22870,0.00711%,192.6,22870,0.00711,15
306_lr_RL_1.2,140.80 kWh,15878,0.00684%,140.8,15878,0.00684,16
307_lr_RL_1.2,105.21 kWh,10872,0.00595%,105.21,10872,0.00595,17
308_lr_RL_1.2,149.67 kWh,19092,0.00738%,149.67,19092,0.00738,18
309_lr_RL_1.2,152.74 kWh,19111,0.00719%,152.74,19111,0.00719,19
310_lr_RL_1.2,129.30 kWh,15391,0.00718%,129.3,15391,0.00718,20
311_lr_RL_1.2,127.70 kWh,15693,0.00745%,127.7,15693,0.00745,21
312_lr_RL_1.2,105.25 kWh,11031,0.00615%,105.25,11031,0.00615,22
313_lr_RL_1.2,149.63 kWh,19192,0.00746%,149.63,19192,0.00746,23
314_lr_RL_1.2,129.25 kWh,15687,0.00731%,129.25,15687,0.00731,24
315_lr_RL_1.2,149.25 kWh,18463,0.00720%,149.25,18463,0.0072,25
316_lr_RL_1.2,152.40 kWh,18587,0.00704%,152.4,18587,0.00704,26
317_lr_RL_1.2,193.16 kWh,23435,0.00735%,193.16,23435,0.00735,27
318_lr_RL_1.2,140.50 kWh,15299,0.00668%,140.5,15299,0.00668,28
319_lr_RL_1.2,192.92 kWh,23305,0.00734%,192.92,23305,0.00734,29
320_lr_RL_1.2,140.16 kWh,15590,0.00668%,140.16,15590,0.00668,30
321_lr_RL_1.2,105.25 kWh,11012,0.00599%,105.25,11012,0.00599,31
