ExperimentName,Energy(KWh)_str,Migrations_str,SLA(%)_str,Energy(KWh),Migrations,SLA(%),Days
20110303_lr_RL_1.2,140.70 kWh,15806,0.00695%,140.7,15806,0.00695,1
20110306_lr_RL_1.2,105.59 kWh,11387,0.00620%,105.59,11387,0.0062,2
20110309_lr_RL_1.2,117.74 kWh,13252,0.00781%,117.74,13252,0.00781,3
20110322_lr_RL_1.2,148.00 kWh,20202,0.00779%,148.0,20202,0.00779,4
20110325_lr_RL_1.2,126.78 kWh,14693,0.00679%,126.78,14693,0.00679,5
20110403_lr_RL_1.2,192.53 kWh,23025,0.00722%,192.53,23025,0.00722,6
20110409_lr_RL_1.2,152.00 kWh,18679,0.00714%,152.0,18679,0.00714,7
20110411_lr_RL_1.2,149.43 kWh,18872,0.00745%,149.43,18872,0.00745,8
20110412_lr_RL_1.2,128.50 kWh,14847,0.00669%,128.5,14847,0.00669,9
300_lr_RL_1.2,118.16 kWh,13077,0.00779%,118.16,13077,0.00779,10
301_lr_RL_1.2,151.82 kWh,18463,0.00689%,151.82,18463,0.00689,11
302_lr_RL_1.2,105.28 kWh,11067,0.00613%,105.28,11067,0.00613,12
303_lr_RL_1.2,105.41 kWh,11022,0.00604%,105.41,11022,0.00604,13
304_lr_RL_1.2,193.18 kWh,23355,0.00740%,193.18,23355,0.0074,14
305_lr_RL_1.2,193.11 kWh,23647,0.00739%,193.11,23647,0.00739,15
306_lr_RL_1.2,140.88 kWh,15734,0.00696%,140.88,15734,0.00696,16
307_lr_RL_1.2,105.47 kWh,11305,0.00629%,105.47,11305,0.00629,17
308_lr_RL_1.2,149.05 kWh,18833,0.00751%,149.05,18833,0.00751,18
309_lr_RL_1.2,152.68 kWh,18794,0.00695%,152.68,18794,0.00695,19
310_lr_RL_1.2,128.84 kWh,14599,0.00673%,128.84,14599,0.00673,20
311_lr_RL_1.2,127.17 kWh,15637,0.00733%,127.17,15637,0.00733,21
312_lr_RL_1.2,105.84 kWh,11688,0.00655%,105.84,11688,0.00655,22
313_lr_RL_1.2,149.80 kWh,19122,0.00769%,149.8,19122,0.00769,23
314_lr_RL_1.2,129.26 kWh,14789,0.00675%,129.26,14789,0.00675,24
315_lr_RL_1.2,149.07 kWh,18480,0.00741%,149.07,18480,0.00741,25
316_lr_RL_1.2,152.05 kWh,18061,0.00684%,152.05,18061,0.00684,26
317_lr_RL_1.2,192.59 kWh,22974,0.00726%,192.59,22974,0.00726,27
318_lr_RL_1.2,140.08 kWh,15097,0.00655%,140.08,15097,0.00655,28
319_lr_RL_1.2,192.90 kWh,22861,0.00716%,192.9,22861,0.00716,29
320_lr_RL_1.2,140.68 kWh,15940,0.00685%,140.68,15940,0.00685,30
321_lr_RL_1.2,105.57 kWh,11088,0.00618%,105.57,11088,0.00618,31
